m_flow_pred,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,chr_flow_nom,chr_dp_nom
860.9303597888127,440066.6667,357956.6667,27.73070667,0.0,27.73070667,27.73070667,375.3580181558094,19908.663361825253
1077.1164456494582,460800.0,345861.6667,28.03951333,27.85581667,27.89199333,27.89161333,375.3580181558094,19908.663361825253
1098.334448424806,452566.6667,329023.6667,28.65111667,28.65076333,28.65041333,28.64920667,375.3580181558094,19908.663361825253
848.6187590327139,433700.0,342129.6667,27.81764667,27.81764667,0.0,27.81764667,375.3580181558094,19908.663361825253
868.7273033475035,447200.0,338542.3333,29.0,0.0,29.0,29.0,375.3580181558094,19908.663361825253
336.8974901150899,466500.0,426504.6667,30.34578,0.0,0.0,0.0,375.3580181558094,19908.663361825253
895.2741558243279,522833.3333,439929.6667,28.61499667,28.61501,28.61488,0.0,375.3580181558094,19908.663361825253
635.7805130003413,454133.3333,399653.0,29.2,0.0,0.0,29.2,375.3580181558094,19908.663361825253
938.4619550818352,459366.6667,359434.6667,30.31403333,30.31418333,0.0,30.31388333,375.3580181558094,19908.663361825253
852.7181486926374,455533.3333,370312.6667,27.93961667,27.51332333,0.0,27.51332333,375.3580181558094,19908.663361825253
387.5959973122001,432366.6667,375927.6667,34.99416333,0.0,0.0,0.0,375.3580181558094,19908.663361825253
629.8709947315981,412100.0,352314.6667,29.13197667,0.0,0.0,29.13197667,375.3580181558094,19908.663361825253
280.81297136088403,376000.0,327777.3333,0.0,0.0,26.0011,0.0,375.3580181558094,19908.663361825253
872.5621466292563,443100.0,343171.3333,28.72877667,0.0,28.72877667,28.72877667,375.3580181558094,19908.663361825253
1045.7320902198403,441566.6667,321556.6667,27.65722333,27.65722333,27.65722333,27.65722333,375.3580181558094,19908.663361825253
277.48550013275974,400466.6667,373177.0,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
1122.2199615771465,465633.3333,347453.3333,28.8,28.8,28.8,28.8,375.3580181558094,19908.663361825253
291.7607956143406,396633.3333,331770.6667,0.0,0.0,27.45668,0.0,375.3580181558094,19908.663361825253
948.2971877388969,428800.0,327635.0,0.0,30.6,30.6,30.6,375.3580181558094,19908.663361825253
1074.0086561241287,460600.0,343288.0,27.88337,27.89695,27.87468,28.26112667,375.3580181558094,19908.663361825253
1122.2199615771465,465633.3333,347453.3333,28.8,28.8,28.8,28.8,375.3580181558094,19908.663361825253
362.0896930428129,487033.3333,461603.6667,32.17496333,0.0,0.0,0.0,375.3580181558094,19908.663361825253
578.5142506591841,469133.3333,397628.0,27.57525667,0.0,0.0,27.41831,375.3580181558094,19908.663361825253
946.0624674947354,425700.0,331365.6667,0.0,30.3,30.3,30.3,375.3580181558094,19908.663361825253
268.0010066516886,536633.3333,462645.6667,0.0,0.0,26.0,0.0,375.3580181558094,19908.663361825253
842.8861142137805,416466.6667,326302.3333,0.0,27.62255,27.62255,27.62255,375.3580181558094,19908.663361825253
882.4131070102992,428933.3333,328762.0,28.97133333,0.0,28.97133333,28.97133333,375.3580181558094,19908.663361825253
691.4701830033223,382966.6667,322539.0,31.64072,0.0,0.0,31.64293,375.3580181558094,19908.663361825253
1108.030933725554,479800.0,319935.6667,30.41093333,30.41184,30.41479,30.4171,375.3580181558094,19908.663361825253
822.6503527685893,442366.6667,354889.0,27.02705,27.02705,0.0,27.02705,375.3580181558094,19908.663361825253
731.096991445591,414100.0,312962.0,25.62212333,25.62206667,0.0,25.62264,375.3580181558094,19908.663361825253
819.8159637706106,422300.0,317534.6667,27.72348667,0.0,27.72348667,27.72348667,375.3580181558094,19908.663361825253
945.6215662711552,428533.3333,328531.0,30.49245,30.49262,30.49160333,0.0,375.3580181558094,19908.663361825253
1038.9709325269012,459800.0,351272.3333,27.00482667,27.00677,27.00655667,27.00731,375.3580181558094,19908.663361825253
975.9745665158133,452733.3333,330498.6667,26.70033,26.70033,26.70033,26.70033,375.3580181558094,19908.663361825253
813.2473945988708,464266.6667,350114.6667,28.00001,28.00001,28.00001,0.0,375.3580181558094,19908.663361825253
943.4405779624387,435366.6667,326070.6667,30.78102333,30.78102333,0.0,30.78102333,375.3580181558094,19908.663361825253
978.478234202584,433666.6667,324305.3333,0.0,31.63198667,31.63198667,31.63198667,375.3580181558094,19908.663361825253
248.9551438986996,459300.0,377604.6667,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
855.7803531503888,451666.6667,369299.3333,27.61426333,0.0,27.61426333,27.61426333,375.3580181558094,19908.663361825253
577.3101145228296,447500.0,378125.0,27.37291333,0.0,0.0,27.37291333,375.3580181558094,19908.663361825253
781.91924224252,459233.3333,351011.3333,27.05854667,0.0,27.04498,27.04525667,375.3580181558094,19908.663361825253
575.9594517651876,448433.3333,378124.6667,27.35493333,0.0,0.0,27.35419333,375.3580181558094,19908.663361825253
277.35238904503035,460633.3333,433014.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
930.8869129444016,476500.0,356829.0,0.0,30.87691,30.87691,30.87691,375.3580181558094,19908.663361825253
928.749235784643,413666.6667,323813.6667,29.70631667,29.70631667,0.0,29.70631667,375.3580181558094,19908.663361825253
581.2985726444641,449733.3333,388772.6667,27.23421667,27.23421667,0.0,0.0,375.3580181558094,19908.663361825253
623.5610246010073,503000.0,443580.0,28.8672,28.8672,0.0,0.0,375.3580181558094,19908.663361825253
1118.9287352107494,440066.6667,320052.3333,28.82639,28.82639,28.82639,28.82639,375.3580181558094,19908.663361825253
1113.7849978492357,468066.6667,348639.3333,28.72752,28.70814667,28.70934667,28.74302667,375.3580181558094,19908.663361825253
285.5278023122664,540100.0,502748.3333,0.0,0.0,26.00122,0.0,375.3580181558094,19908.663361825253
842.5956136082522,447733.3333,369183.0,27.13608667,27.13608667,27.13608667,0.0,375.3580181558094,19908.663361825253
606.6708807756646,513366.6667,463368.3333,27.87626667,0.0,0.0,27.87626667,375.3580181558094,19908.663361825253
576.0242582224781,449600.0,389556.3333,0.0,0.0,26.99358667,26.99358667,375.3580181558094,19908.663361825253
880.5835250391003,435633.3333,333681.3333,29.0,0.0,29.0,29.0,375.3580181558094,19908.663361825253
889.3733789463846,438166.6667,337933.0,29.13588,0.0,29.13588,29.13588,375.3580181558094,19908.663361825253
895.2952770909526,432866.6667,348987.3333,28.80002667,28.54929667,28.60613667,0.0,375.3580181558094,19908.663361825253
899.4956889049126,409866.6667,319618.0,28.9961,28.9961,0.0,28.9961,375.3580181558094,19908.663361825253
277.50742299961104,432900.0,405671.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
261.5551667301231,465133.3333,403356.6667,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
841.4071359186953,460600.0,382755.3333,27.07947,27.07947,0.0,27.07947,375.3580181558094,19908.663361825253
393.9590422692028,356233.3333,327025.3333,34.99193667,0.0,0.0,0.0,375.3580181558094,19908.663361825253
1101.3722633944055,446966.6667,326766.0,28.54948333,28.54948333,28.54948333,28.54946667,375.3580181558094,19908.663361825253
237.2578398815845,552500.0,455584.6667,25.0,0.0,0.0,0.0,375.3580181558094,19908.663361825253
250.7318107707175,458766.6667,379601.0,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
1114.3020124802708,437100.0,316869.6667,28.76045333,28.76045333,28.76045333,28.76045333,375.3580181558094,19908.663361825253
687.9444019426126,379666.6667,319762.0,31.48261,0.0,0.0,31.48364667,375.3580181558094,19908.663361825253
1131.575428428332,449900.0,319790.0,29.47288333,29.47288333,29.47288333,29.47288333,375.3580181558094,19908.663361825253
800.3157152209325,426300.0,326736.0,27.05167,27.05167,0.0,27.05117667,375.3580181558094,19908.663361825253
570.1222540475075,454700.0,387413.6667,27.01831333,0.0,0.0,27.01870667,375.3580181558094,19908.663361825253
825.8603008293154,442100.0,345486.6667,27.5,0.0,27.5,27.5,375.3580181558094,19908.663361825253
836.5358164775083,428333.3333,327721.3333,27.91939333,27.91939333,0.0,27.91939333,375.3580181558094,19908.663361825253
236.3782698774527,479200.0,381192.6667,25.0,0.0,0.0,0.0,375.3580181558094,19908.663361825253
674.581416776802,435800.0,375637.6667,30.94688667,0.0,0.0,30.94688667,375.3580181558094,19908.663361825253
631.8057302475326,383000.0,323003.0,0.0,0.0,29.21549667,29.21711333,375.3580181558094,19908.663361825253
600.6986603922132,451400.0,392072.3333,0.0,0.0,27.95028,27.95028,375.3580181558094,19908.663361825253
264.0702972378707,538300.0,481307.6667,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
897.4210158372989,449733.3333,360504.3333,28.90622,28.90622,0.0,28.90622,375.3580181558094,19908.663361825253
898.5917351457967,449766.6667,359896.0,28.95946,0.0,28.95946,28.95946,375.3580181558094,19908.663361825253
1140.3735849216814,451866.6667,321788.0,29.61264667,29.61264667,29.61264667,29.61264667,375.3580181558094,19908.663361825253
277.2370646902488,414500.0,386574.0,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
713.2247912949308,458600.0,388310.3333,32.80518667,0.0,0.0,32.80518667,375.3580181558094,19908.663361825253
819.9388613165252,450200.0,354716.3333,0.0,27.31359333,27.31359333,27.31359333,375.3580181558094,19908.663361825253
265.0359638622234,525266.6667,470225.0,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
938.2490413078056,487800.0,388108.3333,0.0,30.3,30.3,30.3,375.3580181558094,19908.663361825253
1123.7875254628216,457400.0,336951.3333,28.9,28.9,28.9,29.0,375.3580181558094,19908.663361825253
1124.1138538827097,477600.0,317534.3333,30.66286333,30.66030667,30.66249,30.66158667,375.3580181558094,19908.663361825253
547.0852609002471,407266.6667,343316.0,26.00250333,0.0,26.00250333,0.0,375.3580181558094,19908.663361825253
930.6963063308317,465800.0,367593.6667,30.06031333,30.06031333,0.0,30.06031333,375.3580181558094,19908.663361825253
903.6026674720048,455433.3333,335766.6667,30.24888667,0.0,30.24888667,30.24888667,375.3580181558094,19908.663361825253
915.4894105615133,432700.0,342593.0,0.0,29.38611667,29.38597667,29.38592333,375.3580181558094,19908.663361825253
999.8988509102796,415866.6667,314640.6667,31.88366333,31.88719333,31.88753333,0.0,375.3580181558094,19908.663361825253
1106.0217170377623,448600.0,328589.6667,28.61620333,28.61620333,28.61620333,28.61620333,375.3580181558094,19908.663361825253
990.2744040156558,433433.3333,325579.6667,0.0,31.86920333,31.86920333,31.86920333,375.3580181558094,19908.663361825253
599.4827201058011,417933.3333,353039.0,28.08594,0.0,0.0,28.08594,375.3580181558094,19908.663361825253
234.06607664048087,551900.0,451187.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
1037.0090334808629,443100.0,323466.0,27.58,27.48046,27.48046,27.48046,375.3580181558094,19908.663361825253
895.359237879673,455400.0,357089.0,29.20831,29.20688667,0.0,29.20688667,375.3580181558094,19908.663361825253
906.9501873136803,444833.3333,356307.6667,29.11539,29.11539,0.0,29.11539,375.3580181558094,19908.663361825253
1048.1316438963484,464166.6667,344530.6667,27.67622333,27.67622333,27.67622333,27.67622333,375.3580181558094,19908.663361825253
917.843741769048,494566.6667,404224.3333,29.45269,29.45269,0.0,29.45269,375.3580181558094,19908.663361825253
907.5828986603584,442533.3333,339091.3333,29.7,0.0,29.7,29.7,375.3580181558094,19908.663361825253
581.3410262109888,458533.3333,398842.3333,27.19146333,27.19146333,0.0,0.0,375.3580181558094,19908.663361825253
290.0078323095887,489733.3333,406568.3333,0.0,0.0,0.0,28.00014667,375.3580181558094,19908.663361825253
630.2820945634119,390566.6667,330441.3333,29.15945667,0.0,0.0,29.15945667,375.3580181558094,19908.663361825253
292.1649337506256,394266.6667,329253.3333,0.0,0.0,27.4937,0.0,375.3580181558094,19908.663361825253
808.578731846723,467533.3333,358622.3333,27.66075667,27.66075667,0.0,27.66075667,375.3580181558094,19908.663361825253
873.8182744589847,433200.0,333825.6667,28.73592333,0.0,28.73592333,28.73592333,375.3580181558094,19908.663361825253
305.92170937946673,402533.3333,372569.0,27.46996,0.0,0.0,0.0,375.3580181558094,19908.663361825253
810.7306688944774,425433.3333,317795.3333,27.65056333,27.65056333,0.0,27.65056333,375.3580181558094,19908.663361825253
236.69510354240407,481633.3333,384113.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
311.3604449668339,384166.6667,336168.6667,0.0,0.0,28.46438667,0.0,375.3580181558094,19908.663361825253
636.1736026814156,449433.3333,395457.3333,29.2,0.0,0.0,29.2,375.3580181558094,19908.663361825253
1104.8151123574428,444033.3333,324188.0,28.5893,28.5893,28.5893,28.5893,375.3580181558094,19908.663361825253
819.7915010137123,474166.6667,380671.0,27.0,0.0,27.36644,27.30255,375.3580181558094,19908.663361825253
934.299528513142,435000.0,335301.6667,30.20345667,30.20345667,0.0,30.20345667,375.3580181558094,19908.663361825253
546.49597020855,447766.6667,373639.3333,0.0,0.0,26.39113333,26.39113333,375.3580181558094,19908.663361825253
1135.019448540991,445733.3333,315510.6667,29.53296333,29.53296333,29.53296333,29.53296333,375.3580181558094,19908.663361825253
290.2179658926631,421866.6667,338917.3333,0.0,0.0,0.0,28.00014667,375.3580181558094,19908.663361825253
595.9835924434756,450200.0,378415.0,28.1732,0.0,0.0,28.19401,375.3580181558094,19908.663361825253
1104.2629854250392,447100.0,319530.6667,28.92526333,28.92547667,28.92543,28.92568667,375.3580181558094,19908.663361825253
1145.9250127842993,459700.0,329660.3333,29.70059333,29.70059333,29.70059333,29.70059333,375.3580181558094,19908.663361825253
1012.8741238920688,439600.0,322020.0,27.02571,27.02571,27.02571,27.02571,375.3580181558094,19908.663361825253
1157.8849493638445,472433.3333,322541.0,30.74044667,30.74044667,30.74044667,30.74044667,375.3580181558094,19908.663361825253
590.1812305716966,425100.0,336487.3333,28.58400333,0.0,0.0,28.58400333,375.3580181558094,19908.663361825253
651.7963883815471,434933.3333,376938.6667,29.95816667,0.0,0.0,29.95816667,375.3580181558094,19908.663361825253
944.2152756186688,473466.6667,374132.3333,30.32892,0.0,30.50844667,30.46315667,375.3580181558094,19908.663361825253
1103.3643439536816,442900.0,322771.6667,28.57842333,28.57842333,28.57842333,28.57842333,375.3580181558094,19908.663361825253
234.4172178708524,476066.6667,375810.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
236.3547653252241,540466.6667,442534.0,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
234.61470375632248,503466.6667,403355.6667,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
1100.065523333936,445733.3333,325925.0,28.51095667,28.51095667,28.51095667,28.51095667,375.3580181558094,19908.663361825253
1111.0324833031957,443700.0,313802.6667,29.13921,29.13921,29.13921,29.13921,375.3580181558094,19908.663361825253
604.9591153116666,463566.6667,403934.6667,0.0,0.0,28.13033667,28.13033667,375.3580181558094,19908.663361825253
653.176122132594,525000.0,461981.3333,0.0,30.17,0.0,30.17,375.3580181558094,19908.663361825253
1043.592048656686,456933.3333,347076.0,27.14091,27.14108667,27.14101,27.14118667,375.3580181558094,19908.663361825253
600.6986603922132,451400.0,392072.3333,0.0,0.0,27.95028,27.95028,375.3580181558094,19908.663361825253
1139.3200009562668,497866.6667,356250.3333,30.10388,30.09865,30.09112333,30.08949667,375.3580181558094,19908.663361825253
985.0415167292103,415633.3333,315681.6667,31.46915333,0.0,31.46915333,31.46915333,375.3580181558094,19908.663361825253
825.3862874236409,424700.0,334721.6667,27.2,0.0,27.2,27.2,375.3580181558094,19908.663361825253
826.843432890371,444800.0,348697.0,27.5,0.0,27.5,27.5,375.3580181558094,19908.663361825253
236.69510354240407,481633.3333,384113.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
680.6778573751388,407033.3333,347482.3333,31.17698333,0.0,0.0,31.17686,375.3580181558094,19908.663361825253
894.578236722533,460500.0,370543.6667,28.86411667,28.86411667,28.86411667,0.0,375.3580181558094,19908.663361825253
927.7447519058179,420666.6667,324971.0,29.89513667,0.0,29.89513667,29.89513667,375.3580181558094,19908.663361825253
920.13910056616,411166.6667,321180.0,0.0,29.49749667,29.49736333,29.49683667,375.3580181558094,19908.663361825253
698.0643976936777,471833.3333,411660.6667,0.0,31.90385667,0.0,31.90385667,375.3580181558094,19908.663361825253
327.2555403967051,541733.3333,516551.6667,29.17042,0.0,0.0,0.0,375.3580181558094,19908.663361825253
1039.1251564094005,456300.0,346498.0,27.06985,27.0696,27.06953333,27.06953333,375.3580181558094,19908.663361825253
588.6679818248423,417633.3333,357522.0,0.0,0.0,27.49760333,27.49760333,375.3580181558094,19908.663361825253
613.9856780487032,468700.0,405469.0,28.60576667,0.0,28.61304,0.0,375.3580181558094,19908.663361825253
813.2473945988708,464266.6667,350114.6667,28.00001,28.00001,28.00001,0.0,375.3580181558094,19908.663361825253
237.1780563615866,513533.3333,416521.6667,25.0,0.0,0.0,0.0,375.3580181558094,19908.663361825253
931.4886706030056,458200.0,368259.0,29.77947,29.77947,0.0,29.77947,375.3580181558094,19908.663361825253
1019.7600152717188,440233.3333,321759.6667,27.18069333,27.18069333,27.18069333,27.18069333,375.3580181558094,19908.663361825253
250.84875398708652,441466.6667,362472.0,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
1048.3113699759017,476366.6667,316289.3333,29.56129,29.56590333,29.56668667,29.56633667,375.3580181558094,19908.663361825253
855.7803531503888,451666.6667,369299.3333,27.61426333,0.0,27.61426333,27.61426333,375.3580181558094,19908.663361825253
334.6150821749031,507733.3333,482986.3333,29.79393333,0.0,0.0,0.0,375.3580181558094,19908.663361825253
297.54632643730525,549466.6667,511863.3333,0.0,0.0,0.0,27.00212333,375.3580181558094,19908.663361825253
837.125322804614,443766.6667,341608.6667,28.0,0.0,28.0,28.0,375.3580181558094,19908.663361825253
250.5364111536068,469433.3333,389931.3333,0.0,0.0,25.0,0.0,375.3580181558094,19908.663361825253
937.7427803288912,515133.3333,415104.0,0.0,30.3,30.3,30.3,375.3580181558094,19908.663361825253
910.4416475654401,426566.6667,331800.0,29.48834333,29.47213667,29.34780667,0.0,375.3580181558094,19908.663361825253
1106.153858809065,441833.3333,321759.0,28.62119,28.62119,28.62119,28.62119,375.3580181558094,19908.663361825253
606.8983337592341,472333.3333,411834.0,28.23674,28.23674,0.0,0.0,375.3580181558094,19908.663361825253
285.9129190743285,396200.0,359837.6667,0.0,0.0,26.00084,0.0,375.3580181558094,19908.663361825253
