,m_flow_pred,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,chiller_pipe_len,chiller_v_nominal
0,710.0735107167079,440066.6667,357956.6667,27.73070667,0.0,27.73070667,27.73070667,114.79574382769404,1.0838721986515507
1,823.9177105521454,460800.0,345861.6667,28.03951333,27.85581667,27.89199333,27.89161333,114.79574382769404,1.0838721986515507
2,808.7449301172179,452566.6667,329023.6667,28.65111667,28.65076333,28.65041333,28.64920667,114.79574382769404,1.0838721986515507
3,689.0532761199659,433700.0,342129.6667,27.81764667,27.81764667,0.0,27.81764667,114.79574382769404,1.0838721986515507
4,689.9233323165964,447200.0,338542.3333,29.0,0.0,29.0,29.0,114.79574382769404,1.0838721986515507
5,313.57878647399747,466500.0,426504.6667,30.34578,0.0,0.0,0.0,114.79574382769404,1.0838721986515507
6,754.7640754074542,522833.3333,439929.6667,28.61499667,28.61501,28.61488,0.0,114.79574382769404,1.0838721986515507
7,572.861502701689,454133.3333,399653.0,29.2,0.0,0.0,29.2,114.79574382769404,1.0838721986515507
8,776.741098687143,459366.6667,359434.6667,30.31403333,30.31418333,0.0,30.31388333,114.79574382769404,1.0838721986515507
9,708.6104253745243,455533.3333,370312.6667,27.93961667,27.51332333,0.0,27.51332333,114.79574382769404,1.0838721986515507
10,361.61296303712027,432366.6667,375927.6667,34.99416333,0.0,0.0,0.0,114.79574382769404,1.0838721986515507
11,560.1428434945037,412100.0,352314.6667,29.13197667,0.0,0.0,29.13197667,114.79574382769404,1.0838721986515507
12,248.77755498776708,376000.0,327777.3333,0.0,0.0,26.0011,0.0,114.79574382769404,1.0838721986515507
13,711.1780603704651,443100.0,343171.3333,28.72877667,0.0,28.72877667,28.72877667,114.79574382769404,1.0838721986515507
14,780.710130713361,441566.6667,321556.6667,27.65722333,27.65722333,27.65722333,27.65722333,114.79574382769404,1.0838721986515507
15,258.1209226497358,400466.6667,373177.0,0.0,0.0,25.0,0.0,114.79574382769404,1.0838721986515507
16,849.8932158030411,465633.3333,347453.3333,28.8,28.8,28.8,28.8,114.79574382769404,1.0838721986515507
17,256.10541293939826,396633.3333,331770.6667,0.0,0.0,27.45668,0.0,114.79574382769404,1.0838721986515507
18,782.1222815688243,428800.0,327635.0,0.0,30.6,30.6,30.6,114.79574382769404,1.0838721986515507
19,825.6414327514467,460600.0,343288.0,27.88337,27.89695,27.87468,28.26112667,114.79574382769404,1.0838721986515507
20,849.8932158030411,465633.3333,347453.3333,28.8,28.8,28.8,28.8,114.79574382769404,1.0838721986515507
21,346.01519059900494,487033.3333,461603.6667,32.17496333,0.0,0.0,0.0,114.79574382769404,1.0838721986515507
22,500.8434021553589,469133.3333,397628.0,27.57525667,0.0,0.0,27.41831,114.79574382769404,1.0838721986515507
23,797.1078909477427,425700.0,331365.6667,0.0,30.3,30.3,30.3,114.79574382769404,1.0838721986515507
24,226.1530290833431,536633.3333,462645.6667,0.0,0.0,26.0,0.0,114.79574382769404,1.0838721986515507
25,682.6330975994526,416466.6667,326302.3333,0.0,27.62255,27.62255,27.62255,114.79574382769404,1.0838721986515507
26,717.1825271293159,428933.3333,328762.0,28.97133333,0.0,28.97133333,28.97133333,114.79574382769404,1.0838721986515507
27,620.7665493900213,382966.6667,322539.0,31.64072,0.0,0.0,31.64293,114.79574382769404,1.0838721986515507
28,768.9828301833847,479800.0,319935.6667,30.41093333,30.41184,30.41479,30.4171,114.79574382769404,1.0838721986515507
29,669.4699060042516,442366.6667,354889.0,27.02705,27.02705,0.0,27.02705,114.79574382769404,1.0838721986515507
30,550.0959928099951,414100.0,312962.0,25.62212333,25.62206667,0.0,25.62264,114.79574382769404,1.0838721986515507
31,629.2505043381428,422300.0,317534.6667,27.72348667,0.0,27.72348667,27.72348667,114.79574382769404,1.0838721986515507
32,781.306921775776,428533.3333,328531.0,30.49245,30.49262,30.49160333,0.0,114.79574382769404,1.0838721986515507
33,796.9626750407468,459800.0,351272.3333,27.00482667,27.00677,27.00655667,27.00731,114.79574382769404,1.0838721986515507
34,675.0945110159629,452733.3333,330498.6667,26.70033,26.70033,26.70033,26.70033,114.79574382769404,1.0838721986515507
35,635.8605427813137,464266.6667,350114.6667,28.00001,28.00001,28.00001,0.0,114.79574382769404,1.0838721986515507
36,762.4572060348803,435366.6667,326070.6667,30.78102333,30.78102333,0.0,30.78102333,114.79574382769404,1.0838721986515507
37,808.4994023545017,433666.6667,324305.3333,0.0,31.63198667,31.63198667,31.63198667,114.79574382769404,1.0838721986515507
38,194.71772770099813,459300.0,377604.6667,0.0,0.0,25.0,0.0,114.79574382769404,1.0838721986515507
39,707.0918576498552,451666.6667,369299.3333,27.61426333,0.0,27.61426333,27.61426333,114.79574382769404,1.0838721986515507
