time,chw_sup_P.p
0.0,261000.0
2.510353052542731e-09,261000.0
2.5106040878479854e-05,261000.00000005835
0.000276141346132753,261000.00012015266
0.0008405064931252548,261000.00218381945
0.0019236097138366185,261000.0142447245
0.003871886324182454,261000.06288442362
0.007306049724678455,261000.23249265607
0.013410789694104957,261000.7963388948
0.02554996405245993,261002.92121506887
0.04389793130065091,261008.93466782093
0.06224589854884188,261019.80564816552
0.08059386579703286,261035.92023805034
0.09894183304522383,261055.878810793
0.12037121178336069,261082.52714200248
0.14180059052149754,261112.9720607364
0.1632299692596344,261148.24098983844
0.19817989014901455,261217.62640509746
0.2331298110383947,261301.48527585831
0.26807973192777484,261398.53976105587
0.303029652817155,261508.6138718407
0.3591490161693927,261710.07100558316
0.4152683795216304,261940.24819895191
0.47138774287386814,262197.5024910208
0.5681570319893258,262700.275002927
0.6649263211047833,263271.02620245295
0.7616956102202409,263902.7313015739
0.8584648993356985,264589.64652280905
0.955234188451156,265326.6535207769
1.0520034775666136,266109.1398073157
1.1487727666820713,266932.84561631625
1.245542055797529,267793.7599017628
1.3941213415366212,269179.51382403227
1.5427006272757133,270632.4058785213
1.6912799130148055,272141.95995705103
1.8398591987538977,273698.6326716219
1.9884384844929899,275293.7479996411
2.1370177702320823,276919.45528146165
2.2855970559711745,278568.62104870816
2.5199256187032413,281201.00193679513
2.754254181435308,283851.1736882627
2.988582744167375,286498.8797521019
3.2229113068994417,289127.1374497856
3.4572398696315085,291721.8582247521
3.6915684323635753,294271.488655234
3.925896995095642,296766.68226864754
4.160225557827709,299200.007049057
4.521585122195153,302818.2661487218
4.882944686562596,306261.2398706149
5.24430425093004,309520.4868839753
5.605663815297484,312592.51199279266
5.967023379664927,315477.6117507924
6.328382944032371,318178.9704538314
6.6897425083998145,320701.9641015508
7.051102072767258,323053.4607485126
7.412461637134702,325241.3301332558
7.7738212015021455,327274.0796673271
8.13518076586959,329160.57092761126
8.496540330237034,330909.80067249644
8.857899894604477,332530.73315413576
9.219259458971921,334032.1737112317
9.580619023339365,335422.67585323146
9.941978587706808,336710.4752088308
10.303338152074252,337903.4446161765
10.664697716441696,339009.0657088334
11.02605728080914,340034.4133994734
11.387416845176583,340986.1504152161
11.748776409544027,341870.5295248894
12.11013597391147,342693.4014997283
12.471495538278914,343460.2272464294
12.832855102646358,344176.0929029015
13.194214667013801,344845.7269484342
13.555574231381245,345473.5185682048
13.916933795748688,346063.53666767624
14.278293360116132,346619.5490723022
14.639652924483576,347145.0415650612
15.00101248885102,347643.23650307016
15.362372053218463,348117.11082114896
15.90961648962457,348794.51166206214
16.456860926030675,349431.0234433701
17.004105362436782,350034.2950563683
17.55134979884289,350611.0931372158
18.098594235248996,351167.39782304957
18.645838671655103,351708.4922478417
19.19308310806121,352239.0645522432
