7.158049139163915608e-01,6.999080282439615885e-01,5.773439999999999683e-01,5.773439999999999683e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.440594059405940319e-01,4.066864234320931581e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.200313333999999621e-01,0.000000000000000000e+00
5.728822882288228113e-01,5.576230416354950314e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.764318665999999869e-01,6.764318665999999869e-01
4.933076641914190819e-01,4.214278413700980330e-01,5.946135999999999644e-01,5.946135999999999644e-01,0.000000000000000000e+00,5.946135999999999644e-01
5.072423910891088461e-01,5.895616012977888953e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.906268665999999667e-01
5.025669235423542158e-01,5.155974624067978240e-01,0.000000000000000000e+00,6.246951333999999356e-01,0.000000000000000000e+00,6.246951333999999356e-01
7.776861020352033860e-01,6.573243301122781990e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
6.474147414741473483e-01,4.044342951116972618e-01,6.144091999999999887e-01,6.144150666000000038e-01,6.143497333999999865e-01,6.143538000000000610e-01
5.445544554455444830e-01,4.168551954923518377e-01,5.760000000000000675e-01,5.760000000000000675e-01,5.760000000000000675e-01,5.760000000000000675e-01
5.873670701320130583e-01,4.709644454160317184e-01,5.413970000000000171e-01,5.413919999999999844e-01,5.413906666000000145e-01,5.413906666000000145e-01
5.550971765676566694e-01,4.000683891897894306e-01,5.444799334000000046e-01,5.444799334000000046e-01,5.444799334000000046e-01,5.444799334000000046e-01
4.810231023102309322e-01,4.264744954074248806e-01,0.000000000000000000e+00,5.912449334000000611e-01,5.912756665999999717e-01,5.912890666000000239e-01
8.226989367436741141e-01,8.722646271114009586e-01,6.114128665999999379e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.379171251375137075e-01,4.292061346269018252e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.200217334000000191e-01,0.000000000000000000e+00
5.490465715071506381e-01,4.782679442728547947e-01,0.000000000000000000e+00,6.059999999999999831e-01,6.059999999999999831e-01,6.059999999999999831e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.560872755775576826e-01,4.761525944263678145e-01,5.962178665999999794e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.962178665999999794e-01
5.852585258525851986e-01,4.774480594339767237e-01,5.939999999999999725e-01,0.000000000000000000e+00,5.939999999999999725e-01,5.939999999999999725e-01
5.674734141914190566e-01,3.826723682628876411e-01,5.915475333999999918e-01,5.915384665999999791e-01,5.915356666000000097e-01,5.915394666000000079e-01
4.187752109460945449e-01,4.326869109629272736e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.585381334000000031e-01,0.000000000000000000e+00
5.488632197469746066e-01,4.846784525547450651e-01,5.965417334000000515e-01,0.000000000000000000e+00,5.965417334000000515e-01,5.965417334000000515e-01
7.862119546204618947e-01,7.699771248826753345e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.799229922992298558e-01,4.848191615231791651e-01,5.656253333999999855e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.658461334000000065e-01
6.317381738173816208e-01,4.144678609430221816e-01,6.148089333999999795e-01,6.148089333999999795e-01,6.148089333999999795e-01,6.148089333999999795e-01
6.015768245324532026e-01,5.048155454634994932e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000533e-01
7.158049139163915608e-01,6.999080282439615885e-01,5.773439999999999683e-01,5.773439999999999683e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.474880822332232055e-01,4.699409651112654296e-01,5.500000000000000444e-01,0.000000000000000000e+00,5.500000000000000444e-01,5.500000000000000444e-01
5.462046204620460976e-01,4.107795586465832760e-01,5.518145333999999735e-01,5.518145333999999735e-01,5.518145333999999735e-01,5.518145333999999735e-01
6.573157315731572581e-01,4.126897407822069930e-01,5.945858666000000126e-01,5.945799999999999974e-01,5.945772665999999873e-01,5.945790666000000391e-01
5.663733041804179802e-01,4.280482340977768141e-01,5.715055999999999470e-01,5.715055999999999470e-01,5.715055999999999470e-01,5.715055999999999470e-01
4.471947194719471108e-01,4.680323552206168136e-01,5.553287333999999964e-01,0.000000000000000000e+00,5.553075333999999419e-01,0.000000000000000000e+00
5.905757244224421054e-01,3.795979970898884504e-01,6.260214666000000205e-01,6.260214666000000205e-01,6.260214666000000205e-01,6.260214666000000205e-01
5.901173451595158603e-01,5.367462443725677934e-01,5.433016666000000106e-01,5.433016666000000106e-01,5.433016666000000106e-01,0.000000000000000000e+00
5.789328932893288426e-01,4.453797960464244698e-01,5.888082665999999632e-01,0.000000000000000000e+00,5.888082665999999632e-01,5.888082665999999632e-01
5.347451413641363116e-01,4.498125191961365732e-01,6.030084000000000000e-01,0.000000000000000000e+00,6.030487999999999404e-01,6.030236665999999524e-01
4.770810415291528161e-01,4.406703716947694138e-01,0.000000000000000000e+00,6.522844000000000975e-01,6.522844000000000975e-01,0.000000000000000000e+00
4.232673267326731992e-01,4.395800743980237679e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-01,5.999999999999999778e-01
5.713237992299229351e-01,5.527815553090313916e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
7.101210121012100362e-01,6.447635067677646159e-01,5.489549334000000114e-01,0.000000000000000000e+00,5.489549334000000114e-01,5.489549334000000114e-01
5.603226991199119489e-01,4.437439568631935116e-01,5.497419333999999935e-01,5.497410000000000352e-01,5.497442000000000162e-01,5.497442000000000162e-01
5.132929961496148774e-01,4.426473708223724879e-01,5.071999999999999842e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.625229191419141017e-01,4.799753169471653869e-01,5.602719999999999922e-01,0.000000000000000000e+00,5.600000000000000533e-01,5.600000000000000533e-01
2.820865420792078582e-01,2.009527326767667210e-01,5.400355999999999490e-01,5.400355999999999490e-01,5.400355999999999490e-01,5.400355999999999490e-01
5.728822882288228113e-01,4.262048689541324542e-01,5.691896666000000327e-01,5.692161999999999500e-01,5.692133334000000211e-01,5.691718000000000055e-01
3.954895489548954091e-01,4.227916958504863154e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
5.735240192519250879e-01,4.040239596899706798e-01,5.812901999999999791e-01,5.812331334000000460e-01,5.812539333999999780e-01,5.812622666000000216e-01
6.357719106160615308e-01,3.934503549474857587e-01,6.195262665999999863e-01,6.195257334000000560e-01,6.195235999999999521e-01,6.195006666000000273e-01
9.620462046204620865e-01,9.793275844433609878e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.883571691419141270e-01,4.027984561642912742e-01,5.446927999999999770e-01,5.446927999999999770e-01,5.446927999999999770e-01,0.000000000000000000e+00
4.144664466446644213e-01,5.181207894254612478e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
5.589475616061605479e-01,5.777562040497241647e-01,5.839999999999999636e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.839999999999999636e-01
6.779427942794278295e-01,4.541815693721696356e-01,6.166448666000000634e-01,6.166448666000000634e-01,6.166448666000000634e-01,6.166448666000000634e-01
5.248441512651264018e-01,4.411506685984255549e-01,0.000000000000000000e+00,5.440844665999999830e-01,5.440844665999999830e-01,5.440844665999999830e-01
5.055005500550053821e-01,4.228592988470407099e-01,6.369505333999999630e-01,6.369505333999999630e-01,6.369505333999999630e-01,0.000000000000000000e+00
5.552805280528051446e-01,4.904121434515664180e-01,0.000000000000000000e+00,5.900227999999999584e-01,5.900212665999999828e-01,5.900246000000000102e-01
5.341950863586357734e-01,4.904797464481208680e-01,5.623115333999999521e-01,5.615044665999999740e-01,5.615287333999999797e-01,0.000000000000000000e+00
6.197286397139712966e-01,4.760142437074838528e-01,5.745504000000000167e-01,5.741629334000000195e-01,5.741869333999999325e-01,5.748605333999999845e-01
6.568573525852584583e-01,5.396830513029079457e-01,6.219999999999999973e-01,0.000000000000000000e+00,6.303332000000000379e-01,6.305434000000000871e-01
