time,chw_sup_P.p
0.0,261000.0
2.510353052542731e-09,261000.0
2.5106040878479854e-05,261000.00000005835
0.000276141346132753,261000.00012015432
0.0008405031695104168,261000.0021838777
0.0019235979935423343,261000.01424562975
0.0038718581136769612,261000.06289280875
0.007305991117127278,261000.2325524414
0.013410671680311063,261000.79671768946
0.025549636881739377,261002.9237951095
0.04389764112283277,261008.9503937503
0.06224564536392617,261019.84890002626
0.08059364960501957,261036.00996893653
0.09894165384611296,261056.04429289987
0.12037098072123377,261082.82316558537
0.1418003075963546,261113.44757481618
0.1632296344714754,261148.95284933338
0.19817973496532232,261218.86737531686
0.2331298354591692,261303.45863211114
0.2680799359530161,261401.48158599422
0.303030036446863,261512.79392877631
0.35914938217930814,261716.8571022226
0.4152687279117533,261950.49670385028
0.47138807364419844,262212.175049673
0.5682169924001678,262725.45775323623
0.6650459111561371,263310.4284041782
0.7618748299121064,263960.5186108717
0.8587037486680758,264670.3534631573
0.9555326674240451,265435.09483562276
1.0523615861800144,266250.39654318936
1.1491905049359836,267112.2109121465
1.246019423691953,268016.67775547
1.3947108321259378,269480.46167402033
1.5434022405599226,271025.0662400088
1.6920936489939074,272640.209698367
1.8407850574278921,274316.3796940635
1.9894764658618769,276044.7907226673
2.1381678742958616,277817.3653252324
2.2868592827298464,279626.6931696903
2.522572689964409,282553.3396274397
2.7582860971989716,285529.300590545
2.993999504433534,288532.1920524597
3.2297129116680967,291542.77776870335
3.4654263189026593,294544.65292797756
3.701139726137222,297523.934756956
3.9368531333717844,300468.97295125405
4.172566540606347,303370.0873253534
4.533321800274884,307707.492770488
4.89407705994342,311902.1430780077
5.254832319611957,315939.3145709079
5.6155875792804935,319809.66020518774
5.97634283894903,323508.40348692716
6.337098098617567,327034.2196585007
6.697853358286103,330388.3856148574
7.05860861795464,333574.0987359177
7.4193638776231765,336596.05738906894
7.780119137291713,339460.06250997726
8.14087439696025,342172.6965557039
8.501629656628786,344741.06579238357
8.862384916297323,347172.5940225687
9.22314017596586,349474.85875985946
9.583895435634396,351655.4628150169
9.944650695302933,353721.93511270854
10.30540595497147,355681.6552108372
10.666161214640006,357541.7969357935
11.026916474308543,359309.2875318755
11.38767173397708,360990.77941886045
11.748426993645616,362592.6320765541
12.109182253314152,364120.9019335705
12.469937512982689,365581.3385213686
12.830692772651226,366979.3855077975
13.191448032319762,368320.18548784556
13.552203291988299,369608.62122937985
13.912958551656835,370849.3551415618
14.273713811325372,372046.68795470335
14.634469070993909,373204.65194441826
14.995224330662445,374327.0287837097
15.355979590330982,375417.3617416244
15.90307050624417,377017.0777554384
16.450161422157358,378561.3078099942
16.997252338070545,380059.643963055
17.544343253983733,381520.7060128724
18.09143416989692,382952.1998569669
18.63852508581011,384360.96437816945
19.185616001723297,385752.9971614615
