NB2_S_x_NYZ_x_x_Fcw_x,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x
222.3968133,551900,451187.3333,0,0,25,0
960.2554267,443100,323466,27.58,27.48046,27.48046,27.48046
859.1376267,455400,357089,29.20831,29.20688667,0,29.20688667
873.7477467,444833.3333,356307.6667,29.11539,29.11539,0,29.11539
974.48372,464166.6667,344530.6667,27.67622333,27.67622333,27.67622333,27.67622333
875.6186133,494566.6667,404224.3333,29.45269,29.45269,0,29.45269
857.7958667,442533.3333,339091.3333,29.7,0,29.7,29.7
563.8773467,458533.3333,398842.3333,27.19146333,27.19146333,0,0
283.89984,489733.3333,406568.3333,0,0,0,28.00014667
630.4296133,390566.6667,330441.3333,29.15945667,0,0,29.15945667
281.10432,394266.6667,329253.3333,0,0,27.4937,0
748.7872933,467533.3333,358622.3333,27.66075667,27.66075667,0,27.66075667
824.2510267,433200,333825.6667,28.73592333,0,28.73592333,28.73592333
309.3873067,402533.3333,372569,27.46996,0,0,0
757.4815733,425433.3333,317795.3333,27.65056333,27.65056333,0,27.65056333
212.9370133,481633.3333,384113.3333,0,0,25,0
311.30848,384166.6667,336168.6667,0,0,28.46438667,0
636.6902267,449433.3333,395457.3333,29.2,0,0,29.2
1024.84256,444033.3333,324188,28.5893,28.5893,28.5893,28.5893
774.9054133,474166.6667,380671,27,0,27.36644,27.30255
893.0806267,435000,335301.6667,30.20345667,30.20345667,0,30.20345667
540.90904,447766.6667,373639.3333,0,0,26.39113333,26.39113333
1041.493133,445733.3333,315510.6667,29.53296333,29.53296333,29.53296333,29.53296333
286.7739467,421866.6667,338917.3333,0,0,0,28.00014667
587.74604,450200,378415,28.1732,0,0,28.19401
1021.967147,447100,319530.6667,28.92526333,28.92547667,28.92543,28.92568667
1056.927013,459700,329660.3333,29.70059333,29.70059333,29.70059333,29.70059333
930.9384,439600,322020,27.02571,27.02571,27.02571,27.02571
1064.345053,472433.3333,322541,30.74044667,30.74044667,30.74044667,30.74044667
574.44492,425100,336487.3333,28.58400333,0,0,28.58400333
648.88012,434933.3333,376938.6667,29.95816667,0,0,29.95816667
903.00644,473466.6667,374132.3333,30.32892,0,30.50844667,30.46315667
1024.38924,442900,322771.6667,28.57842333,28.57842333,28.57842333,28.57842333
223.1873467,476066.6667,375810.3333,0,0,25,0
229.5948667,540466.6667,442534,0,0,25,0
224.2845733,503466.6667,403355.6667,0,0,25,0
1017.525973,445733.3333,325925,28.51095667,28.51095667,28.51095667,28.51095667
1018.354307,443700,313802.6667,29.13921,29.13921,29.13921,29.13921
604.6240667,463566.6667,403934.6667,0,0,28.13033667,28.13033667
638.4236133,525000,461981.3333,0,30.17,0,30.17
957.95812,456933.3333,347076,27.14091,27.14108667,27.14101,27.14118667
602.7373333,451400,392072.3333,0,0,27.95028,27.95028
1059.58244,497866.6667,356250.3333,30.10388,30.09865,30.09112333,30.08949667
947.2499867,415633.3333,315681.6667,31.46915333,0,31.46915333,31.46915333
780.4950533,424700,334721.6667,27.2,0,27.2,27.2
771.7286267,444800,348697,27.5,0,27.5,27.5
212.9370133,481633.3333,384113.3333,0,0,25,0
666.04356,407033.3333,347482.3333,31.17698333,0,0,31.17686
839.3248267,460500,370543.6667,28.86411667,28.86411667,28.86411667,0
896.6383067,420666.6667,324971,29.89513667,0,29.89513667,29.89513667
872.9423733,411166.6667,321180,0,29.49749667,29.49736333,29.49683667
685.63796,471833.3333,411660.6667,0,31.90385667,0,31.90385667
329.5596267,541733.3333,516551.6667,29.17042,0,0,0
960.3888933,456300,346498,27.06985,27.0696,27.06953333,27.06953333
593.5500667,417633.3333,357522,0,0,27.49760333,27.49760333
609.44772,468700,405469,28.60576667,0,28.61304,0
750.88636,464266.6667,350114.6667,28.00001,28.00001,28.00001,0
225.79312,513533.3333,416521.6667,25,0,0,0
889.9982,458200,368259,29.77947,29.77947,0,29.77947
938.3635333,440233.3333,321759.6667,27.18069333,27.18069333,27.18069333,27.18069333
232.01864,441466.6667,362472,0,0,25,0
942.1513733,476366.6667,316289.3333,29.56129,29.56590333,29.56668667,29.56633667
823.5601733,451666.6667,369299.3333,27.61426333,0,27.61426333,27.61426333
337.7143467,507733.3333,482986.3333,29.79393333,0,0,0
301.1375733,549466.6667,511863.3333,0,0,0,27.00212333
791.3832267,443766.6667,341608.6667,28,0,28,28
246.6789733,469433.3333,389931.3333,0,0,25,0
892.6564267,515133.3333,415104,0,30.3,30.3,30.3
880.68876,426566.6667,331800,29.48834333,29.47213667,29.34780667,0
1022.476093,441833.3333,321759,28.62119,28.62119,28.62119,28.62119
591.7832667,472333.3333,411834,28.23674,28.23674,0,0
286.31736,396200,359837.6667,0,0,26.00084,0
889.5447867,409633.3333,309693.3333,30.23118667,0,30.23073667,30.23021
918.9725067,440833.3333,331338.6667,0,31.57835333,31.57835333,31.57835333
784.27216,422233.3333,332724.6667,27.2,0,27.2,27.2
825.3962267,440433.3333,349911.6667,0,28.59909,28.59909,28.59909
326.8089067,419466.6667,371846,0,0,0,29.57577667
565.2878933,411700,331307.6667,28.0885,28.0885,0,0
777.2226,436333.3333,335185.3333,27.7,0,27.7,27.7
342.6576533,566233.3333,541263,30.11989667,0,0,0
591.1112667,441400,381365,0,0,27.64865,27.64865
283.34628,467600,430817.3333,0,0,26.00074,0
843.3967733,429500,328386.3333,28.85679667,28.85679667,0,28.85574667
257.7412133,551033.3333,493836.6667,0,0,25,0
499.7622,405766.6667,320196.3333,0,0,26.00259333,26.00259333
862.02368,449700,359867.6667,28.96731333,0,28.96731333,28.96731333
977.7447867,433466.6667,313195,27.83964667,27.83964667,27.83964667,27.83964667
863.29124,458266.6667,362529.6667,28.60125,0,28.90311,28.90039667
1040.84708,473900,313628.6667,30.97631333,30.97628667,30.97618,30.97503333
224.5830533,563666.6667,463657.6667,0,0,25,0
531.26752,407266.6667,343316,26.00250333,0,26.00250333,0
273.1650133,484566.6667,447453.3333,0,0,25,0
898.6136133,453433.3333,328155,26.74434333,26.74434333,26.74434333,26.74434333
588.3752933,422166.6667,360446,27.71374333,0,27.71374333,0
349.9323333,522600,496875.3333,30.81554667,0,0,0
780.34432,452666.6667,353703,27.60484333,27.60484333,0,27.60484333
823.5601733,451666.6667,369299.3333,27.61426333,0,27.61426333,27.61426333
887.59496,417933.3333,328127,29.72624667,29.72624667,0,29.72624667
584.3884667,428533.3333,368403.3333,27.44299333,0,27.44299333,0
583.24532,463066.6667,399768.6667,27.63301667,0,27.63301667,0
807.8850267,427533.3333,348321.3333,27.11010333,0,27.11010333,27.11010333
751.64572,456800,347192.6667,27.84024333,27.84024333,0,27.84024333
262.52632,421800,360880.3333,0,0,25,0
964.3263467,451766.6667,331626.6667,27.61832,27.61832,27.61832,27.61832
791.9602133,428666.6667,333564.3333,27.7,0,27.7,27.7
694.0514933,449100,383999,0,0,32.28338667,32.28338667
275.3488267,465500,325174,30.50091333,0,0,0
884.5637733,494133.3333,404137.6667,29.53774667,29.53774667,0,29.53774667
947.80924,456966.6667,351735.3333,31.7371,31.7371,0,31.7371
951.3956667,322900,206279.3333,27.28933333,27.28933333,27.28933333,27.28933333
891.7170267,408766.6667,318837.6667,0,30.00627667,30.00606,30.00373333
