,Fcw_ypred,Fcw_yobse,ts
0,2111.182373046875,2031.4586666666667,1593534570.0
1,2014.383544921875,2055.1613333333335,1593538170.0
2,2013.6865234375,2040.744,1593541770.0
3,1985.761962890625,2008.4641666666664,1593545370.0
4,1985.761962890625,2011.9626666666666,1593548970.0
5,1982.2197265625,1979.6051666666667,1593552570.0
6,1985.761962890625,1998.895,1593556170.0
7,1975.8544921875,2006.1298333333332,1593559770.0
8,2111.182373046875,2022.1964999999998,1593563370.0
9,1985.761962890625,1993.6593333333333,1593566970.0
10,1956.0872802734375,1973.8173333333332,1593570570.0
11,1956.0872802734375,1958.0431666666666,1593574170.0
12,2077.65966796875,2094.998,1593577770.0
13,2221.402587890625,2210.313333333333,1593581370.0
14,2229.198486328125,2185.8046666666664,1593584970.0
15,2126.012451171875,2145.230666666667,1593588570.0
16,2214.60107421875,2205.5075,1593592170.0
17,2221.65966796875,2196.8721666666665,1593595770.0
18,2057.326904296875,2100.492333333333,1593599370.0
19,1959.139404296875,1964.0948333333333,1593602970.0
20,1980.865234375,1949.4886666666669,1593606570.0
21,1956.0872802734375,1962.0008333333333,1593610170.0
22,1959.139404296875,1962.1978333333332,1593613770.0
23,1980.865234375,1943.1606666666667,1593617370.0
24,1961.8773193359375,1948.2688333333333,1593620970.0
25,1982.2197265625,1959.9896666666668,1593624570.0
26,1982.2197265625,1976.3241666666665,1593628170.0
27,1985.761962890625,2004.9205,1593631770.0
28,1985.06494140625,1984.5158333333334,1593635370.0
29,1985.761962890625,1974.4286666666667,1593638970.0
30,1979.396728515625,2018.3593333333333,1593642570.0
31,2045.19677734375,2079.8333333333335,1593646170.0
32,2068.196533203125,2107.3596666666667,1593649770.0
33,2303.443115234375,2261.991666666667,1593653370.0
34,2232.7373046875,2368.1786666666667,1593656970.0
35,2404.00244140625,2387.8866666666668,1593660570.0
36,2408.806396484375,2459.398166666667,1593664170.0
37,2464.92529296875,2475.3885,1593667770.0
38,2439.38818359375,2501.5906666666665,1593671370.0
39,2467.826416015625,2488.6468333333332,1593674970.0
40,2277.90087890625,2270.1904999999997,1593678570.0
41,1403.0513916015625,1325.9855,1593682170.0
42,1000.8873291015625,1002.3493333333333,1593685770.0
43,1345.365966796875,1023.9488333333334,1593689370.0
44,1175.8323974609375,1028.2735,1593692970.0
45,1167.0845947265625,1013.6313333333333,1593696570.0
46,1111.122802734375,1046.1601666666668,1593700170.0
47,1234.964111328125,1095.2808333333335,1593703770.0
48,1278.743896484375,1154.1885,1593707370.0
49,1276.5474853515625,1227.619,1593710970.0
50,1304.558349609375,1266.7983333333332,1593714570.0
51,1759.0679931640625,1768.359,
52,1821.08447265625,1805.9591666666668,
53,1683.3250732421875,1715.5098333333333,
54,2133.634765625,2203.424666666667,
55,2910.44482421875,2905.7163333333333,1593732570.0
56,3007.480712890625,3011.7841666666664,1593736170.0
57,3007.4345703125,3010.7196666666664,1593739770.0
58,3007.4345703125,2996.324833333333,1593743370.0
59,3007.4345703125,3007.2103333333334,1593746970.0
60,3007.480712890625,3015.772,1593750570.0
61,3007.4345703125,2997.5080000000003,1593754170.0
62,3094.858642578125,3075.302166666667,1593757770.0
63,3243.327392578125,3256.52,1593761370.0
64,2517.01416015625,2515.887333333333,1593764970.0
65,2316.84375,2335.2,1593768570.0
66,2215.382568359375,2127.6685,1593772170.0
67,2136.014892578125,1983.0086666666668,1593775770.0
68,2109.4619140625,1927.0026666666668,1593779370.0
69,2123.167724609375,1920.0981666666667,1593782970.0
70,1961.600341796875,1878.2038333333333,1593786570.0
71,1120.170166015625,1105.742,1593790170.0
72,995.6101684570312,576.5368333333333,1593793770.0
73,1605.49267578125,1590.2083333333333,1593797370.0
74,2350.703857421875,2392.844,1593800970.0
75,1858.7747802734375,1861.0638333333334,1593804570.0
76,1419.407470703125,1405.6531666666667,
77,1112.9608154296875,1114.0966666666668,
78,1112.9608154296875,1112.3764999999999,
79,958.760986328125,975.1785,
80,894.3781127929688,920.2595,1593822570.0
81,815.4393920898438,746.2553333333333,1593826170.0
82,1197.881591796875,1059.4436666666668,1593829770.0
83,1081.5423583984375,1022.4823333333334,1593833370.0
84,1050.5059814453125,1001.0593333333333,1593836970.0
85,1044.290771484375,995.4803333333333,1593840570.0
86,1005.1473388671875,983.4413333333333,1593844170.0
87,1082.45556640625,985.8558333333333,1593847770.0
88,1082.741943359375,949.8533333333332,1593851370.0
