,Fcw_ypred,Fcw_yobse,ts
0,2028.0414500074362,2031.4586666666667,1593534570.0
1,2047.1315937862191,2055.1613333333335,1593538170.0
2,2041.6720037278078,2040.744,1593541770.0
3,2013.816046677684,2008.4641666666664,1593545370.0
4,2012.6944926078695,2011.9626666666666,1593548970.0
5,1989.1741667562094,1979.6051666666667,1593552570.0
6,1998.228942128276,1998.895,1593556170.0
7,2017.49903879582,2006.1298333333332,1593559770.0
8,2028.8768998977098,2022.1964999999998,1593563370.0
9,2006.7273286603684,1993.6593333333333,1593566970.0
10,1988.5211890024516,1973.8173333333332,1593570570.0
11,1971.0084429148455,1958.0431666666666,1593574170.0
12,2083.380184297969,2094.998,1593577770.0
13,2187.9530155683674,2210.313333333333,1593581370.0
14,2156.1558885327668,2185.8046666666664,1593584970.0
15,2134.0671913869323,2145.230666666667,1593588570.0
16,2187.840042882903,2205.5075,1593592170.0
17,2186.7389682964517,2196.8721666666665,1593595770.0
18,2078.825418789698,2100.492333333333,1593599370.0
19,1980.6035649638493,1964.0948333333333,1593602970.0
20,1964.2741352920816,1949.4886666666669,1593606570.0
21,1969.050809653657,1962.0008333333333,1593610170.0
22,1967.2768601201374,1962.1978333333332,1593613770.0
23,1962.153944737399,1943.1606666666667,1593617370.0
24,1966.1920908301393,1948.2688333333333,1593620970.0
25,1974.7471162360903,1959.9896666666668,1593624570.0
26,1986.0408292352176,1976.3241666666665,1593628170.0
27,1998.167496716415,2004.9205,1593631770.0
28,1997.267379718969,1984.5158333333334,1593635370.0
29,1988.3459930960876,1974.4286666666667,1593638970.0
30,2024.940543266077,2018.3593333333333,1593642570.0
31,2073.102602909245,2079.8333333333335,1593646170.0
32,2104.0461902664415,2107.3596666666667,1593649770.0
33,2267.968384482161,2261.991666666667,1593653370.0
34,2379.0584422681013,2368.1786666666667,1593656970.0
35,2410.3222850354614,2387.8866666666668,1593660570.0
36,2482.9345594939387,2459.398166666667,1593664170.0
37,2507.781008248672,2475.3885,1593667770.0
38,2516.1352041219548,2501.5906666666665,1593671370.0
39,2513.581579759747,2488.6468333333332,1593674970.0
40,2269.1674010131956,2270.1904999999997,1593678570.0
41,1381.626692411401,1325.9855,1593682170.0
42,960.9122659356683,1002.3493333333333,1593685770.0
43,966.984571381854,1023.9488333333334,1593689370.0
44,975.8941361650009,1028.2735,1593692970.0
45,982.1663760591484,1013.6313333333333,1593696570.0
46,995.8755601604744,1046.1601666666668,1593700170.0
47,1046.6330548074916,1095.2808333333335,1593703770.0
48,1121.361153018397,1154.1885,1593707370.0
49,1194.8317455567153,1227.619,1593710970.0
50,1273.1410892417484,1266.7983333333332,1593714570.0
51,1809.67456048467,1768.359,
52,1804.5543383686359,1805.9591666666668,
53,1702.4581121087786,1715.5098333333333,
54,2222.6867368875105,2203.424666666667,
55,2880.3538757467304,2905.7163333333333,1593732570.0
56,2995.3047297209177,3011.7841666666664,1593736170.0
57,2994.654862092881,3010.7196666666664,1593739770.0
58,2993.0889353576563,2996.324833333333,1593743370.0
59,2994.4348510468008,3007.2103333333334,1593746970.0
60,3001.3766080839287,3015.772,1593750570.0
61,2988.4130791009425,2997.5080000000003,1593754170.0
62,3065.612645351577,3075.302166666667,1593757770.0
63,3298.5138734518514,3256.52,1593761370.0
64,2560.406863666072,2515.887333333333,1593764970.0
65,2247.7236352660457,2335.2,1593768570.0
66,2205.6985281195434,2127.6685,1593772170.0
67,1962.8931572429897,1983.0086666666668,1593775770.0
68,1937.089870171882,1927.0026666666668,1593779370.0
69,1927.095748746391,1920.0981666666667,1593782970.0
70,1905.0519975648822,1878.2038333333333,1593786570.0
71,1209.2120907355716,1105.742,1593790170.0
72,983.4895046412441,576.5368333333333,1593793770.0
73,1733.9305640134494,1590.2083333333333,1593797370.0
74,2395.155070545818,2392.844,1593800970.0
75,1860.8833670529903,1861.0638333333334,1593804570.0
76,1462.6810734804558,1405.6531666666667,
77,1123.6952285387033,1114.0966666666668,
78,1121.9491605082167,1112.3764999999999,
79,971.0892298052784,975.1785,
80,1018.2424630813011,920.2595,1593822570.0
81,872.7149216838291,746.2553333333333,1593826170.0
82,1031.0791849347488,1059.4436666666668,1593829770.0
83,991.5949946915775,1022.4823333333334,1593833370.0
84,977.5301436337443,1001.0593333333333,1593836970.0
85,976.9796017171611,995.4803333333333,1593840570.0
86,977.8418754630027,983.4413333333333,1593844170.0
87,974.1459196143983,985.8558333333333,1593847770.0
88,938.4051257079893,949.8533333333332,1593851370.0
89,2837.3513326787297,2837.4605,
90,2506.728150625246,2444.5029999999997,
91,2554.799326841873,2460.1133333333332,
92,2740.4721605486475,2721.7378333333336,
93,2686.088886933861,2644.7475,
94,2669.7299753590482,2622.5851666666667,
95,2670.6133190892883,2604.2431666666666,
96,2688.3872734703727,2642.539333333333,
97,2695.5400220207935,2630.2168333333334,
98,2712.070599774739,2654.348166666667,
99,2724.1139707333705,2692.9266666666667,
100,2711.075796356591,2667.1091666666666,
101,2709.039022883931,2651.6346666666664,
102,2718.133853994844,2676.1473333333333,
103,2728.627511070263,2688.6031666666668,
104,2761.804765378064,2760.8013333333333,
105,2441.1136665779677,2405.380166666667,
106,2315.939383070004,2335.6635,1593916170.0
107,2353.145084735655,2369.160666666667,1593919770.0
108,2377.81968285262,2383.962833333333,1593923370.0
109,1498.4307121936888,1574.9543333333334,1593926970.0
110,1307.3388846236617,1247.0545,1593930570.0
111,2940.1312400437155,2959.975833333333,1593934170.0
112,2991.2717946603116,3011.246833333333,1593937770.0
113,2874.5947026016443,2905.281,1593941370.0
114,2860.4031425909875,2897.121,
115,2864.1945820621168,2906.9773333333337,
116,2806.8761716810777,2838.023333333333,
117,2867.8288817489047,2890.1216666666664,
118,2893.3725021820655,2904.101166666667,
119,2872.257150450221,2881.734,
120,2838.6812679241366,2829.5255,
121,2838.9677076311395,2821.0116666666668,
122,2784.619077441508,2753.3241666666668,
123,2790.448465918167,2751.0558333333333,
124,2796.9036189926824,2758.4523333333336,
125,2795.7508061849944,2761.1393333333335,
126,2807.0132394463017,2782.6538333333333,
127,2800.3881533275894,2761.8456666666666,
128,2396.7825843250153,2420.7985,1593995370.0
129,2227.6283359118206,2238.387166666667,1593998970.0
130,2146.2155315934074,2158.1183333333333,1594002570.0
131,1289.31802147714,1304.8464999999999,1594006170.0
132,1263.2099271299448,1295.7915,1594009770.0
133,1552.225613929709,1606.8458333333333,1594013370.0
134,2682.579983431821,2757.1648333333337,1594016970.0
135,2973.5830589635902,2972.837,1594020570.0
136,2973.0582157009394,3020.33,1594024170.0
137,2950.819617456832,2994.1695000000004,1594027770.0
138,2976.0776035610647,3012.561,1594031370.0
139,2969.734548408098,2997.822833333333,1594034970.0
140,2965.548384671116,3000.0683333333336,1594038570.0
141,2898.022312874178,2914.3335,1594042170.0
142,2949.2452756938724,2994.735666666667,1594045770.0
143,2908.3054674145183,2941.575333333333,1594049370.0
144,2826.765154098107,2823.238166666667,1594052970.0
145,2814.480655594626,2805.536333333333,1594056570.0
146,2807.7065626675612,2785.9535,1594060170.0
147,2809.7121709883354,2797.504,1594063770.0
148,2816.165900163608,2806.6781666666666,1594067370.0
149,2834.7929153483224,2811.5088333333333,
150,2841.744553325404,2815.985666666667,1594074570.0
151,2855.7453864131767,2830.3945000000003,1594078170.0
152,2857.3578521721765,2827.972,1594081770.0
153,2846.492360202197,2838.6025,1594085370.0
154,2850.537646322315,2814.524166666667,1594088970.0
155,2443.8831360559225,2489.9266666666667,1594092570.0
156,769.0176467024592,819.3553333333333,1594096170.0
157,1463.5042531910428,1369.7381666666668,1594099770.0
158,2902.8340470141065,2910.1663333333336,1594103370.0
159,2863.572873916871,2844.2728333333334,1594106970.0
160,2882.503956604216,2861.789333333333,1594110570.0
161,2895.6371158646766,2870.3143333333333,1594114170.0
162,2897.921020526528,2895.5313333333334,1594117770.0
163,2911.0765848239716,2899.739666666667,1594121370.0
164,2902.4971310160167,2890.2794999999996,1594124970.0
165,2881.04688404924,2854.6781666666666,1594128570.0
166,2892.1830002683473,2871.634833333333,1594132170.0
167,2903.0340254216662,2889.429166666667,1594135770.0
168,2895.5402957859087,2886.944,1594139370.0
169,2840.982328076708,2805.0323333333336,1594142970.0
170,2835.529407298607,2806.1421666666665,1594146570.0
171,2839.134141041938,2802.5528333333336,1594150170.0
172,2838.865011752595,2801.0654999999997,1594153770.0
173,2841.8100584599733,2822.5773333333336,1594157370.0
