5.148689092590874452e+02,4.423633762561330805e+05,6.624999986157744658e-01
5.156772989325833123e+02,4.458538321086423239e+05,6.625000000505052444e-01
5.174306608556674973e+02,4.494488334808715736e+05,6.625000026395957420e-01
5.218336808457389679e+02,4.535296304060118855e+05,6.624999995271343423e-01
5.200092342159903183e+02,4.511599346931101172e+05,6.624999973882280679e-01
5.169687048827499893e+02,4.470539730315361521e+05,6.624999989660762534e-01
5.130907619097615679e+02,4.445222927893087035e+05,6.625000007105971145e-01
5.107466961602592050e+02,4.568822148222611868e+05,6.624999990664933724e-01
5.108763443881538251e+02,4.701373891926144715e+05,6.625000002417220646e-01
5.124887562832720960e+02,4.729416382283950225e+05,6.625000006100425498e-01
5.056518992511150259e+02,4.733238386544418754e+05,6.625000012872823696e-01
5.067488012602484559e+02,4.903021627249430749e+05,6.624999998904237408e-01
5.066715518242898497e+02,5.049829946504814434e+05,6.624999995868731117e-01
5.099123005491242679e+02,4.883718657174879918e+05,6.624999996119942391e-01
5.154355976413294229e+02,4.500207222297565895e+05,6.625000000819253332e-01
5.102182796578137527e+02,4.291849760011103936e+05,6.624999988056332612e-01
5.139060221389048593e+02,4.307110359887218219e+05,6.625000013477023719e-01
5.170939881287507660e+02,4.355954855151596712e+05,6.625000056544309013e-01
5.068547543027552820e+02,4.305462955305065261e+05,6.625000001134961902e-01
5.137334131681819827e+02,4.384242941101111937e+05,6.624999938953282097e-01
5.101729446959408278e+02,4.357727707696805592e+05,6.624999988405814166e-01
5.023259388082446435e+02,4.337014204341704608e+05,6.625000016839589501e-01
5.009740424033515751e+02,4.347217543442206224e+05,6.624999998719924843e-01
5.032189617565413187e+02,4.391986601929136086e+05,6.625000006918720930e-01
5.169805208297499348e+02,4.460450892564891838e+05,6.625000007178658556e-01
5.524547738064028408e+02,4.511473372070151963e+05,7.187499994867165842e-01
5.640430324658523205e+02,4.575576368047825526e+05,7.187500017893909687e-01
5.669129355921661499e+02,4.544828735609012656e+05,7.187500008442324617e-01
5.636805304181060592e+02,4.533408437558723381e+05,7.187499999385335014e-01
5.529993168488446145e+02,4.490348525816345937e+05,7.187499994645082380e-01
5.503199541873937051e+02,4.560743256504712044e+05,7.187499996031990745e-01
5.560137064218007481e+02,4.637732489877537591e+05,7.187499972415340999e-01
5.746806088157508157e+02,4.542301643925647950e+05,7.749999999512489079e-01
5.799144171872280822e+02,4.505502133509892737e+05,7.749999961395029890e-01
5.795667987654985609e+02,4.452734436481241137e+05,7.750000004997777969e-01
5.626967951190898702e+02,4.482637041424389463e+05,7.187499999374316051e-01
5.323117244668430885e+02,4.440669440035052830e+05,6.624999979065846478e-01
5.217730630360158557e+02,4.414198852016419405e+05,6.624999995744658143e-01
5.091577863778526876e+02,4.369533644402898499e+05,6.624999979657801852e-01
4.854739086159185035e+02,4.359628051961776800e+05,6.062499993110499474e-01
4.854738462577965947e+02,4.431377887253117515e+05,6.062499993088007466e-01
5.009700937334171158e+02,4.401881860572776059e+05,6.625000014269627480e-01
5.010020395329692064e+02,4.380581453254679800e+05,6.624999987897757237e-01
5.022239017674584147e+02,4.401860697271378594e+05,6.624999975628347304e-01
5.019800820627554003e+02,4.403329565956578590e+05,6.624999993912583651e-01
4.854927025356632271e+02,4.419007697626815061e+05,6.062499982526545761e-01
4.855077012586153842e+02,4.402567314385286300e+05,6.062499997554339215e-01
4.854683700948488081e+02,4.418056753579226788e+05,6.062500002358357509e-01
4.854992370174429652e+02,4.436954958531729062e+05,6.062499983147324745e-01
5.012303846605298077e+02,4.358506150917565101e+05,6.625000005926322544e-01
