nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.661495986189295309e+02,4.120692094567310414e+05,8.875000000014283685e-01,5.000000000000000000e+05,5.748234874750634481e+04,2.609978846044997626e+05,2.609957494674996415e+05,-7.149562749300188443e+04,3.293697936032394646e+05,7.765841694539481978e+03,1.203445488191315053e+04,3.184802333520062384e+05,3.184781179565060302e+05,-2.928494831225615935e-01,4.123196871716362657e+05,4.123278857421756256e+05,-8.198570539374204103e+00,1.133415417904554488e+04,4.120692094567310414e+05,1.510692094567310414e+05,1.017193333371347990e+02,2.409918245986800400e+02,-1.612397706196688096e+00,2.409918245986800400e+02,9.999999999999997780e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
