time,chw_sup_P.p,chw_sup_m.m_flow,terminal_resist.y_actual,sup_P_err.y
0.0,462645.6667,1.2705494208814505e-21,1.0,73987.66660000006
7.401642443926984e-09,462645.6667,1.2705494208814505e-21,0.9999999995438489,73987.66660000006
7.402382608171377e-05,462645.6667000022,3.4945193692826495e-08,0.999995438054765,73987.66659999784
0.0008141880704744122,462645.666706374,0.00010197157809216855,0.9999498246240395,73987.66659362608
0.0027866116628171554,462645.6667599479,0.0009588371162212484,0.9998282824491596,73987.66654005216
0.0074009075824523155,462645.6671556568,0.007283860454902174,0.9995440064724236,73987.66614434327
0.018439455383023808,462645.6695981948,0.04626551565162511,0.9988642917162348,73987.66370180523
0.045909742514369294,462645.68466051307,0.28566602178205297,0.9971748776052358,73987.64863948699
0.11804888427667828,462645.7807605535,1.7790806516285982,0.992752630593703,73987.55253944657
0.3668523942054558,462646.8521714505,12.157299900405382,0.977657655553812,73986.48112854955
0.6156559041342333,462649.947645758,23.90510555335949,0.9628040002119921,73983.38565424207
0.8644594140630109,462654.7229225418,34.241410211082055,0.9481880559478012,73978.61037745827
1.4074361619017277,462668.89723403525,53.043194580824725,0.9170962195370052,73964.43606596481
1.9504129097404446,462687.5123763879,68.8613882066937,0.8870818699814559,73945.82092361216
2.4933896575791614,462709.9688221405,82.57400617041834,0.8581086408225076,73923.36447785958
3.036366405417878,462735.6003452674,94.47181592045992,0.8301394109581127,73897.73295473267
3.9322619688862863,462783.4970632131,110.74893707195328,0.7860932240518085,73849.83623678697
4.828157532354695,462837.1428523857,123.63413454461872,0.7445346251177369,73796.19044761435
5.724053095823103,462895.7357554882,133.84956483157376,0.7053222699528736,73737.59754451184
6.619948659291511,462958.92484991066,141.95175819665133,0.6683235855959363,73674.4084500894
7.515844222759919,463026.6796596983,148.37601378554027,0.6334136896971314,73606.65364030178
8.411739786228328,463099.21079529065,153.4668710517637,0.6004747350357414,73534.1225047094
9.307635349696735,463176.9129795716,157.49836654342232,0.5693954794850917,73456.42032042844
10.203530913165142,463260.32176866155,160.68848906781966,0.5400709333249727,73373.0115313385
11.669598316314929,463410.75560999534,164.52222175562537,0.495613548702496,73222.57769000472
13.135665719464715,463581.5420284108,167.1223217428183,0.45518950271336667,73051.79127158923
14.601733122614501,463776.6441012723,168.8853889495904,0.4184306713029764,72856.68919872778
16.067800525764287,464000.2395037986,170.0661679805479,0.38500479349043676,72633.09379620146
18.30951395321302,464407.98158755724,171.1398918950337,0.33965954868040626,72225.35171244282
21.933701398840498,465285.19309989864,172.0101665645573,0.2789315305941058,71348.14020010142
24.260474903555764,466014.5866093401,171.9791700247942,0.24684069918204915,70618.74669065996
26.58724840827103,466895.7678045863,171.59604611592903,0.2192662502742631,69737.56549541373
28.914021912986296,467959.34779708786,171.13465607650429,0.1955601519816087,68673.9855029122
31.240795417701563,469233.5877483954,170.69277063245278,0.17516818756194436,67399.74555160466
33.567568922416825,470730.99809742975,170.17501603254635,0.157628090479282,65902.3352025703
37.495343185328146,473789.8261000528,169.09445320649417,0.13339587830972774,62843.50719994726
41.423117448239466,477487.9124581758,167.67124460484155,0.11460198311022016,59145.42084182426
45.35089171115079,481712.18653873977,165.91665953437393,0.10004203734510668,54921.14676126029
49.27866597406211,486292.8304072391,163.97698790114669,0.08877006796370507,50340.50289276097
53.20644023697343,491026.6294423966,161.9977723125563,0.08004152679945395,45606.70385760348
57.13421449988475,495695.2271418327,160.06232439969702,0.07327842771537003,40938.10615816736
61.06198876279607,500099.3753712336,158.22161796271433,0.06803661105720278,36533.95792876644
64.98976302570739,504095.17166899325,156.5243880063137,0.06397438672721079,32538.161631006806
68.9175372886187,507606.93811178854,155.0128507867108,0.060827102611053625,29026.39518821152
72.84531155153002,510615.6997682089,153.70803729889286,0.0583889304103875,26017.633531791158
79.63819029000618,514713.9456236622,151.91561967992362,0.0553852983310035,21919.38767633785
86.43106902848234,517624.87728731893,150.63072427752394,0.05343975985291743,19008.456012681127
93.2239477669585,519611.89740184287,149.74737181624138,0.05218926885415245,17021.435898157186
100.01682650543466,520923.76866455446,149.1611057348842,0.05139499210271702,15709.564635445597
106.80970524391083,521774.71284004295,148.77946675794925,0.05089230710001502,14858.620459957107
113.60258398238699,522325.76055723,148.53177353858695,0.05057184503681536,14307.572742770077
120.39546272086315,522683.74506588286,148.37063267600348,0.0503657412248698,13949.588234117196
127.18834145933931,522915.56552426046,148.26617534589366,0.05023313169670806,13717.767775739601
138.62044469723656,523145.9711936581,148.16227502116956,0.05010199276602216,13487.362106341985
150.05254793513382,523264.2153802959,148.10892177607894,0.05003494606655294,13369.117919704178
161.48465117303107,523313.87413376017,148.08650295169807,0.050006837702344334,13319.459166239889
172.91675441092832,523325.8220553962,148.0811042102975,0.0500000778915552,13307.51124460384
184.34885764882557,523325.39891987975,148.08129413005332,0.050000316827235144,13307.934380120307
195.78096088672282,523325.0745838907,148.08144142912337,0.050000500557869906,13308.258716109383
207.21306412462008,523326.3064225336,148.08088554198997,0.04999980395434444,13307.026877466473
225.64097853844837,523330.56007972365,148.07896514344546,0.04999739837057027,13302.773220276402
257.2852304242278,523352.80777195084,148.06892214874873,0.049984820709815386,13280.525528049213
288.92948231000724,523364.2897911495,148.06373903650072,0.04997833187249091,13269.043508850562
320.5737341957867,523346.81652910303,148.07162699017604,0.04998820731868442,13286.516770897026
352.21798608156615,523326.7098111179,148.0807030723438,0.04999957569585846,13306.62348888215
383.8622379673456,523322.2896002528,148.08269825145166,0.050002075552555814,13311.043699747242
