,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos,ts,,Fcw_ypred,err
0,429991.6667,392013.6667,25.00201167,0,0,0,270.4130495,1,0.001,0.001,0.001,1625070570,,2.60E+02,10.4130495
1,442838.1667,406149.8333,25.00392667,0,0,0,269.8002324,1,0.001,0.001,0.001,1625074170,,2.60E+02,9.8002324
2,451606.6667,416405.5,25.22036,0,0,0,274.7514699,1,0.001,0.001,0.001,1625077770,,2.64E+02,10.7514699
3,459100.1667,424175.1667,25.28126333,0,0,0,275.8026449,1,0.001,0.001,0.001,1625081370,,2.65E+02,10.8026449
4,480294.6667,445370.1667,25.48268833,0,0,0,279.2232255,1,0.001,0.001,0.001,1625084970,,2.67E+02,12.2232255
5,473379,436357.3333,25.088545,0,0,0,272.5273227,1,0.001,0.001,0.001,1625088570,,2.61E+02,11.5273227
32,409172,336646.6667,0,25,0,0,237.5113426,0.001,1,0.001,0.001,1625185770,,2.39E+02,1.4886574
33,417809.8333,341348.5,0,25,0,0,234.3084694,0.001,1,0.001,0.001,1625189370,,2.36E+02,1.6915306
34,455758.5,379268.1667,0,25,0,0,177.4324343,0.001,1,0.001,0.001,1625192970,,2.36E+02,58.5675657
35,558405.6667,482190.5,0,25,0,0,177.987444,0.001,1,0.001,0.001,1625196570,,2.36E+02,58.012556
36,521730.3333,447222.3333,0,25,0,0,238.3341736,0.001,1,0.001,0.001,1625200170,,2.37E+02,1.3341736
37,364207.3333,307827.6667,0,23.36165889,0,0,250.1624352,0.001,1,0.001,0.001,1625203770,,2.28E+02,22.1624352
38,319170.3333,255990,0,25.00049,0,0,244.9433222,0.001,1,0.001,0.001,1625207370,,2.45E+02,0.0566778
39,379196.1667,310880.1667,0,25.00026667,0,0,243.1448968,0.001,1,0.001,0.001,1625210970,,2.41E+02,2.1448968
104,372453.5,296889.6667,23.36111111,0,0,0,202.3936532,1,0.001,0.001,0.001,1625444970,,2.13E+02,10.6063468
105,332494.1667,251418.3333,25,0,0,0,235.711312,1,0.001,0.001,0.001,1625448570,,2.32E+02,3.711312
106,332016.3333,250231,25,0,0,0,235.9145019,1,0.001,0.001,0.001,1625452170,,2.32E+02,3.9145019
107,334461.6667,251389.3333,25,0,0,0,232.6795653,1,0.001,0.001,0.001,1625455770,,2.31E+02,1.6795653
108,336834.6667,253631.5,25,0,0,0,233.1879361,1,0.001,0.001,0.001,1625459370,,2.31E+02,2.1879361
109,444618.1667,361386.5,25,0,0,0,235.4054468,1,0.001,0.001,0.001,1625462970,,2.31E+02,4.4054468
110,636458.6667,590929.3333,26.18173,0,0,6.981794667,339.6821218,1,0.001,0.001,1,1625466570,,2.70E+02,69.6821218
111,387384.3333,324060,25.001915,0,0,25.001915,509.8572407,1,0.001,0.001,1,1625470170,,4.90E+02,19.8572407
114,355106.6667,280425.6667,0,0,0,25,233.1902162,0.001,0.001,0.001,1,1625480970,,2.37E+02,3.8097838
115,322135.8333,248003.3333,0,0,0,25,245.0651778,0.001,0.001,0.001,1,1625484570,,2.37E+02,8.0651778
116,327459.6667,253761.5,0,0,0,25,246.9609472,0.001,0.001,0.001,1,1625488170,,2.38E+02,8.9609472
118,514496.5,424768.5,0,0,0,25,234.0485398,0.001,0.001,0.001,1,1625495370,,2.26E+02,8.0485398
119,458232.5,369241.5,0,0,0,25,233.6192083,0.001,0.001,0.001,1,1625498970,,2.26E+02,7.6192083
128,329340.5,297858.6667,0,27.64644833,0,0,296.6640005,0.001,1,0.001,0.001,1625531370,,2.94E+02,2.6640005
129,321166.1667,251505.5,0,25.19362,0,23.51404533,468.0535833,0.001,1,0.001,1,1625534970,,4.63E+02,5.0535833
130,340277.3333,252691.1667,0,25.00000167,0,25.00000167,460.7250972,0.001,1,0.001,1,1625538570,,4.55E+02,5.7250972
131,380758.1667,328501.1667,0,8.467976667,0,25.40393,354.5518139,0.001,1,0.001,1,1625542170,,2.57E+02,97.5518139
132,476837.6667,446861.1667,0,0,0,26.06150833,291.7643241,0.001,0.001,0.001,1,1625545770,,2.76E+02,15.7643241
133,540986.8333,501664,0,0,5.773102472,26.64952167,340.1446157,0.001,0.001,1,1,1625549370,,2.79E+02,61.1446157
134,663874.3333,587472,0,7.919517194,25,25.00900167,552.1180741,0.001,1,1,1,1625552970,,4.72E+02,80.1180741
135,509476.8333,410040.3333,0,26.53474333,25,26.53474333,686.8656528,0.001,1,1,1,1625556570,,6.99E+02,12.1343472
136,562167.5,459000,12.31440189,32.12467333,25,32.12467333,949.0871389,1,1,1,1,1625560170,,8.45E+02,104.0871389
137,355989.6667,264294.1667,29.167635,29.167635,2.916666667,29.167635,896.0389028,1,1,1,1,1625563770,,8.47E+02,49.0389028
138,351403.5,263426.6667,27.96254167,27.96262667,0,27.96259333,816.871838,1,1,0.001,1,1625567370,,8.06E+02,10.871838
139,330035,243577.5,27.2282,27.2282,0,27.2282,783.852875,1,1,0.001,1,1625570970,,7.79E+02,4.852875
140,323581.8333,238426.6667,27.03877833,27.03880333,0,27.03880333,786.5280417,1,1,0.001,1,1625574570,,7.73E+02,13.5280417
141,342375.5,258290,26.59841,26.59841,0,26.59841,769.9941806,1,1,0.001,1,1625578170,,7.57E+02,12.9941806
142,323712.1667,240669.1667,26.41798333,26.41798333,0,26.41798333,758.3355324,1,1,0.001,1,1625581770,,7.52E+02,6.3355324
143,326909.6667,246469.1667,25.77461333,25.77461333,0,25.77461333,738.4668148,1,1,0.001,1,1625585370,,7.31E+02,7.4668148
144,341739.1667,262702.1667,25.42944667,25.42944667,0,25.42944667,725.3818519,1,1,0.001,1,1625588970,,7.19E+02,6.3818519
145,353703.6667,275752.5,25.615825,25.615825,0,25.615825,738.9268194,1,1,0.001,1,1625592570,,7.29E+02,9.9268194
146,353601.6667,276997.3333,25.62897833,25.62897833,0,25.62897833,738.9124583,1,1,0.001,1,1625596170,,7.33E+02,5.9124583
151,483290.3333,435763.6667,8.6204275,28.73475833,0,0,373.8962083,1,1,0.001,0.001,1625614170,,3.00E+02,73.8962083
152,361849,273596.5,30.23039167,30.23039167,0,26.70351264,855.2274722,1,1,0.001,1,1625617770,,8.48E+02,7.2274722
153,344588.8333,254890,27.83104,27.83093667,0,27.83093667,806.1988056,1,1,0.001,1,1625621370,,7.97E+02,9.1988056
154,340870.5,255150.6667,27.231025,27.23110333,0,27.23110333,786.3733009,1,1,0.001,1,1625624970,,7.80E+02,6.3733009
155,352995.8333,260721.1667,27.0888,27.0888,0,27.0888,765.7861296,1,1,0.001,1,1625628570,,7.61E+02,4.7861296
156,424146.6667,326940,26.98135,26.98138667,0,26.98138667,751.1340509,1,1,0.001,1,1625632170,,7.47E+02,4.1340509
157,412124.6667,306467.3333,26.416305,26.41633833,11.66666667,26.41633833,791.4118102,1,1,1,1,1625635770,,7.03E+02,88.4118102
158,382696.6667,262920.1667,25.88295333,25.88296167,25,25.88296167,835.042338,1,1,1,1,1625639370,,8.37E+02,1.957662
159,364815.1667,246108.3333,25.65286,25.65265333,25,25.65265333,816.8297176,1,1,1,1,1625642970,,8.29E+02,12.1702824
160,368185.3333,251504.6667,25.58542167,25.58557167,25,25.585375,823.2003519,1,1,1,1,1625646570,,8.34E+02,10.7996481
161,372179.3333,254109.5,25.34799333,25.34792333,25.10058667,23.65806178,797.5189769,1,1,1,1,1625650170,,7.87E+02,10.5189769
162,369474.1667,272107.6667,25.44284333,25.44284333,25.44286667,0,666.6196343,1,1,1,0.001,1625653770,,6.79E+02,12.3803657
163,361083,269372.6667,25.040695,25.040695,25.040695,0,666.6578519,1,1,1,0.001,1625657370,,6.74E+02,7.3421481
164,343589.8333,250999.1667,25.10203667,25.10203667,25.10203667,0,668.1640324,1,1,1,0.001,1625660970,,6.75E+02,6.8359676
165,342261.1667,249233.8333,25.12899833,25.12899833,25.12899833,0,666.2647639,1,1,1,0.001,1625664570,,6.75E+02,8.7352361
166,349624.1667,254977.3333,25.036535,25.036535,25.036535,0,661.0135463,1,1,1,0.001,1625668170,,6.67E+02,5.9864537
167,333060.1667,238890.5,25.02224833,25.02224833,25.02224833,0,658.0607315,1,1,1,0.001,1625671770,,6.67E+02,8.9392685
168,347932.1667,253777.5,25.08795,25.08795,25.08795,0,663.2493611,1,1,1,0.001,1625675370,,6.70E+02,6.7506389
169,382914,320313,27.20052333,27.20052333,2.720052333,0,584.5756065,1,1,1,0.001,1625678970,,5.47E+02,37.5756065
170,353950.6667,298508.6667,25.16606667,7.130385556,0,0,331.6705894,1,1,0.001,0.001,1625682570,,2.52E+02,79.6705894
171,354170,319440,25.0008,0,0,0,272.4657778,1,0.001,0.001,0.001,1625685060,,2.61E+02,11.4657778
173,448400.1754,437149.4737,25.0008,0,0,0,272.4657778,1,0.001,0.001,0.001,1625693460,,2.72E+02,0.4657778
178,365799.5,277836.1667,0,25.07551333,25.07558333,25.07558333,679.1046944,0.001,1,1,1,1625711370,,6.85E+02,5.8953056
179,353095.1667,251475.3333,0,27.22884,27.22884,27.22884,727.8409769,0.001,1,1,1,1625714970,,7.48E+02,20.1590231
180,349942.1667,253761.3333,0,26.89321667,26.89321667,26.89321667,737.2323111,0.001,1,1,1,1625718570,,7.45E+02,7.7676889
181,342013.3333,250086.5,0,25.99806333,25.99806333,25.99806333,709.5921898,0.001,1,1,1,1625722170,,7.16E+02,6.4078102
182,339816,246094,0,26.38147167,26.38147167,26.38147167,717.569537,0.001,1,1,1,1625725770,,7.28E+02,10.430463
183,349812,258537.1667,0,25.96886,25.96886,25.96886,712.1188148,0.001,1,1,1,1625729370,,7.16E+02,3.8811852
184,350231.5,258189.3333,0,25.03075833,25.03075833,25.03075833,668.2799676,0.001,1,1,1,1625732970,,6.73E+02,4.7200324
185,344951.5,250594.5,0,23.75084075,25.000885,25.000885,650.8812917,0.001,1,1,1,1625736570,,6.46E+02,4.8812917
186,361067.5,301302.3333,0,0,25.59407167,25.59407167,527.8527407,0.001,0.001,1,1,1625740170,,5.10E+02,17.8527407
187,313165.6667,251345.5,0,0,25.00464,25.00464,512.0718657,0.001,0.001,1,1,1625743770,,4.92E+02,20.0718657
188,318721.6667,247236.6667,0,0,25.00081,25.00081,494.3518611,0.001,0.001,1,1,1625747370,,4.79E+02,15.3518611
189,338671,266001.8333,0,0,20.61439256,25.24211333,453.9610324,0.001,0.001,1,1,1625750970,,4.15E+02,38.9610324
190,414627,385633.6667,0,0,0,29.68213667,336.5633981,0.001,0.001,0.001,1,1625754570,,3.18E+02,18.5633981
191,467404.8333,442158.5,0,0,0,28.27870833,323.4748009,0.001,0.001,0.001,1,1625758170,,3.03E+02,20.4748009
192,487414,463831.6667,0,0,0,28.00959333,322.5754167,0.001,0.001,0.001,1,1625761770,,3.01E+02,21.5754167
193,491638.5,468634.6667,0,0,0,27.98871833,320.5428333,0.001,0.001,0.001,1,1625765370,,3.01E+02,19.5428333
194,408362.8333,366739.5,0,0,0,25.154745,276.4674977,0.001,0.001,0.001,1,1625768970,,2.60E+02,16.4674977
199,441840.6667,400780.8333,28.99011583,0,0,16.49437625,457.8831935,1,0.001,0.001,1,1625786970,,4.52E+02,5.8831935
200,317521,256626.6667,28.80839333,0,0,28.80864667,617.8611759,1,0.001,0.001,1,1625790570,,5.89E+02,28.8611759
201,357683,294748.6667,7.104623556,0,24.4221725,26.64237,592.438963,1,0.001,1,1,1625794170,,5.04E+02,88.438963
202,383130.1667,327112.6667,0,0,27.05090833,27.05090833,575.8078472,0.001,0.001,1,1,1625797770,,5.50E+02,25.8078472
203,410749.6667,357971.8333,0,0,27.09109167,27.09109167,582.2213981,0.001,0.001,1,1,1625801370,,5.55E+02,27.2213981
204,413078.8333,361921.6667,0,0,27.42665833,27.42665833,597.9305093,0.001,0.001,1,1,1625804970,,5.65E+02,32.9305093
205,414423.1667,365958.6667,0,0,26.713985,26.713985,582.8473889,0.001,0.001,1,1,1625808570,,5.50E+02,32.8473889
206,423409.1667,377965.3333,0,0,26.09670667,26.09670667,570.6652639,0.001,0.001,1,1,1625812170,,5.38E+02,32.6652639
207,425231.3333,381018.3333,0,0,25.66916667,25.66916667,559.589963,0.001,0.001,1,1,1625815770,,5.29E+02,30.589963
208,380931.8333,336676.1667,0,0,25.24914167,25.24914167,546.916625,0.001,0.001,1,1,1625819370,,5.19E+02,27.916625
209,344762.6667,300520.8333,0,0,25.01172333,25.01172333,540.1077963,0.001,0.001,1,1,1625822970,,5.13E+02,27.1077963
210,292780.8333,244706,0,0,25.00193167,25.00193167,533.7978287,0.001,0.001,1,1,1625826570,,5.08E+02,25.7978287
211,297106.3333,244386.5,0,0,25.00066833,25.00066833,527.8783519,0.001,0.001,1,1,1625830170,,5.03E+02,24.8783519
212,330108.1667,280006,0,0,25.00166833,25.00166833,534.3241574,0.001,0.001,1,1,1625833770,,5.06E+02,28.3241574
213,329731.1667,280382.3333,0,0,25.00197,25.002095,534.2309352,0.001,0.001,1,1,1625837370,,5.07E+02,27.2309352
214,306279.3333,254600.5,0,0,25.001065,25.001105,529.7839167,0.001,0.001,1,1,1625840970,,5.04E+02,25.7839167
215,296484.8333,244402.1667,0,0,25.22084667,25.22087167,534.4888981,0.001,0.001,1,1,1625844570,,5.09E+02,25.4888981
216,319169.6667,279224.6667,0,0,25.18378167,5.876169056,340.7725343,0.001,0.001,1,1,1625848170,,2.61E+02,79.7725343
224,355757.3333,248451.8333,0,25,0,0,206.7131806,0.001,1,0.001,0.001,1625876970,,2.10E+02,3.2868194
225,357928.6667,250521.3333,0,25,0,0,208.9495856,0.001,1,0.001,0.001,1625880570,,2.10E+02,1.0504144
226,358680.3333,251113.8333,0,25,0,0,190.7644125,0.001,1,0.001,0.001,1625884170,,2.10E+02,19.2355875
228,514091.1667,406264.3333,0,25,0,0,209.8209333,0.001,1,0.001,0.001,1625891370,,2.10E+02,0.1790667
229,561676,453790.6667,0,25,0,0,211.5425148,0.001,1,0.001,0.001,1625894970,,2.10E+02,1.5425148
230,546730.6667,438816.3333,0,25,0,0,210.1296898,0.001,1,0.001,0.001,1625898570,,2.10E+02,0.1296898
231,555454,447989.3333,0,25,0,0,208.8453449,0.001,1,0.001,0.001,1625902170,,2.10E+02,1.1546551
232,509953.8333,401982.1667,0,25.05,0,0,206.0131889,0.001,1,0.001,0.001,1625905770,,2.10E+02,3.9868111
233,368344.1667,252719.5,0,26,0,0,215.4046542,0.001,1,0.001,0.001,1625909370,,2.19E+02,3.5953458
234,369083.1667,256799.5,0,25.56666667,0,0,174.8026491,0.001,1,0.001,0.001,1625912970,,2.15E+02,40.1973509
236,493547.3333,385546.5,0,25,0,0,151.8028644,0.001,1,0.001,0.001,1625920170,,2.09E+02,57.1971356
237,472236.5,364120.1667,0,25,0,0,146.5748394,0.001,1,0.001,0.001,1625923770,,2.09E+02,62.4251606
238,457682.5,349696.6667,0,25,0,0,153.8412514,0.001,1,0.001,0.001,1625927370,,2.09E+02,55.1587486
239,532117.8333,425709.5,0,24.17361111,0,0,209.709762,0.001,1,0.001,0.001,1625930970,,1.97E+02,12.709762
248,365610.3333,267347,0,25.032535,0,0,216.1303185,0.001,1,0.001,0.001,1625963370,,2.19E+02,2.8696815
249,356018.8333,266926.8333,0,25.04296667,0,0,225.5760389,0.001,1,0.001,0.001,1625966970,,2.27E+02,1.4239611
250,342318.1667,252951.3333,0,25,0,0,221.8588199,0.001,1,0.001,0.001,1625970570,,2.26E+02,4.1411801
251,343692,254094.5,0,25,0,0,223.9477639,0.001,1,0.001,0.001,1625974170,,2.26E+02,2.0522361
252,366232.3333,276822.5,0,25,0,0,223.4157292,0.001,1,0.001,0.001,1625977770,,2.26E+02,2.5842708
253,374232.3333,284707,0,25,0,0,225.5214495,0.001,1,0.001,0.001,1625981370,,2.26E+02,0.4785505
254,354425.6667,264829.1667,0,25,0,0,223.1055282,0.001,1,0.001,0.001,1625984970,,2.26E+02,2.8944718
255,362196.1667,272468.5,0,25,0,0,224.6958435,0.001,1,0.001,0.001,1625988570,,2.26E+02,1.3041565
272,387109.8333,296325.3333,0,9.723709444,29.17112833,0,355.4995079,0.001,1,1,0.001,1626049770,,2.83E+02,72.4995079
273,325998.1667,234533.6667,0,27.00012333,27.00012333,0,514.9223426,0.001,1,1,0.001,1626053370,,5.06E+02,8.9223426
274,321281.5,207509.5,0,27,27,0,474.5465556,0.001,1,1,0.001,1626056970,,4.73E+02,1.5465556
275,322222.1667,218981.1667,0,26.51666667,26.51666667,0,477.2869074,0.001,1,1,0.001,1626060570,,4.75E+02,2.2869074
276,345731.3333,246673.1667,0,25.66666667,25.66666667,0,460.1801991,0.001,1,1,0.001,1626064170,,4.56E+02,4.1801991
277,372511.6667,296687.1667,0,25.84895333,25.84895333,0,498.380338,0.001,1,1,0.001,1626067770,,4.96E+02,2.380338
278,394589.6667,326549.3333,0,25.79856833,25.79856833,0,511.3510833,0.001,1,1,0.001,1626071370,,5.04E+02,7.3510833
279,428704.1667,348900.5,0,27.54747833,27.54747833,0,547.8630185,0.001,1,1,0.001,1626074970,,5.36E+02,11.8630185
280,427242.1667,360083.8333,0,2.501718333,25.01718333,0,278.5940773,0.001,1,1,0.001,1626078570,,2.42E+02,36.5940773
281,368316.1667,282855.3333,0,0,25,0,143.0006884,0.001,0.001,1,0.001,1626082170,,2.29E+02,85.9993116
282,496571.8333,410937.3333,0,0,25,0,161.1334167,0.001,0.001,1,0.001,1626085770,,2.29E+02,67.8665833
283,436617.5,350144.5,0,0,25,0,232.3218097,0.001,0.001,1,0.001,1626089370,,2.28E+02,4.3218097
284,358232,272294.3333,0,0,25,0,231.1075588,0.001,0.001,1,0.001,1626092970,,2.29E+02,2.1075588
285,331351.8333,245384.5,0,0,25,0,216.657637,0.001,0.001,1,0.001,1626096570,,2.29E+02,12.342363
286,398495.8333,312355.3333,0,0,25,0,160.4582801,0.001,0.001,1,0.001,1626100170,,2.29E+02,68.5417199
287,519386.6667,433666,0,0,25,0,232.4351245,0.001,0.001,1,0.001,1626103770,,2.29E+02,3.4351245
296,317462.6667,274247.6667,0,0,25.25434333,18.09879914,458.922206,0.001,0.001,1,1,1626136170,,4.27E+02,31.922206
297,314829.5,249552,0,17.34314617,26.68176333,26.68176333,708.0845787,0.001,1,1,1,1626139770,,6.55E+02,53.0845787
298,321542.1667,242245.1667,0,26.27350167,26.27350167,26.27350167,757.8816019,0.001,1,1,1,1626143370,,7.54E+02,3.8816019
299,343866,266782.6667,0,25.76707333,25.76707333,25.76707333,736.7610787,0.001,1,1,1,1626146970,,7.38E+02,1.2389213
300,361024.6667,282262.8333,0,25.12148667,25.12148667,25.12148667,703.7708981,0.001,1,1,1,1626150570,,7.07E+02,3.2291019
301,364612.5,286746.8333,0,25.00501167,25.00501167,25.00501167,699.6262546,0.001,1,1,1,1626154170,,7.04E+02,4.3737454
302,372453.6667,292230.6667,0,25.611105,25.611105,20.06208969,675.5317454,0.001,1,1,1,1626157770,,6.37E+02,38.5317454
303,342361.8333,265307.1667,0,26.93130167,26.93130167,0,531.6534537,0.001,1,1,0.001,1626161370,,5.23E+02,8.6534537
304,323611,244749.1667,0,15.665792,26.10965333,0,426.1046361,0.001,1,1,0.001,1626164970,,2.88E+02,138.1046361
305,333203,249334.8333,0,0,25,0,235.3166477,0.001,0.001,1,0.001,1626168570,,2.30E+02,5.3166477
306,334229.6667,249624,0,0,25,0,234.8378852,0.001,0.001,1,0.001,1626172170,,2.30E+02,4.8378852
308,475000.3333,371759.3333,0,0,25,0,164.1392875,0.001,0.001,1,0.001,1626179370,,2.14E+02,49.8607125
309,510431.1667,407350.1667,0,0,25,0,214.8408991,0.001,0.001,1,0.001,1626182970,,2.14E+02,0.8408991
310,510763.6667,407538.1667,0,0,25,0,216.2817213,0.001,0.001,1,0.001,1626186570,,2.14E+02,2.2817213
311,572873.5,469415.1667,0,0,25,0,213.1268968,0.001,0.001,1,0.001,1626190170,,2.14E+02,0.8731032
320,472006.3333,398641.5,0,12.17498967,28.09613,21.0720975,586.3232731,0.001,1,1,1,1626222570,,4.59E+02,127.3232731
321,375853.6667,260909,0,27.00977667,27.00977667,22.95831017,654.8533981,0.001,1,1,1,1626226170,,6.36E+02,18.8533981
322,393026.8333,304239.5,0,27.00140667,27.00140667,0,515.1886435,0.001,1,1,0.001,1626229770,,5.10E+02,5.1886435
323,421194.3333,335098.5,0,26.19596,26.19596,0,496.5904398,0.001,1,1,0.001,1626233370,,4.91E+02,5.5904398
324,451880.8333,372092.1667,0,26.63891,26.63891,0,518.4091435,0.001,1,1,0.001,1626236970,,5.12E+02,6.4091435
325,476692,396686.8333,0,27.93152,27.93150167,0,555.7048426,0.001,1,1,0.001,1626240570,,5.46E+02,9.7048426
326,483897.5,404268.1667,0,28.79928667,28.79928667,0,580.4346759,0.001,1,1,0.001,1626244170,,5.69E+02,11.4346759
327,531524.8333,457769.3333,0,27.83294167,27.83294167,0,563.2211852,0.001,1,1,0.001,1626247770,,5.51E+02,12.2211852
328,541464.8333,473308.1667,0,19.94893756,27.20308333,0,474.9787778,0.001,1,1,0.001,1626251370,,4.38E+02,36.9787778
329,474898.8333,434201.5,0,0,27.00212167,0,293.8143009,0.001,0.001,1,0.001,1626254970,,2.82E+02,11.8143009
330,312760.5,272685,0,0,27.00256333,0,294.8037407,0.001,0.001,1,0.001,1626258570,,2.83E+02,11.8037407
331,289178.5,249002.5,0,0,27.00227667,0,292.8578426,0.001,0.001,1,0.001,1626262170,,2.82E+02,10.8578426
332,290277.6667,248784.6667,0,0,27.00128333,0,293.8657778,0.001,0.001,1,0.001,1626265770,,2.82E+02,11.8657778
333,293750.1667,249826.5,0,0,27.00108167,0,292.9350833,0.001,0.001,1,0.001,1626269370,,2.81E+02,11.9350833
334,303284.6667,249754.3333,0,0,27.00046333,0,283.4013306,0.001,0.001,1,0.001,1626272970,,2.76E+02,7.4013306
335,317158.5,249508.8333,0,0,27,0,271.3161181,0.001,0.001,1,0.001,1626276570,,2.68E+02,3.3161181
336,333376.8333,249161,0,0,27,0,260.6052185,0.001,0.001,1,0.001,1626280170,,2.58E+02,2.6052185
337,350448.6667,249059.6667,0,0,27,0,249.2895458,0.001,0.001,1,0.001,1626283770,,2.46E+02,3.2895458
338,357305.5,250911.5,0,0,27,0,246.8939977,0.001,0.001,1,0.001,1626287370,,2.42E+02,4.8939977
343,311125.8333,243938.1667,0,26.69184675,30.217185,0,582.8642639,0.001,1,1,0.001,1626305370,,5.73E+02,9.8642639
344,342881.6667,250709.1667,0,26.98613333,26.98613333,13.49306667,618.7623704,0.001,1,1,1,1626308970,,5.05E+02,113.7623704
345,360011.6667,250029.5,0,27.043135,27.043135,27.04319667,704.9508472,0.001,1,1,1,1626312570,,7.21E+02,16.0491528
346,358304.5,250289.5,0,26.26064833,26.26064833,26.26064,677.1567454,0.001,1,1,1,1626316170,,6.90E+02,12.8432546
347,369213.1667,251215.6667,0,27.65722,27.65675667,27.65672833,708.0618148,0.001,1,1,1,1626319770,,7.31E+02,22.9381852
348,376866.8333,250578.6667,0,29.317425,29.31785,29.31785,777.9178472,0.001,1,1,1,1626323370,,7.88E+02,10.0821528
349,380888.6667,250897.3333,0,30.30238,30.30238,30.30265167,812.7804306,0.001,1,1,1,1626326970,,8.24E+02,11.2195694
350,391450,251996.8333,0,31.73602167,31.736405,31.73646167,860.5594852,0.001,1,1,1,1626330570,,8.69E+02,8.4405148
351,385575.8333,249711,0,32.72594667,32.72588333,32.72568333,914.2608472,0.001,1,1,1,1626334170,,9.18E+02,3.7391528
352,382002.3333,251793.6667,0,30.83719333,30.83694667,30.83683333,841.106037,0.001,1,1,1,1626337770,,8.47E+02,5.893963
353,371152.1667,249783.3333,0,29.44306,29.44280167,29.44247833,802.4298056,0.001,1,1,1,1626341370,,8.04E+02,1.5701944
354,360691.6667,252300.3333,0,27.02830667,27.02830667,27.02830667,710.8699676,0.001,1,1,1,1626344970,,7.24E+02,13.1300324
355,325564,262197,0,0.883849389,26.51579667,26.51580667,563.9542222,0.001,1,1,1,1626348570,,5.29E+02,34.9542222
356,319286,250737.8333,0,0,27.432895,27.432895,570.1037963,0.001,0.001,1,1,1626352170,,5.46E+02,24.1037963
357,314062.6667,249710.3333,0,0,25.79968667,25.79968667,531.3002593,0.001,0.001,1,1,1626355770,,5.09E+02,22.3002593
358,312413.5,248482,0,0,25.20923667,25.20923667,512.3339491,0.001,0.001,1,1,1626359370,,4.94E+02,18.3339491
359,313542,249421.3333,0,0,25.25808333,25.25808333,514.6680741,0.001,0.001,1,1,1626362970,,4.95E+02,19.6680741
360,315307.3333,250477.5,0,0,25.22659667,25.22659667,515.0713194,0.001,0.001,1,1,1626366570,,4.94E+02,21.0713194
361,315264,250433.8333,0,0,25.27254333,25.27279333,513.5560278,0.001,0.001,1,1,1626370170,,4.95E+02,18.5560278
362,342882.3333,253516.5,0,0,4.191119722,25.14671833,279.7651097,0.001,0.001,1,1,1626373770,,2.28E+02,51.7651097
367,333348.1667,256250.5,15.8765125,26.61650625,0,28.01733333,650.5130509,1,1,0.001,1,1626391770,,5.85E+02,65.5130509
368,359621.5,251128.8333,25.00607167,25.00607167,0,25.00607167,639.2009907,1,1,0.001,1,1626395370,,6.27E+02,12.2009907
369,377878.8333,248393.8333,28.88442833,28.88436833,0,28.88443,753.3858611,1,1,0.001,1,1626398970,,7.61E+02,7.6141389
370,377257.3333,250029.1667,28.97591,28.97574,0,28.97591,767.9598287,1,1,0.001,1,1626402570,,7.71E+02,3.0401713
371,379253.3333,250723.6667,29.06864667,29.06861,0,29.06864667,772.2022315,1,1,0.001,1,1626406170,,7.72E+02,0.2022315
372,372526.8333,252156,28.61919167,28.61918,0,28.61921167,766.1614583,1,1,0.001,1,1626409770,,7.69E+02,2.8385417
373,367361.5,251822.8333,28.43962667,28.43985667,0,28.43985667,768.8944213,1,1,0.001,1,1626413370,,7.72E+02,3.1055787
374,357783.3333,250694.3333,27.6155,27.6155,0,27.6155,750.7413796,1,1,0.001,1,1626416970,,7.53E+02,2.2586204
375,347323.8333,249378.3333,26.22644,26.22650833,0,26.22644,713.9024167,1,1,0.001,1,1626420570,,7.12E+02,1.9024167
376,343822.1667,249001.6667,25.52367,25.52367,0,25.52367,690.426838,1,1,0.001,1,1626424170,,6.88E+02,2.426838
377,346369,250650.6667,25.11707833,25.11707833,0,25.11707833,664.4821111,1,1,0.001,1,1626427770,,6.68E+02,3.5178889
378,345674.5,249175.8333,25.08159667,25.08159667,0,25.08159667,661.8419583,1,1,0.001,1,1626431370,,6.64E+02,2.1580417
379,345298.6667,248307.5,25.33217667,25.33217667,0,25.33217667,673.3964815,1,1,0.001,1,1626434970,,6.74E+02,0.6035185
380,325000.3333,258044,26.98938667,5.397877333,0,26.98938667,606.3532639,1,1,0.001,1,1626438570,,5.37E+02,69.3532639
381,308405.8333,249653.5,26.33545333,0,0,26.33545333,554.7414352,1,0.001,0.001,1,1626442170,,5.30E+02,24.7414352
382,306424.3333,249536.8333,25.71328833,0,0,25.71328833,538.4715556,1,0.001,0.001,1,1626445770,,5.16E+02,22.4715556
383,303848.6667,247830.3333,25.28029833,0,0,25.28029833,525.0152083,1,0.001,0.001,1,1626449370,,5.06E+02,19.0152083
384,304499.5,248568.1667,25.371305,0,0,25.371305,528.5698704,1,0.001,0.001,1,1626452970,,5.08E+02,20.5698704
385,306539.3333,250520.6667,25.28102333,0,0,25.28102333,527.1031667,1,0.001,0.001,1,1626456570,,5.06E+02,21.1031667
