,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos,ts,,Fcw_ypred,err
901,306539.5,252256.8333,0,0,27.57104,27.57101167,599.1246481,0.001,0.001,1,1,1628314170,,5.65E+02,34.1246481
902,307885.6667,251345.6667,0,0,28.21627,28.21631167,610.201162,0.001,0.001,1,1,1628317770,,5.78E+02,32.201162
903,304991.5,249624.1667,0,0,27.61400333,27.61400333,591.7144213,0.001,0.001,1,1,1628321370,,5.65E+02,26.7144213
904,304354.5,250014.8333,0,0,27.02464833,27.02465167,576.8876528,0.001,0.001,1,1,1628324970,,5.51E+02,25.8876528
905,308405.6667,251880.6667,0,0,27.00121667,27.00121667,575.8479537,0.001,0.001,1,1,1628328570,,5.49E+02,26.8479537
906,307407.5,250680.5,0,0,27.00065833,27.00065833,577.4948519,0.001,0.001,1,1,1628332170,,5.48E+02,29.4948519
907,309650.1667,251403.8333,0,0,27.00009333,27.00009333,573.5533935,0.001,0.001,1,1,1628335770,,5.47E+02,26.5533935
908,310807.6667,251200.1667,0,0,27.00011833,27.00011833,571.6502731,0.001,0.001,1,1,1628339370,,5.45E+02,26.6502731
909,311313.8333,251070.5,0,0,27.00019333,27.00019333,569.367912,0.001,0.001,1,1,1628342970,,5.45E+02,24.367912
910,313585.6667,251953.8333,0,0,27,27,569.034713,0.001,0.001,1,1,1628346570,,5.43E+02,26.034713
911,315494.8333,251273.1667,0,0,27,27,559.5999537,0.001,0.001,1,1,1628350170,,5.40E+02,19.5999537
912,317578.5,251056.3333,0,0,27,27,560.4053102,0.001,0.001,1,1,1628353770,,5.37E+02,23.4053102
913,318214.8333,255266.3333,0,0,6.75,27,350.0352819,0.001,0.001,1,1,1628357370,,2.71E+02,79.0352819
914,303978.5,250998.6667,0,0,0,27,288.8967037,0.001,0.001,0.001,1,1628360970,,2.76E+02,12.8967037
915,301838,248409.1667,0,0,0,25.29278983,290.1955185,0.001,0.001,0.001,1,1628364570,,2.55E+02,35.1955185
920,338411.8333,251621,0,0,0,27.00004667,263.9964324,0.001,0.001,0.001,1,1628382570,,2.56E+02,7.9964324
921,328529.8333,250506.5,0,0,0,27.00023667,185.4904676,0.001,0.001,0.001,1,1628386170,,2.62E+02,76.5095324
922,331890.1667,253747,0,0,0,27.00015667,221.6207074,0.001,0.001,0.001,1,1628389770,,2.62E+02,40.3792926
923,328130,250000,0,0,0,27,272.2662222,0.001,0.001,0.001,1,1628391750,,2.62E+02,10.2662222
926,329860,250870,0,0,27,0,260.3859094,0.001,0.001,1,0.001,1628405280,,2.61E+02,0.6140906
927,329860,250870,0,0,27,0,257.9813447,0.001,0.001,1,0.001,1628406630,,2.61E+02,3.0186553
1290,328609.1176,249948.8235,25.07005588,25.07005588,0,25.07018235,704.3835212,1,1,0.001,1,1629715350,,7.05E+02,0.6164788
1291,331119,251404,25.00388833,25.00388833,0,25.00388833,702.9200787,1,1,0.001,1,1629718170,,7.00E+02,2.9200787
1292,333869,251577.1667,25.00218833,25.00218833,0,25.00218833,695.6651759,1,1,0.001,1,1629721770,,6.94E+02,1.6651759
1293,334621,249189.8333,25.00066833,25.00074833,0,25.00074833,684.1716667,1,1,0.001,1,1629725370,,6.87E+02,2.8283333
1294,340234.5,252155.3333,25.00045333,25.00045333,0,25.00045333,675.8844861,1,1,0.001,1,1629728970,,6.81E+02,5.1155139
1295,320182.3333,257494.6667,3.204902944,27.47059667,0,27.47060833,597.4617315,1,1,0.001,1,1629732570,,5.54E+02,43.4617315
1296,310127.1667,250361.8333,0,28.57846833,0,28.578505,606.7234907,0.001,1,0.001,1,1629736170,,5.84E+02,22.7234907
1303,318649.6667,258897.6667,1.043641833,31.309255,0,31.30915667,624.8545926,1,1,0.001,1,1629761370,,6.50E+02,25.1454074
1304,363223.6667,255367.6667,30.94702667,30.94694333,0,30.94750833,897.0968472,1,1,0.001,1,1629764970,,8.91E+02,6.0968472
1305,375029.8333,252546.6667,31.17504833,31.17504833,2.078336556,31.17482,900.963162,1,1,1,1,1629768570,,8.76E+02,24.963162
1306,391840.5,252213.3333,29.830075,29.830075,29.830075,29.83021167,1028.322894,1,1,1,1,1629772170,,1.04E+03,11.677106
1307,381842.8333,257682.6667,17.435155,29.05859167,29.05859167,29.05859167,920.0758333,1,1,1,1,1629775770,,7.81E+02,139.0758333
1308,351375.1667,251345.1667,0,29.61007667,29.61007667,29.61007667,847.9769954,0.001,1,1,1,1629779370,,8.51E+02,3.0230046
1309,350304.1667,250535.8333,0,30.05749,30.05749,30.05749,864.3782731,0.001,1,1,1,1629782970,,8.69E+02,4.6217269
1310,351316.1667,251316.6667,0,30.05648667,30.05648667,30.05648667,864.5693565,0.001,1,1,1,1629786570,,8.69E+02,4.4306435
1311,351808.8333,251780.5,0,29.825515,29.825515,29.825515,860.7656343,0.001,1,1,1,1629790170,,8.59E+02,1.7656343
1312,350838.8333,255931.6667,0,24.6932395,29.05087,29.05087,795.2304167,0.001,1,1,1,1629793770,,7.75E+02,20.2304167
1313,317723.3333,252749,0,0,31.76379,31.76379,675.660375,0.001,0.001,1,1,1629797370,,6.57E+02,18.660375
1314,316044.6667,251259,0,0,32.00552333,32.00551333,685.7933426,0.001,0.001,1,1,1629800970,,6.63E+02,22.7933426
1315,312775.1667,251258.3333,0,0,30.70888,30.708845,658.8863009,0.001,0.001,1,1,1629804570,,6.34E+02,24.8863009
1316,311155,251027.3333,0,0,29.89722833,29.89722833,643.5552407,0.001,0.001,1,1,1629808170,,6.16E+02,27.5552407
1317,311169.8333,251128.1667,0,0,30.16724,30.16726667,652.3970046,0.001,0.001,1,1,1629811770,,6.23E+02,29.3970046
1318,310923.6667,250839.6667,0,0,30.11527,30.11542833,651.9941481,0.001,0.001,1,1,1629815370,,6.21E+02,30.9941481
1319,311747.5,251851.6667,0,0,30.114525,30.11464167,649.2555556,0.001,0.001,1,1,1629818970,,6.22E+02,27.2555556
1320,311299.8333,251316.3333,0,0,30.17809833,30.178055,649.3506944,0.001,0.001,1,1,1629822570,,6.23E+02,26.3506944
1328,311400.3333,251056.3333,25.15104,0,0,0,254.199181,1,0.001,0.001,0.001,1629851370,,2.49E+02,5.199181
1329,323119.1667,250839.1667,27.85045333,0,0,0,279.924562,1,0.001,0.001,0.001,1629854970,,2.76E+02,3.924562
1330,290841.6667,250781.1667,33.45899,0,0,0,369.0088194,1,0.001,0.001,0.001,1629858570,,3.57E+02,12.0088194
1331,292071.5,252084,33.78553667,0,0,0,375.1960602,1,0.001,0.001,0.001,1629862170,,3.61E+02,14.1960602
1332,289496.1667,249595.3333,33.85492833,0,0,0,379.2824306,1,0.001,0.001,0.001,1629865770,,3.62E+02,17.2824306
1333,291753.8333,251490.3333,34.02614667,0,0,0,377.8419074,1,0.001,0.001,0.001,1629869370,,3.64E+02,13.8419074
1334,290321.5,250246.3333,34.021005,0,0,0,378.73075,1,0.001,0.001,0.001,1629872970,,3.64E+02,14.73075
1335,290263.3333,250261,33.680275,0,0,0,375.3842778,1,0.001,0.001,0.001,1629876570,,3.60E+02,15.3842778
1336,293041,252561.1667,32.33502333,0,0,0,359.884463,1,0.001,0.001,0.001,1629880170,,3.44E+02,15.884463
1337,290885.5,250795.6667,31.64803333,0,0,0,348.9741157,1,0.001,0.001,0.001,1629883770,,3.37E+02,11.9741157
1338,292028.6667,251837.1667,31.61746833,0,0,0,347.4169907,1,0.001,0.001,0.001,1629887370,,3.36E+02,11.4169907
1339,291305,251258.5,31.55365333,0,0,0,347.4420602,1,0.001,0.001,0.001,1629890970,,3.35E+02,12.4420602
1340,290683.3333,250766.8333,31.54418667,0,0,0,348.2231759,1,0.001,0.001,0.001,1629894570,,3.35E+02,13.2231759
1341,290799.1667,250781.1667,31.58543,0,0,0,346.834625,1,0.001,0.001,0.001,1629898170,,3.36E+02,10.834625
1342,291131.1667,251099.6667,31.454145,0,0,0,346.5285417,1,0.001,0.001,0.001,1629901770,,3.34E+02,12.5285417
1343,290799,250838.8333,31.59607,0,0,0,346.4741065,1,0.001,0.001,0.001,1629905370,,3.36E+02,10.4741065
1351,355209.1667,280035,29.74262333,0,29.74243,19.82828667,743.8772037,1,0.001,1,1,1629934170,,7.55E+02,11.1227963
1352,333057.8333,251736.3333,28.00484833,0,28.00484833,28.00484,837.0266481,1,0.001,1,1,1629937770,,8.19E+02,18.0266481
1353,335547.1667,252416.3333,28.00242833,0,28.00242833,28.00242833,830.2728843,1,0.001,1,1,1629941370,,8.16E+02,14.2728843
1354,333984.1667,250492.1667,28.00169667,0,28.00169667,28.00169667,827.543463,1,0.001,1,1,1629944970,,8.15E+02,12.543463
1355,337340.6667,251880.5,28.00153,0,28.001605,28.00144,824.4774444,1,0.001,1,1,1629948570,,8.12E+02,12.4774444
1356,339106,249928.3333,28.00106833,0,28.00112333,28.00084,820.274162,1,0.001,1,1,1629952170,,8.05E+02,15.274162
1357,343302,253703.8333,28.00058833,0,28.00058833,28.00058833,812.5679352,1,0.001,1,1,1629955770,,8.04E+02,8.5679352
1358,340986.5,251375,28.00120667,0,28.00125333,28.00127167,815.2644954,1,0.001,1,1,1629959370,,8.04E+02,11.2644954
1359,338889.3333,249956.5,28.00076,0,28.00061333,28.000695,817.4119398,1,0.001,1,1,1629962970,,8.05E+02,12.4119398
1360,339395.1667,252980.3333,27.95824833,0,27.95825,27.95758,822.8858194,1,0.001,1,1,1629966570,,8.08E+02,14.8858194
1361,334519.1667,250998.6667,27.00217,0,27.00213167,27.00210333,786.8817454,1,0.001,1,1,1629970170,,7.75E+02,11.8817454
1362,335589.8333,251128.8333,27.00182667,0,27.00182667,27.00180167,784.5549907,1,0.001,1,1,1629973770,,7.73E+02,11.5549907
1363,336921.1667,251143.8333,27.00116333,0,27.00116333,27.0011,785.7695602,1,0.001,1,1,1629977370,,7.71E+02,14.7695602
1364,337818.8333,250781.3333,27.001205,0,27.001205,27.001205,778.1682917,1,0.001,1,1,1629980970,,7.68E+02,10.1682917
1365,338614.3333,254658.1667,27.0331,0,27.0331,23.42868667,751.3599444,1,0.001,1,1,1629984570,,7.24E+02,27.3599444
1366,306626.5,251620.3333,28.93336,0,28.93336,0,623.8315648,1,0.001,1,0.001,1629988170,,5.97E+02,26.8315648
1367,306076.8333,250882.8333,28.35052833,0,28.35052833,0,608.6263889,1,0.001,1,0.001,1629991770,,5.83E+02,25.6263889
1368,286719,252763.1667,3.064777528,0,26.26952167,0,332.1424356,1,0.001,1,0.001,1629995370,,2.77E+02,55.1424356
1375,356481.3333,258261,28.81593667,22.57249678,28.81595333,16.32899111,904.54225,1,1,1,1,1630020570,,7.25E+02,179.54225
1376,342563.8333,251997,27.26467,0,27.26467,27.26453667,782.5285648,1,0.001,1,1,1630024170,,7.72E+02,10.5285648
1377,341146,251230.6667,26.38786333,0,26.38776333,26.388,746.7196065,1,0.001,1,1,1630027770,,7.37E+02,9.7196065
1378,340495.3333,250362.3333,27.13093,0,27.13099667,27.13065,774.8694907,1,0.001,1,1,1630031370,,7.67E+02,7.8694907
1379,341638.1667,251779.5,27.11196333,0,27.111805,27.11210167,777.2935463,1,0.001,1,1,1630034970,,7.67E+02,10.2935463
1380,340466.3333,250810.6667,27.87686,0,27.87691667,27.87697833,807.4074861,1,0.001,1,1,1630038570,,7.99E+02,8.4074861
1381,341362.8333,251375.3333,27.94048833,0,27.94046833,27.94063167,809.8177407,1,0.001,1,1,1630042170,,8.01E+02,8.8177407
1382,341276.3333,251258.8333,27.88333667,0,27.88333667,27.88368833,810.2112824,1,0.001,1,1,1630045770,,7.99E+02,11.2112824
1383,341290.3333,251128.1667,27.77468667,0,27.77468667,27.77470833,803.2448935,1,0.001,1,1,1630049370,,7.94E+02,9.2448935
1384,341146.1667,251113.8333,27.62354167,0,27.62354167,27.62354167,798.0786157,1,0.001,1,1,1630052970,,7.88E+02,10.0786157
1385,342101,252083.5,26.93881667,0,26.93881667,26.93881667,769.9026157,1,0.001,1,1,1630056570,,7.60E+02,9.9026157
1386,339496.6667,249465.5,27.07480833,0,27.07480833,27.07480833,772.4822037,1,0.001,1,1,1630060170,,7.65E+02,7.4822037
1387,341044.6667,250868.8333,26.95658167,0,26.95658167,26.95658167,771.7189028,1,0.001,1,1,1630063770,,7.60E+02,11.7189028
1388,341305.5,251230,27.011495,0,27.011495,27.011675,771.6729028,1,0.001,1,1,1630067370,,7.62E+02,9.6729028
1389,334809.6667,264294.3333,27.853145,0,12.53391525,27.853145,693.0379954,1,0.001,1,1,1630070970,,5.55E+02,138.0379954
1390,306307.5,251432.5,29.49921333,0,0,29.49921333,643.9466343,1,0.001,0.001,1,1630074570,,6.11E+02,32.9466343
1391,306380.5,251042.3333,29.27001167,0,0,29.27001167,638.642088,1,0.001,0.001,1,1630078170,,6.05E+02,33.642088
1392,306380,251302,28.98466833,0,0,28.98450167,625.6728935,1,0.001,0.001,1,1630081770,,5.99E+02,26.6728935
1393,306307.8333,251186.1667,28.75465833,0,0,28.75479333,625.3552639,1,0.001,0.001,1,1630085370,,5.93E+02,32.3552639
1394,305179.6667,250044,28.576005,0,0,28.57625,617.2515509,1,0.001,0.001,1,1630088970,,5.89E+02,28.2515509
1395,311835.1667,264655.3333,18.38448472,0,0,18.38445417,460.6441111,1,0.001,0.001,1,1630092570,,3.35E+02,125.6441111
1399,352213.8333,251866.5,30.73001,0,30.73001,30.73001,916.8391991,1,0.001,1,1,1630106970,,8.95E+02,21.8391991
1400,336053.1667,251549.1667,28.706785,0,17.70246397,28.70669833,741.3980463,1,0.001,1,1,1630110570,,6.53E+02,88.3980463
1401,310069.1667,249725.8333,30.021455,0,0,30.021455,646.3565417,1,0.001,0.001,1,1630114170,,6.19E+02,27.3565417
1402,311732.6667,252055,29.86846167,0,0,29.868635,643.731662,1,0.001,0.001,1,1630117770,,6.16E+02,27.731662
1403,310098.3333,250332.6667,30.940785,0,0,30.940785,660.6705093,1,0.001,0.001,1,1630121370,,6.42E+02,18.6705093
1405,352430.5,251953.5,29.196135,0,29.196135,29.196135,842.0504907,1,0.001,1,1,1630128570,,8.33E+02,9.0504907
1406,351938.8333,251866.8333,28.261665,0,28.261665,28.261665,797.9026574,1,0.001,1,1,1630132170,,7.95E+02,2.9026574
1407,350521.3333,250463.3333,28.47327667,0,28.47327667,28.47327667,812.2346944,1,0.001,1,1,1630135770,,8.04E+02,8.2346944
1408,351939,252039.6667,28.39673,0,28.39673,28.397035,807.3070463,1,0.001,1,1,1630139370,,8.01E+02,6.3070463
1409,350666.1667,250637.1667,28.59559667,0,28.59559667,28.59559667,817.0376944,1,0.001,1,1,1630142970,,8.09E+02,8.0376944
1410,352503,252401.8333,28.60451667,0,28.60451667,28.60451667,814.2957963,1,0.001,1,1,1630146570,,8.09E+02,5.2957963
1411,351114.6667,251071.3333,28.416765,0,28.416765,28.416765,810.4268102,1,0.001,1,1,1630150170,,8.01E+02,9.4268102
1412,351432.6667,251591.1667,28.24007333,0,28.24023333,28.24023333,801.9969444,1,0.001,1,1,1630153770,,7.94E+02,7.9969444
1413,353761.6667,253631.3333,28.06531333,0,28.06527,28.06541,795.2101991,1,0.001,1,1,1630157370,,7.87E+02,8.2101991
1414,329471.1667,267491.5,1.488299667,0,29.76609167,29.76622333,658.8208843,1,0.001,1,1,1630160970,,6.11E+02,47.8208843
1415,309910.1667,249682.3333,0,0,30.01895667,30.01896,644.9649676,0.001,0.001,1,1,1630164570,,6.19E+02,25.9649676
1416,311009.8333,250911.3333,0,0,29.89861333,29.898775,645.2097037,0.001,0.001,1,1,1630168170,,6.16E+02,29.2097037
1417,310662.5,250492.3333,0,0,29.517055,29.51634333,639.8751111,0.001,0.001,1,1,1630171770,,6.07E+02,32.8751111
1418,310518,250303.8333,0,0,29.13451,29.13495833,627.5079815,0.001,0.001,1,1,1630175370,,5.97E+02,30.5079815
1423,327199.3333,253415,0,0,26,0,235.1458088,0.001,0.001,1,0.001,1630193370,,2.51E+02,15.8541912
1424,313845.8333,252025.3333,0,0,16.64,0,211.9955708,0.001,0.001,1,0.001,1630196970,,1.15E+02,96.9955708
1426,335402.6667,251924.3333,0,0,25,0,205.9035718,0.001,0.001,1,0.001,1630204170,,2.31E+02,25.0964282
1427,330787,247295,0,0,25,0,233.4159806,0.001,0.001,1,0.001,1630207770,,2.31E+02,2.4159806
1428,328949.8333,245529.6667,0,0,25,0,235.0559398,0.001,0.001,1,0.001,1630211370,,2.31E+02,4.0559398
1429,336429.1667,253052.5,0,0,25,0,235.4356685,0.001,0.001,1,0.001,1630214970,,2.31E+02,4.4356685
1430,334245.1667,251143.6667,0,0,25,0,233.9752606,0.001,0.001,1,0.001,1630218570,,2.31E+02,2.9752606
1431,331178,248177.3333,0,0,25,0,236.8438634,0.001,0.001,1,0.001,1630222170,,2.31E+02,5.8438634
1436,206569.5,177213,0,0,15.74146269,1.464274222,228.0734444,0.001,0.001,1,1,1630240170,,1.49E+02,79.0734444
1437,286168.8333,250984.1667,0,0,29.406745,0,326.6278472,0.001,0.001,1,0.001,1630243770,,3.13E+02,13.6278472
1438,284996.6667,249899,0,0,29.28539,0,327.9818935,0.001,0.001,1,0.001,1630247370,,3.11E+02,16.9818935
1439,285547.1667,250550,0,0,29.27125,0,322.6701759,0.001,0.001,1,0.001,1630250970,,3.11E+02,11.6701759
1446,325375.6667,256771.3333,21.32770689,5.816647333,29.08323667,2.908344,549.2387856,1,1,1,1,1630276170,,4.83E+02,66.2387856
1447,300303.8333,250419.5,29.22948333,0,29.22961833,0,638.2838565,1,0.001,1,0.001,1630279770,,6.09E+02,29.2838565
1448,330338,255961,30.8791,0,30.8791,13.895838,773.9913241,1,0.001,1,1,1630283370,,6.27E+02,146.9913241
1449,341797.1667,251071.1667,28.30167667,0,28.30184667,28.30219833,824.3842176,1,0.001,1,1,1630286970,,8.14E+02,10.3842176
1450,343619.8333,253096.8333,26.34457667,0,26.34442667,26.34446333,739.0692176,1,0.001,1,1,1630290570,,7.33E+02,6.0692176
1451,343648.8333,251172.5,26.00337667,0,26.00335833,26.003425,712.4547639,1,0.001,1,1,1630294170,,7.15E+02,2.5452361
1452,343157,251650,26.03022333,0,26.03022333,26.03018167,712.068912,1,0.001,1,1,1630297770,,7.18E+02,5.931088
1453,341478.5,251678.1667,26.19501667,0,26.19517333,26.19533167,724.5678241,1,0.001,1,1,1630301370,,7.29E+02,4.4321759
1454,343214.1667,253096.6667,26.86913833,0,26.86913167,26.869115,761.2110139,1,0.001,1,1,1630304970,,7.56E+02,5.2110139
1455,342215.8333,252184.8333,26.94401167,0,26.94401167,26.94391833,762.7416759,1,0.001,1,1,1630308570,,7.60E+02,2.7416759
1456,341898.5,251881,26.957755,0,26.95777833,26.95774,761.8311481,1,0.001,1,1,1630312170,,7.60E+02,1.8311481
1457,327792.3333,267071.3333,29.44109333,0,1.962739556,29.44109333,649.4959028,1,0.001,1,1,1630315770,,6.04E+02,45.4959028
1458,310909.1667,251215.6667,30.87089333,0,0,30.87089333,656.567875,1,0.001,0.001,1,1630319370,,6.40E+02,16.567875
1459,312080.6667,252228.5,31.28957167,0,0,31.28957167,668.2510556,1,0.001,0.001,1,1630322970,,6.50E+02,18.2510556
1460,312036.5,251982.8333,31.429335,0,0,31.429335,671.7074907,1,0.001,0.001,1,1630326570,,6.53E+02,18.7074907
1461,311473.1667,251446.5,31.315465,0,0,31.315465,665.1899167,1,0.001,0.001,1,1630330170,,6.50E+02,15.1899167
1462,313354.1667,252604.5,30.899875,0,0,30.899875,658.2345556,1,0.001,0.001,1,1630333770,,6.40E+02,18.2345556
1463,312095.1667,251808.8333,30.566455,0,0,30.566455,651.7740231,1,0.001,0.001,1,1630337370,,6.32E+02,19.7740231
1464,311834.6667,251678.6667,29.97091833,0,0,29.97091833,643.8537685,1,0.001,0.001,1,1630340970,,6.18E+02,25.8537685
1465,302921.6667,252706.3333,9.733421111,0,0,29.20026333,417.5364167,1,0.001,0.001,1,1630344570,,3.04E+02,113.5364167
1466,292072.5,251548.6667,0,0,0,30.33109333,337.700162,0.001,0.001,0.001,1,1630348170,,3.21E+02,16.700162
1469,277807,248004.3333,0,0,14.49295106,0,214.4553519,0.001,0.001,1,0.001,1630358970,,1.31E+02,83.4553519
1470,319212.8333,278645.6667,4.700671778,0,35.25503833,0,440.0932731,1,0.001,1,0.001,1630362570,,3.78E+02,62.0932731
1471,326692.3333,254181.3333,35.29189167,0,35.291705,1.76460425,765.5880046,1,0.001,1,1,1630366170,,7.36E+02,29.5880046
1472,354398.3333,253920.8333,30.69822667,0,30.69822667,30.69824833,911.7074491,1,0.001,1,1,1630369770,,8.94E+02,17.7074491
1473,360807,251461.3333,30.12891167,0,30.12875667,30.12930667,865.2790694,1,0.001,1,1,1630373370,,8.55E+02,10.2790694
1474,353747.5,274783.8333,29.95755833,0,12.48231597,29.95747,730.5165602,1,0.001,1,1,1630376970,,5.99E+02,131.5165602
1475,311328.3333,251389.1667,31.00378667,0,0,31.00398333,659.5052037,1,0.001,0.001,1,1630380570,,6.43E+02,16.5052037
1476,348162.3333,254977.3333,30.96186333,0,25.28552172,30.96186333,868.5371806,1,0.001,1,1,1630384170,,8.38E+02,30.5371806
1477,351215.3333,251056.1667,30.51675167,0,30.51675167,30.51675167,903.8339444,1,0.001,1,1,1630387770,,8.87E+02,16.8339444
1478,353183,253081.5,30.68878167,0,30.68878167,30.68878167,914.3615602,1,0.001,1,1,1630391370,,8.94E+02,20.3615602
1479,372063,255540.8333,29.84949667,21.234076,29.84949667,29.84949667,997.6481435,1,1,1,1,1630394970,,9.52E+02,45.6481435
1480,371788.3333,251534,29.89886333,25,29.89886333,29.89886333,1025.887005,1,1,1,1,1630398570,,1.02E+03,5.887005
1481,376026.6667,290551.8333,28.69810833,25,28.69810833,4.783018056,842.9648843,1,1,1,1,1630402170,,7.89E+02,53.9648843
1482,332870.1667,252807.1667,29.10874333,25,29.10874333,0,817.2063519,1,1,1,0.001,1630405770,,8.10E+02,7.2063519
1483,317433.3333,252850,29.92127667,11.30726667,29.92127667,0,726.7972176,1,1,1,0.001,1630409370,,6.13E+02,113.7972176
1484,306683.8333,251997,30.55597167,0,30.55603667,0,656.3929306,1,0.001,1,0.001,1630412970,,6.37E+02,19.3929306
1485,307060.1667,252054.5,30.46092833,0,30.46092833,0,653.0193472,1,0.001,1,0.001,1630416570,,6.34E+02,19.0193472
1486,305931.1667,250984.1667,30.14750667,0,30.14731167,0,648.5128519,1,0.001,1,0.001,1630420170,,6.27E+02,21.5128519
1487,307726,252430.8333,29.898655,0,29.898655,0,644.2179861,1,0.001,1,0.001,1630423770,,6.20E+02,24.2179861
1488,339410,261280,29.7597,0,29.7597,0,635.1663889,1,0.001,1,0.001,1630425600,,5.95E+02,40.1663889
