,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos,ts,Fcw_ypred
689,484983.3333,374812.6667,27.6,27.6,27.6,27.6,986.0236574,1,1,1,1,1596014970,9.94E+02
690,530200,423712.1667,27.01333333,27.01333333,27.01333333,27.01333333,966.8102778,1,1,1,1,1596018570,9.70E+02
691,585983.3333,481453.1667,26.8,26.8,26.8,26.8,951.8519907,1,1,1,1,1596022170,9.64E+02
692,585583.3333,481090.6667,26.8,26.8,26.8,26.8,951.3378241,1,1,1,1,1596025770,9.64E+02
693,474816.6667,370254.8333,28.30041833,28.30041833,7.568660444,28.32041833,855.9503241,1,1,1,1,1596029370,7.88E+02
694,420283.3333,320486,28.40897333,28.40897333,0,28.40897333,807.3655093,1,1,0.001,1,1596032970,8.02E+02
695,426500,349190,28.736255,28.736255,0,12.45237717,703.1000463,1,1,0.001,1,1596036570,5.70E+02
696,423366.6667,363340.3333,28.98201667,28.98201667,0,0,609.5095833,1,1,0.001,0.001,1596040170,5.94E+02
697,467383.3333,407205.1667,28.95216167,28.95216167,0,0,608.6693056,1,1,0.001,0.001,1596043770,5.93E+02
698,523000,462804,28.94309167,28.94309167,0,0,606.5704167,1,1,0.001,0.001,1596047370,5.93E+02
699,535000,474711,28.55693167,28.55739667,0,0,595.4537037,1,1,0.001,0.001,1596050970,5.83E+02
702,492333.3333,437746.1667,7.164530917,12.282053,13.30555742,0,488.9224074,1,1,1,0.001,1596061770,4.20E+01
703,424833.3333,324609.1667,31.65208667,31.65208667,31.65208667,0,930.5578241,1,1,1,0.001,1596065370,9.32E+02
704,428633.3333,328574.5,30.80401,30.80401,30.80401,0,889.5730093,1,1,1,0.001,1596068970,8.99E+02
705,426966.6667,327099,30.719945,30.719945,30.719945,0,892.9742593,1,1,1,0.001,1596072570,8.96E+02
706,444883.3333,344965.5,31.39567833,31.39567833,31.39567833,0,915.2320833,1,1,1,0.001,1596076170,9.22E+02
707,453433.3333,334823.6667,30.87212,30.87206167,30.87227667,18.523237,1017.266528,1,1,1,1,1596079770,8.90E+02
708,441350,310981.6667,29.56549333,29.56573333,29.565145,29.56593167,1036.058333,1,1,1,1,1596083370,1.05E+03
709,441300,311139.3333,29.33755,29.33700167,29.337075,29.33757167,1023.153287,1,1,1,1,1596086970,1.04E+03
710,452566.6667,322801,29.38223333,29.38283167,29.38277,29.38272,1025.528287,1,1,1,1,1596090570,1.05E+03
711,446483.3333,316319.8333,29.36683333,29.36680167,29.36702,29.36713833,1028.321343,1,1,1,1,1596094170,1.04E+03
712,457000,330497.6667,28.75220833,28.74995833,28.75229167,28.75337667,1006.851481,1,1,1,1,1596097770,1.02E+03
713,445216.6667,333160.3333,27.37547333,27.374925,27.37576833,27.37509667,970.2172685,1,1,1,1,1596101370,9.75E+02
714,464700,357436.3333,26.90958833,27.132215,27.111525,27.111525,966.0613889,1,1,1,1,1596104970,9.71E+02
715,507733.3333,402503.1667,27.00588667,27.00573,27.00581167,27.005815,969.982037,1,1,1,1,1596108570,9.74E+02
716,534733.3333,429962.6667,26.85065167,26.85449667,26.844865,26.84498,960.6462037,1,1,1,1,1596112170,9.66E+02
717,544816.6667,438715,27.00211667,27.00184667,27.00234333,27.00195,966.8568056,1,1,1,1,1596115770,9.71E+02
718,532516.6667,426114.5,27.00166667,27.00140167,27.00131167,27.00136667,962.4566204,1,1,1,1,1596119370,9.70E+02
719,492516.6667,386082,27.00168167,27.00147667,27.00187,27.00176167,966.270787,1,1,1,1,1596122970,9.70E+02
720,425600,328110,29.82040167,29.82750333,29.83624667,6.960959444,921.8569444,1,1,1,1,1596126570,8.64E+02
721,412800,324740.3333,29.525895,29.156375,29.157175,0,861.8687037,1,1,1,0.001,1596130170,8.58E+02
722,437350,354890.5,28.37319667,28.24783167,28.276405,0,826.37875,1,1,1,0.001,1596133770,8.29E+02
723,436300,353992,28.12295,28.10254833,28.10473,0,822.1122222,1,1,1,0.001,1596137370,8.22E+02
727,436400,356047.5,31.324975,31.31865833,20.87966222,0,817.5295833,1,1,1,0.001,1596151770,8.01E+02
728,416300,318055.3333,31.40385333,31.39446,31.39556833,0,921.6439352,1,1,1,0.001,1596155370,9.25E+02
729,423016.6667,322163.8333,31.86587167,31.865775,31.86559667,0,937.7478704,1,1,1,0.001,1596158970,9.39E+02
730,453500,350883.1667,31.90413833,31.96064667,31.97262667,0,946.1651852,1,1,1,0.001,1596162570,9.40E+02
731,458966.6667,338251.8333,31.132975,31.08235667,31.06637,19.71782422,1037.505,1,1,1,1,1596166170,9.37E+02
732,445116.6667,309287.8333,30.364475,30.36332833,30.363065,30.36359,1070.710231,1,1,1,1,1596169770,1.09E+03
733,474016.6667,344965.1667,29.40985333,29.44208,29.28895833,29.27636833,1024.928194,1,1,1,1,1596173370,1.05E+03
734,464016.6667,342187.3333,28.82033333,28.81071333,28.913425,28.92995333,1023.162269,1,1,1,1,1596176970,1.04E+03
735,460483.3333,344560,28.512095,28.51095833,28.55903833,28.53388833,1026.638333,1,1,1,1,1596180570,1.03E+03
736,452466.6667,329485.1667,29.421955,29.482575,29.48229,29.49538833,1055.704028,1,1,1,1,1596184170,1.07E+03
737,443566.6667,317318.3333,29.80829167,29.81553,29.81795167,29.81435,1069.293287,1,1,1,1,1596187770,1.08E+03
738,447450,318850.5,29.7457,29.77856667,29.65283333,29.63251167,1072.077222,1,1,1,1,1596191370,1.07E+03
739,450600,331930.8333,28.504685,28.507665,28.51722167,28.408555,1023.53625,1,1,1,1,1596194970,1.02E+03
740,458316.6667,350665,27.19499167,27.21673667,27.09225833,27.07795,981.0677315,1,1,1,1,1596198570,9.75E+02
741,445050,331192,27.752925,27.752595,27.75463333,12.02798928,840.4182407,1,1,1,1,1596202170,7.45E+02
742,444966.6667,347106,27.25596,27.208835,27.20735833,0,750.0978704,1,1,1,0.001,1596205770,7.56E+02
743,468350,391204.1667,27.891555,12.55145175,27.89554167,0,667.8002778,1,1,1,0.001,1596209370,5.48E+02
744,490933.3333,426722.1667,28.92361333,0,28.923215,0,611.0934259,1,0.001,1,0.001,1596212970,5.88E+02
745,497316.6667,433015,28.94864167,0,28.94976167,0,611.2244907,1,0.001,1,0.001,1596216570,5.89E+02
746,437016.6667,375361.8333,28.18610167,0,28.18920833,0,593.8524074,1,0.001,1,0.001,1596220170,5.73E+02
747,410933.3333,350896.5,27.44793167,0,27.44587,0,577.1780556,1,0.001,1,0.001,1596223770,5.56E+02
748,427183.3333,367028.8333,27.11273833,0,27.11152,0,566.2857407,1,0.001,1,0.001,1596227370,5.47E+02
749,440300,377213.8333,28.096015,2.340394028,28.0831,0,596.1756481,1,1,1,0.001,1596230970,5.69E+02
750,428366.6667,328285.3333,30.61229,30.61157,30.61051667,0,887.2379167,1,1,1,0.001,1596234570,8.91E+02
751,425450,334173,28.91110667,28.90316833,28.84144833,0,844.6,1,1,1,0.001,1596238170,8.37E+02
752,420183.3333,334939,27.98216167,28.09935,28.09036667,0,809.2514352,1,1,1,0.001,1596241770,8.14E+02
753,428100,341030,28.378235,28.37864167,28.36741167,0,822.8630093,1,1,1,0.001,1596245370,8.24E+02
754,430183.3333,343735.6667,28.86312833,28.86103333,28.86064667,0,841.6010648,1,1,1,0.001,1596248970,8.44E+02
755,436850,348538,29.21467167,29.19269,29.18164167,0,852.2342593,1,1,1,0.001,1596252570,8.54E+02
756,443966.6667,352458.6667,29.923145,29.95136667,29.959515,0,874.7112963,1,1,1,0.001,1596256170,8.79E+02
757,453166.6667,351662.6667,30.92149667,30.97326,30.95229,2.982104667,924.3803704,1,1,1,1,1596259770,9.02E+02
758,451300,328096,29.10750833,29.10942333,29.109465,29.13996,1038.850787,1,1,1,1,1596263370,1.05E+03
759,451066.6667,324754,29.53924,29.53646333,29.53934833,29.53998833,1057.956574,1,1,1,1,1596266970,1.06E+03
760,447866.6667,319661.1667,29.78817667,29.774445,29.77275833,29.78847167,1060.858472,1,1,1,1,1596270570,1.07E+03
761,449933.3333,317201.8333,30.30016,30.29994667,30.335765,30.33833167,1082.568333,1,1,1,1,1596274170,1.09E+03
762,479133.3333,351273,29.60497833,29.60576833,29.63282833,29.65843333,1061.377083,1,1,1,1,1596277770,1.06E+03
763,484566.6667,366174.5,28.406995,28.39430667,28.38253167,28.54426667,1012.6625,1,1,1,1,1596281370,1.02E+03
764,459150,344936,28.26662333,27.69641333,27.71892,27.71837667,993.454213,1,1,1,1,1596284970,9.97E+02
765,448850,336748.6667,27.79683167,27.48868667,27.50373,27.50373,981.9114352,1,1,1,1,1596288570,9.87E+02
766,450500,324190.1667,28.00687,28.00338667,28.00337333,25.2082365,939.7743056,1,1,1,1,1596292170,9.22E+02
767,455333.3333,379875.8333,3.774244444,32.378305,32.39793,0,705.0251852,1,1,1,0.001,1596295770,6.63E+02
768,457116.6667,397150,0,32.08196,32.08188333,0,682.6857407,0.001,1,1,0.001,1596299370,6.69E+02
769,442466.6667,382321,0,32.12016667,32.12069833,0,681.1215741,0.001,1,1,0.001,1596302970,6.69E+02
770,434116.6667,374030.5,0,32.07164667,32.07303667,0,681.1116204,0.001,1,1,0.001,1596306570,6.68E+02
771,425933.3333,361993.8333,0,31.216235,31.18392,0,661.3665278,0.001,1,1,0.001,1596310170,6.44E+02
775,408783.3333,319184.1667,0,0,27,0,256.0335185,0.001,0.001,1,0.001,1596324570,2.54E+02
776,390200,332031.5,0,0,27.00119833,0,279.2662037,0.001,0.001,1,0.001,1596328170,2.73E+02
777,430050,358233.1667,0,0,25.41127167,0,225.0439815,0.001,0.001,1,0.001,1596331770,2.45E+02
778,443750,365162.6667,0,0,25,0,239.792963,0.001,0.001,1,0.001,1596335370,2.34E+02
779,444333.3333,365206.1667,0,0,25,0,242.9525463,0.001,0.001,1,0.001,1596338970,2.34E+02
780,456483.3333,377242.3333,0,0,25,0,240.0511111,0.001,0.001,1,0.001,1596342570,2.34E+02
781,467683.3333,388382.3333,0,0,25,0,242.3533796,0.001,0.001,1,0.001,1596346170,2.34E+02
782,483116.6667,403429.1667,0,0,25,0,242.028287,0.001,0.001,1,0.001,1596349770,2.33E+02
783,472166.6667,407523.6667,0,0,25.86728333,0,260.4299537,0.001,0.001,1,0.001,1596353370,2.55E+02
784,397783.3333,319083.5,0,0,27,0,268.6773148,0.001,0.001,1,0.001,1596356970,2.61E+02
785,391983.3333,313338.5,0,0,27,0,266.9758333,0.001,0.001,1,0.001,1596360570,2.61E+02
786,423416.6667,352271.6667,0,0,25.37766,0,254.3191667,0.001,0.001,1,0.001,1596364170,2.45E+02
787,439750,370399,0,0,25,0,248.2829167,0.001,0.001,1,0.001,1596367770,2.41E+02
788,448383.3333,379210.3333,0,0,25,0,251.2293056,0.001,0.001,1,0.001,1596371370,2.41E+02
789,448333.3333,379224.1667,0,0,25,0,247.8769444,0.001,0.001,1,0.001,1596374970,2.41E+02
790,442183.3333,372612.8333,0,0,25,0,249.0647685,0.001,0.001,1,0.001,1596378570,2.41E+02
791,439950,372626.6667,0,0,23.36111111,0,245.6410185,0.001,0.001,1,0.001,1596382170,2.20E+02
798,472233.3333,398003.5,16.138355,22.41438194,25.55239542,0,649.8845833,1,1,1,0.001,1596407370,5.17E+02
799,417300,318099.3333,27.25148667,27.25148667,27.25148667,0,745.3312037,1,1,1,0.001,1596410970,7.54E+02
800,455766.6667,359216,27.12521,27.12521,27.12521,0,745.1094907,1,1,1,0.001,1596414570,7.54E+02
801,469766.6667,375796,27.48831167,27.48831167,27.48831167,1.832554111,770.0969444,1,1,1,1,1596418170,7.75E+02
802,455733.3333,337094.6667,27.93037,27.93037,27.93037,27.93037,983.2856019,1,1,1,1,1596421770,9.89E+02
803,447650,333521.6667,27.73612333,27.73612333,27.73612333,27.73612333,983.2847222,1,1,1,1,1596425370,9.91E+02
804,464783.3333,325838.1667,30.386235,30.386235,30.386235,30.386235,1062.675926,1,1,1,1,1596428970,1.08E+03
805,468300,318243.1667,31.34713667,31.34713667,31.34713667,31.34713667,1086.621389,1,1,1,1,1596432570,1.11E+03
806,467633.3333,317678.8333,31.294515,31.294515,31.294515,31.294515,1087.571019,1,1,1,1,1596436170,1.11E+03
807,458783.3333,309042.6667,31.28252,31.28252,31.28252,31.28252,1086.919028,1,1,1,1,1596439770,1.11E+03
808,475266.6667,325275.3333,30.99103,30.99103,30.99103,30.99103,1061.035324,1,1,1,1,1596443370,1.09E+03
809,486400,336444.5,30.86525833,30.86525833,30.86525833,30.86525833,1060.995139,1,1,1,1,1596446970,1.08E+03
810,472483.3333,322439.6667,30.85541833,30.85541833,30.85541833,30.85541833,1055.655139,1,1,1,1,1596450570,1.08E+03
811,471233.3333,321296.5,30.72112,30.72112,30.72112,30.72112,1053.37625,1,1,1,1,1596454170,1.07E+03
812,473366.6667,323393.5,30.68216333,30.68216333,30.68216333,30.68216333,1046.489769,1,1,1,1,1596457770,1.07E+03
813,472116.6667,322222.1667,30.59473833,30.59473833,30.59473833,30.59473833,1044.436574,1,1,1,1,1596461370,1.06E+03
814,507533.3333,394965.8333,31.08531667,31.08531667,2.072354444,31.08531667,918.3383796,1,1,1,1,1596464970,8.89E+02
815,487133.3333,377097.8333,30.89607,30.89607,0,30.89607,892.8889815,1,1,0.001,1,1596468570,8.86E+02
816,434150,324391.8333,30.74831667,30.74831667,0,30.74831667,885.1627315,1,1,0.001,1,1596472170,8.80E+02
817,421400,311559,30.55371,30.55371,0,30.55371,874.3450926,1,1,0.001,1,1596475770,8.72E+02
818,398566.6667,318866.1667,3.165434611,7.235279111,0,27.13229667,378.1689815,1,1,0.001,1,1596479370,2.63E+02
823,513733.3333,413325.3333,29.890085,28.89374883,0,29.890085,849.60875,1,1,0.001,1,1596497370,8.48E+02
824,426733.3333,326823,28.90034,28.90034,0,28.90034,820.6377778,1,1,0.001,1,1596500970,8.22E+02
825,474033.3333,331003.6667,32.81906,32.81906,26.255248,32.81906,1122.452917,1,1,1,1,1596504570,1.11E+03
826,462350,320268.6667,31.20512833,31.20512833,31.20512833,31.205205,1099.967176,1,1,1,1,1596508170,1.12E+03
827,459283.3333,329370.6667,29.636465,29.636465,29.636465,29.636465,1041.191019,1,1,1,1,1596511770,1.06E+03
828,458450,328343.5,29.68264667,29.68264667,29.68264667,29.68264667,1048.329907,1,1,1,1,1596515370,1.06E+03
829,456133.3333,326028.3333,29.65170333,29.65170333,29.65170333,29.65170333,1034.593843,1,1,1,1,1596518970,1.06E+03
830,448800,318649.3333,29.572805,29.572805,29.572805,29.572805,1032.234167,1,1,1,1,1596522570,1.06E+03
831,446100,316246.8333,29.48063333,29.48063333,29.48063333,29.48063333,1034.039398,1,1,1,1,1596526170,1.05E+03
832,456733.3333,326692.3333,29.46331833,29.46331833,29.46331833,29.46331833,1027.880509,1,1,1,1,1596529770,1.05E+03
833,452833.3333,322757.3333,29.33838333,29.33838333,29.33838333,29.33838333,1026.037315,1,1,1,1,1596533370,1.04E+03
834,442633.3333,312659.1667,29.13771833,29.13771833,29.13771833,29.13771833,1013.410231,1,1,1,1,1596536970,1.03E+03
835,444566.6667,314539.5,29.10124333,29.10124333,29.10124333,29.10124333,1010.212963,1,1,1,1,1596540570,1.03E+03
836,451916.6667,328399.1667,29.07071333,29.07064,24.22553333,29.07064,977.839213,1,1,1,1,1596544170,9.62E+02
837,452083.3333,361863.8333,28.96856833,28.96856833,0,28.96856833,847.0439815,1,1,0.001,1,1596547770,8.42E+02
838,449066.6667,359057.1667,28.76742333,28.76742333,0,28.76742333,836.0225463,1,1,0.001,1,1596551370,8.34E+02
839,482450,392216.8333,28.59014167,28.59014167,0,28.59014167,830.611713,1,1,0.001,1,1596554970,8.27E+02
840,452850,360445.5,27.99298667,27.99298667,0,27.99298667,801.8014815,1,1,0.001,1,1596558570,7.99E+02
841,437983.3333,375535,28.32004833,28.32004833,0,1.888003222,607.3502778,1,1,0.001,1,1596562170,5.75E+02
842,454333.3333,394314.3333,28.412095,28.412095,0,0,591.9918056,1,1,0.001,0.001,1596565770,5.80E+02
843,465200,404919.1667,28.16830833,28.16830833,0,0,585.7911574,1,1,0.001,0.001,1596569370,5.74E+02
844,440750,377704.8333,20.22407217,22.287753,0,0,492.4733333,1,1,0.001,0.001,1596572970,3.86E+02
848,419333.3333,329196.6667,30.008565,30.008565,0,30.008565,895.0944444,1,1,0.001,1,1596587370,8.83E+02
849,417516.6667,327748.8333,29.93321333,29.93321333,0,29.93321333,892.9964815,1,1,0.001,1,1596590970,8.81E+02
850,422700,332682.6667,29.79296,29.79296,0,29.79296,887.4404167,1,1,0.001,1,1596594570,8.75E+02
851,420550,330658,29.74666667,29.74666667,0,29.74666667,882.1912963,1,1,0.001,1,1596598170,8.73E+02
852,429233.3333,339062.3333,29.788815,29.788815,0,29.788815,891.4186574,1,1,0.001,1,1596601770,8.75E+02
853,450000,359636.8333,29.787075,29.787075,0,29.787075,887.9439815,1,1,0.001,1,1596605370,8.74E+02
854,452966.6667,363151.8333,29.79339167,29.79339167,0,29.79339167,886.7700463,1,1,0.001,1,1596608970,8.75E+02
855,464183.3333,374175.5,29.75140667,29.75140667,0,29.75140667,889.6580556,1,1,0.001,1,1596612570,8.74E+02
856,465700,375651.6667,29.88625833,29.88625833,0,29.88625833,894.7105093,1,1,0.001,1,1596616170,8.79E+02
857,444266.6667,354296.5,29.91019,29.91019,0,29.91019,893.6788426,1,1,0.001,1,1596619770,8.80E+02
858,441350,351142.3333,29.86060667,29.86060667,0,29.86060667,891.0500926,1,1,0.001,1,1596623370,8.77E+02
859,441283.3333,350970,29.83507167,29.83507167,0,29.83507167,886.9388426,1,1,0.001,1,1596626970,8.76E+02
860,485666.6667,395587.5,29.80005,29.80005,0,29.80005,885.2776852,1,1,0.001,1,1596630570,8.75E+02
861,544050,454137.8333,29.77508333,29.77508333,0,29.77508333,890.1201852,1,1,0.001,1,1596634170,8.75E+02
862,577866.6667,487819.1667,29.78995833,29.78995833,0,29.78995833,882.8717593,1,1,0.001,1,1596637770,8.75E+02
863,474700,384071.5,28.82180667,28.82180667,0,28.82180667,847.6546296,1,1,0.001,1,1596641370,8.35E+02
864,420483.3333,359346.5,28.950815,1.44754075,0,28.950815,632.1353241,1,1,0.001,1,1596644970,5.92E+02
865,388633.3333,328994.8333,29.23940833,0,0,29.23940833,625.935463,1,0.001,0.001,1,1596648570,6.00E+02
866,389250,329255,29.18284333,0,0,29.18284333,625.0583333,1,0.001,0.001,1,1596652170,5.99E+02
867,409066.6667,348755.8333,28.903825,0,0,28.903825,617.4658796,1,0.001,0.001,1,1596655770,5.92E+02
870,525583.3333,467332,23.75786942,0,6.065839,29.31822183,618.874213,1,0.001,1,1,1596666570,5.34E+02
871,416250,326287.8333,29.81931667,0,29.81923667,29.81931667,883.3062963,1,0.001,1,1,1596670170,8.76E+02
872,411933.3333,314337,31.06617167,0,31.06617167,31.06617167,924.35125,1,0.001,1,1,1596673770,9.13E+02
873,435950,329601.3333,30.99177333,7.747943333,30.99177333,30.99177333,968.1064815,1,1,1,1,1596677370,8.96E+02
874,434266.6667,314207.6667,28.714325,28.714325,28.714325,28.714325,1019.643426,1,1,1,1,1596680970,1.03E+03
875,438683.3333,318691.3333,28.50123,28.50123,28.50123,28.50123,1007.797778,1,1,1,1,1596684570,1.02E+03
876,447200,327170.8333,28.54989167,28.54989167,28.54989167,28.54988333,1012.320278,1,1,1,1,1596688170,1.02E+03
877,448116.6667,328197.1667,28.52118167,28.52118167,28.52118167,28.52118167,1010.873194,1,1,1,1,1596691770,1.02E+03
878,452333.3333,332393,28.54687833,28.54687833,28.54688667,28.54687833,1010.660787,1,1,1,1,1596695370,1.02E+03
879,446766.6667,326736.1667,28.583565,28.583565,28.583565,28.583565,1012.67875,1,1,1,1,1596698970,1.02E+03
880,444800,325028.1667,28.61730667,28.61730667,28.61730667,28.61730667,1015.658935,1,1,1,1,1596702570,1.03E+03
881,442366.6667,322265.3333,28.59980667,28.59980667,28.59980667,28.59980667,1015.310185,1,1,1,1,1596706170,1.03E+03
882,454233.3333,334332.1667,28.700935,28.700935,28.700935,28.700935,1018.444352,1,1,1,1,1596709770,1.03E+03
883,446000,325868.5,28.72768333,28.72768333,28.72768333,28.72768333,1025.018333,1,1,1,1,1596713370,1.03E+03
884,443833.3333,323741.6667,28.75822833,28.75822833,28.75822833,28.75822833,1018.120972,1,1,1,1,1596716970,1.03E+03
885,452700,332654.1667,28.760395,28.760395,28.760395,28.760395,1019.199398,1,1,1,1,1596720570,1.04E+03
886,483116.6667,362746,28.74549833,28.74549833,28.74549833,28.74549833,1018.37,1,1,1,1,1596724170,1.03E+03
887,486750,374508.8333,28.16637,20.655338,28.16637,28.16637,951.6808333,1,1,1,1,1596727770,8.80E+02
888,445100,355122.3333,27.71809167,0,27.71809167,27.71809167,799.408287,1,0.001,1,1,1596731370,7.92E+02
889,414233.3333,324219.1667,27.62744,0,27.62744,27.62744,797.6576852,1,0.001,1,1,1596734970,7.88E+02
890,414683.3333,324914,27.48236833,0,27.48236833,27.48236833,788.2512963,1,0.001,1,1,1596738570,7.83E+02
891,421983.3333,332249.3333,27.29877167,0,27.29877167,27.29877167,784.88,1,0.001,1,1,1596742170,7.75E+02
894,525450,463412,31.10458833,0,11.40501572,22.81003144,630.6364815,1,0.001,1,1,1596752970,5.38E+02
895,454300,364192,29.78668833,0,29.78668833,29.78668833,892.3694444,1,0.001,1,1,1596756570,8.75E+02
896,439183.3333,349219.1667,29.75348167,0,29.75348167,29.75341667,886.3865741,1,0.001,1,1,1596760170,8.74E+02
897,444683.3333,354672.3333,29.83884333,0,29.83884333,29.83884333,889.7430093,1,0.001,1,1,1596763770,8.77E+02
898,456266.6667,366551.8333,29.77432333,0,29.77463,29.77432333,892.7381019,1,0.001,1,1,1596767370,8.75E+02
899,460233.3333,370313.5,29.74289333,0,29.74289333,29.74289333,888.007037,1,0.001,1,1,1596770970,8.73E+02
900,471600,374378.3333,29.590125,6.9043625,29.590125,29.590125,921.6641204,1,1,1,1,1596774570,8.55E+02
901,441550,321397.8333,28.96405167,28.96405167,28.96405167,28.96405167,1035.140185,1,1,1,1,1596778170,1.05E+03
902,440016.6667,319849.6667,28.80058,28.80058,28.80058,28.80058,1029.674907,1,1,1,1,1596781770,1.04E+03
903,448300,328285,28.82124167,28.82124167,28.82124167,28.82124167,1030.201759,1,1,1,1,1596785370,1.04E+03
904,450100,329876.6667,28.83650833,28.83650833,28.83650833,28.83650833,1027.256667,1,1,1,1,1596788970,1.04E+03
905,450450,330267.3333,28.77640667,28.77640667,28.77640667,28.77640667,1021.452361,1,1,1,1,1596792570,1.04E+03
906,441416.6667,321528,28.74223833,28.742245,28.74223833,28.742245,1022.797778,1,1,1,1,1596796170,1.03E+03
907,453333.3333,333029.1667,28.76350833,28.76350833,28.76361667,28.76350833,1022.12213,1,1,1,1,1596799770,1.03E+03
908,490883.3333,370934.1667,28.82448667,28.82448667,28.82448667,28.82448667,1023.69713,1,1,1,1,1596803370,1.04E+03
909,529550,409505.3333,28.86487,28.86487,28.86487,28.86487,1025.006435,1,1,1,1,1596806970,1.04E+03
910,485550,365394.3333,28.75146667,28.75146667,28.75146667,28.75146667,1022.904954,1,1,1,1,1596810570,1.03E+03
911,415900,319502.1667,6.320152944,29.16993667,29.16993667,29.16993667,894.6959722,1,1,1,1,1596814170,8.39E+02
912,414366.6667,347655.8333,0,30.961925,7.224449167,30.961925,729.9233796,0.001,1,1,1,1596817770,6.36E+02
913,406550,346628.6667,0,31.76854167,0,31.76854167,677.426713,0.001,1,0.001,1,1596821370,6.61E+02
914,404933.3333,344646.6667,0,31.81425167,0,31.81425167,676.1790278,0.001,1,0.001,1,1596824970,6.62E+02
915,419833.3333,359939.5,0,31.84202,0,31.84202,676.5944907,0.001,1,0.001,1,1596828570,6.63E+02
916,434433.3333,400130.1667,0,3.498230556,0,29.98483333,383.9841667,0.001,1,0.001,1,1596832170,3.19E+02
917,422900,392998.5,0,0,0,29.488335,336.72,0.001,0.001,0.001,1,1596835770,3.15E+02
918,468366.6667,413672.1667,0,26.60228142,0,31.29680167,606.8575926,0.001,1,0.001,1,1596839370,5.97E+02
919,462066.6667,402300.3333,0,32.184915,0,32.184915,684.4238889,0.001,1,0.001,1,1596842970,6.71E+02
920,468633.3333,408535.6667,0,31.92085167,0,31.92085167,679.7345833,0.001,1,0.001,1,1596846570,6.65E+02
921,467700,389540,0,30.543235,17.81688708,30.543235,785.367963,0.001,1,1,1,1596850170,7.24E+02
922,440083.3333,347771.6667,0,27.11435833,27.11435833,27.11435833,757.6447685,0.001,1,1,1,1596853770,7.62E+02
923,451016.6667,354847,0,27.99437833,27.99437833,27.99437833,783.5922685,0.001,1,1,1,1596857370,7.91E+02
924,446316.6667,346267,0,28.443395,28.443395,28.443395,803.975,0.001,1,1,1,1596860970,8.03E+02
925,443400,343605,0,28.35900833,28.35900833,28.35900833,799.7174074,0.001,1,1,1,1596864570,8.00E+02
926,445066.6667,344920.8333,0,28.44871333,28.44871333,28.44871333,798.6719907,0.001,1,1,1,1596868170,8.03E+02
927,443016.6667,343142.1667,0,28.52406833,28.52391667,28.52406833,804.8451852,0.001,1,1,1,1596871770,8.06E+02
928,439616.6667,339468,0,28.53959667,28.53959667,28.53959667,807.9044907,0.001,1,1,1,1596875370,8.06E+02
929,429466.6667,329731.5,0,28.11303667,28.11303667,28.11303667,784.9491204,0.001,1,1,1,1596878970,7.89E+02
930,440200,340191.3333,0,28.26371,28.26371,28.26371,792.4020833,0.001,1,1,1,1596882570,7.95E+02
931,447550,347974.3333,0,28.44950667,28.44950667,28.44950667,799.2937037,0.001,1,1,1,1596886170,8.04E+02
932,469216.6667,369516.8333,0,29.02857167,29.02857167,29.02857167,825.9149074,0.001,1,1,1,1596889770,8.27E+02
933,484950,399407.1667,0,14.99642192,27.26622167,27.265815,669.5584722,0.001,1,1,1,1596893370,5.21E+02
934,465350,405266.5,0,0,27.59366,27.59366,585.8151389,0.001,0.001,1,1,1596896970,5.60E+02
935,416700,356668.5,0,0,27.5044,27.5044,588.4641204,0.001,0.001,1,1,1596900570,5.57E+02
936,450800,390799.1667,0,0,27.40304,27.40304,586.3261111,0.001,0.001,1,1,1596904170,5.55E+02
937,481050,420920.1667,0,0,27.16983167,27.17015333,577.2874537,0.001,0.001,1,1,1596907770,5.49E+02
938,474566.6667,413079.1667,0,0,27.00653333,27.006645,570.0668056,0.001,0.001,1,1,1596911370,5.43E+02
939,402750,341174.3333,0,0,26.12884856,27.02984333,567.3969444,0.001,0.001,1,1,1596914970,5.32E+02
943,473083.3333,416464,0,0,0,19.11166067,198.904213,0.001,0.001,0.001,1,1596929370,1.68E+02
944,409600,326938.6667,0,0,0,28.000065,285.7665741,0.001,0.001,0.001,1,1596932970,2.72E+02
945,412533.3333,329586.1667,0,0,0,28.00031,284.8712963,0.001,0.001,0.001,1,1596936570,2.72E+02
946,425150,345080.5,0,0,0,26.80290333,253.3886574,0.001,0.001,0.001,1,1596940170,2.58E+02
947,459400,359071.6667,0,0,0,28,271.6037963,0.001,0.001,0.001,1,1596943770,2.61E+02
948,509533.3333,409288,0,0,0,28,272.5071759,0.001,0.001,0.001,1,1596947370,2.61E+02
949,475666.6667,375463.5,0,0,0,28,273.3120833,0.001,0.001,0.001,1,1596950970,2.61E+02
950,452483.3333,358493.8333,0,0,0,28.00007333,276.1008796,0.001,0.001,0.001,1,1596954570,2.65E+02
