,ts,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos
16830,1626075870,423467,331336.3333,0,25.42551,25.42551,0,478.6684259,0.001,1,1,0.001
16860,1626079470,436400.3333,354108.3333,0,0,25.0003,0,233.6094296,0.001,0.001,1,0.001
16890,1626081270,351620.3333,266290,0,0,25,0,230.9108815,0.001,0.001,1,0.001
16920,1626083070,385012,299420.6667,0,0,25,0,55.09049538,0.001,0.001,1,0.001
16950,1626084870,468056.6667,382551.6667,0,0,25,0,88.5365574,0.001,0.001,1,0.001
16980,1626086670,525087,439323,0,0,25,0,233.7302759,0.001,0.001,1,0.001
17010,1626088470,474016.3333,387210,0,0,25,0,234.2112556,0.001,0.001,1,0.001
17040,1626090270,399218.6667,313079,0,0,25,0,230.4323639,0.001,0.001,1,0.001
17070,1626092070,366927.6667,281133.6667,0,0,25,0,229.7849306,0.001,0.001,1,0.001
17100,1626093870,349536.3333,263455,0,0,25,0,232.430187,0.001,0.001,1,0.001
17130,1626095670,336111.3333,250056.6667,0,0,25,0,230.4740611,0.001,0.001,1,0.001
17160,1626097470,326592.3333,240712.3333,0,0,25,0,202.841213,0.001,0.001,1,0.001
17190,1626099270,369879,283651.3333,0,0,25,0,148.6314389,0.001,0.001,1,0.001
17220,1626101070,427112.6667,341059.3333,0,0,25,0,172.2851213,0.001,0.001,1,0.001
17250,1626102870,492795,406915.6667,0,0,25,0,231.3789963,0.001,0.001,1,0.001
17310,1626104670,545978.3333,460416.3333,0,0,25,0,233.4912528,0.001,0.001,1,0.001
17790,1626133470,379398,289757,0,0,25.93333333,0,244.969662,0.001,0.001,1,0.001
17850,1626137070,307176,266984.3333,0,0,25.00201333,25.00160333,547.9827408,0.001,0.001,1,1
17880,1626140670,332494.6667,252343.3333,0,27.72749,27.72749,27.72749,814.818287,0.001,1,1,1
17910,1626142470,318489,238455.3333,0,26.62199,26.62199,26.62199,779.5404815,0.001,1,1,1
17940,1626144270,324595.3333,246035,0,25.92501333,25.92501333,25.92501333,736.2227222,0.001,1,1,1
17970,1626146070,336517,259606.3333,0,25.66379667,25.66379667,25.66379667,733.8582685,0.001,1,1,1
18000,1626147870,351215,273959,0,25.87035,25.87035,25.87035,739.6638889,0.001,1,1,1
18030,1626149670,361923,284346.6667,0,25.24018667,25.24018667,25.24018667,714.3103148,0.001,1,1,1
18060,1626151470,360126.3333,280179,0,25.00278667,25.00278667,25.00278667,693.2314815,0.001,1,1,1
18090,1626153270,366348.6667,287297,0,25.00425333,25.00425333,25.00425333,695.5540833,0.001,1,1,1
18120,1626155070,362876.3333,286196.6667,0,25.00577,25.00577,25.00577,703.6984259,0.001,1,1,1
18180,1626156870,368576,292418,0,25.34157,25.34157,25.34171667,713.423287,0.001,1,1,1
18210,1626160470,352141.6667,274943,0,26.99309667,26.99309667,0,534.1084259,0.001,1,1,0.001
18240,1626162270,332582,255671.3333,0,26.86950667,26.86950667,0,529.1984815,0.001,1,1,0.001
18300,1626164070,318431.3333,241609.6667,0,26.88575,26.88575,0,533.9572315,0.001,1,1,0.001
18330,1626167670,334867,251244.6667,0,0,25,0,237.9892722,0.001,0.001,1,0.001
18360,1626169470,331539,247425,0,0,25,0,232.6440232,0.001,0.001,1,0.001
18390,1626171270,337528,253182.3333,0,0,25,0,234.2305574,0.001,0.001,1,0.001
18420,1626173070,330931.3333,246065.6667,0,0,25,0,235.445213,0.001,0.001,1,0.001
18450,1626174870,386314.3333,289207.6667,0,0,25,0,69.15673425,0.001,0.001,1,0.001
18480,1626176670,432552.3333,329340.6667,0,0,25,0,177.4684463,0.001,0.001,1,0.001
18510,1626178470,476071,372743.3333,0,0,25,0,110.3561454,0.001,0.001,1,0.001
18540,1626180270,473929.6667,370775.3333,0,0,25,0,217.9224296,0.001,0.001,1,0.001
18570,1626182070,508015.6667,405064.3333,0,0,25,0,216.2471148,0.001,0.001,1,0.001
18600,1626183870,512846.6667,409636,0,0,25,0,213.4346833,0.001,0.001,1,0.001
18630,1626185670,501649,398293,0,0,25,0,217.5189759,0.001,0.001,1,0.001
18660,1626187470,519878.3333,416783.3333,0,0,25,0,215.0444667,0.001,0.001,1,0.001
18690,1626189270,556307.6667,452748.3333,0,0,25,0,211.9671861,0.001,0.001,1,0.001
18750,1626191070,589439.3333,486082,0,0,25,0,214.2866074,0.001,0.001,1,0.001
19320,1626225270,370659.6667,252460,0,27.00000333,27.00000333,27.00000333,687.8771481,0.001,1,1,1
19350,1626228870,389178.3333,303356.6667,0,27.00277333,27.00277333,0,523.4087963,0.001,1,1,0.001
19380,1626230670,396875.3333,305122.3333,0,27.00004,27.00004,0,506.9684907,0.001,1,1,0.001
19410,1626232470,411255.6667,320775.6667,0,26.37182333,26.37182333,0,499.2151389,0.001,1,1,0.001
19440,1626234270,431133,349421.3333,0,26.02009667,26.02009667,0,493.9657408,0.001,1,1,0.001
19470,1626236070,441203.3333,360851.3333,0,26.13309333,26.13309333,0,506.751713,0.001,1,1,0.001
19500,1626237870,462558.3333,383333,0,27.14472667,27.14472667,0,530.0665741,0.001,1,1,0.001
19530,1626239670,473842,393692.3333,0,27.84882333,27.84882333,0,552.8587315,0.001,1,1,0.001
19560,1626241470,479542,399681.3333,0,28.01421667,28.01418,0,558.5509537,0.001,1,1,0.001
19590,1626243270,475954.3333,396354.6667,0,28.10807333,28.10807333,0,563.1368611,0.001,1,1,0.001
19620,1626245070,491840.6667,412181.6667,0,29.4905,29.4905,0,597.7324907,0.001,1,1,0.001
19650,1626246870,520457.3333,442911,0,28.39975333,28.39975333,0,576.5842222,0.001,1,1,0.001
19680,1626248670,542592.3333,472627.6667,0,27.26613,27.26613,0,549.8581482,0.001,1,1,0.001
19740,1626250470,553357.6667,483247,0,27.49630667,27.49628,0,556.1343889,0.001,1,1,0.001
19770,1626254070,505440,464583.6667,0,0,27.00213,0,291.9665926,0.001,0.001,1,0.001
19800,1626255870,444357.6667,403819.3333,0,0,27.00211333,0,295.6620092,0.001,0.001,1,0.001
19830,1626257670,339236,299160,0,0,27.0035,0,296.3912685,0.001,0.001,1,0.001
19860,1626259470,286285,246210,0,0,27.00162667,0,293.216213,0.001,0.001,1,0.001
19890,1626261270,288281.6667,248294,0,0,27.00251,0,292.9095834,0.001,0.001,1,0.001
19920,1626263070,290075.3333,249711,0,0,27.00204333,0,292.8061019,0.001,0.001,1,0.001
19950,1626264870,289294,248003.6667,0,0,27.00139667,0,292.5343981,0.001,0.001,1,0.001
19980,1626266670,291261.3333,249565.6667,0,0,27.00117,0,295.1971574,0.001,0.001,1,0.001
20010,1626268470,294618.6667,251591.6667,0,0,27.00121,0,292.5512407,0.001,0.001,1,0.001
20040,1626270270,292881.6667,248061.3333,0,0,27.00095333,0,293.3189259,0.001,0.001,1,0.001
20070,1626272070,301968.3333,251910,0,0,27.00092667,0,286.3198315,0.001,0.001,1,0.001
20100,1626273870,304601,247598.6667,0,0,27,0,280.4828296,0.001,0.001,1,0.001
20130,1626275670,315538.3333,251418.6667,0,0,27,0,276.0319926,0.001,0.001,1,0.001
20160,1626277470,318778.6667,247599,0,0,27,0,266.6002435,0.001,0.001,1,0.001
20190,1626279270,326678,249537,0,0,27,0,265.7314463,0.001,0.001,1,0.001
20220,1626281070,340075.6667,248785,0,0,27,0,255.4789907,0.001,0.001,1,0.001
20250,1626282870,349682,250260.6667,0,0,27,0,252.6460732,0.001,0.001,1,0.001
20280,1626284670,351215.3333,247858.6667,0,0,27,0,245.9330185,0.001,0.001,1,0.001
20310,1626286470,355815.6667,250174,0,0,27,0,248.6348435,0.001,0.001,1,0.001
20370,1626288270,358795.3333,251649,0,0,27,0,245.1531518,0.001,0.001,1,0.001
20640,1626306270,321412,250434,0,28.19651,28.19651,0,572.812213,0.001,1,1,0.001
20670,1626308070,322163.6667,249479.6667,0,27.04992,27.04992,0,543.1994815,0.001,1,1,0.001
20700,1626309870,363599.6667,251938.6667,0,26.92234667,26.92234667,26.92234667,694.3252592,0.001,1,1,1
20730,1626311670,360995.3333,251273.6667,0,27.30165667,27.30165667,27.30165667,715.1638056,0.001,1,1,1
20760,1626313470,359028,248785.3333,0,26.78461333,26.78461333,26.78473667,694.7378889,0.001,1,1,1
20790,1626315270,362268.6667,252719.6667,0,26.52004667,26.52004667,26.52004667,681.6738519,0.001,1,1,1
20820,1626317070,354340.3333,247859.3333,0,26.00125,26.00125,26.00123333,672.6396389,0.001,1,1,1
20850,1626318870,360706.3333,252836,0,26.32830333,26.32830333,26.32824667,670.3427963,0.001,1,1,1
20880,1626320670,377720,249595.3333,0,28.98613667,28.98521,28.98521,745.7808333,0.001,1,1,1
20910,1626322470,380035,250780.6667,0,29.51940667,29.51940667,29.51940667,781.5432129,0.001,1,1,1
20940,1626324270,373698.6667,250376.6667,0,29.11544333,29.11629333,29.11629333,774.2924815,0.001,1,1,1
20970,1626326070,382812,252604.3333,0,30.14021667,30.14021667,30.14076,796.6712685,0.001,1,1,1
21000,1626327870,378965.3333,249190.3333,0,30.46454333,30.46454333,30.46454333,828.8895926,0.001,1,1,1
21030,1626329670,390741.3333,251678.6667,0,31.49748333,31.49805667,31.49824,856.3828518,0.001,1,1,1
21060,1626331470,392158.6667,252315,0,31.97456,31.97475333,31.97468333,864.7361185,0.001,1,1,1
21090,1626333270,389149,249711.6667,0,32.82985,32.83025,32.82985,904.5868056,0.001,1,1,1
21120,1626335070,382002.6667,249710.3333,0,32.62204333,32.62151667,32.62151667,923.9348889,0.001,1,1,1
21150,1626336870,382320,251938.3333,0,31.01542,31.01542,31.01542,850.5459444,0.001,1,1,1
21180,1626338670,381684.6667,251649,0,30.65896667,30.65847333,30.65824667,831.6661296,0.001,1,1,1
21210,1626340470,380382.6667,250376.6667,0,30.63281333,30.63253667,30.63253667,828.1673889,0.001,1,1,1
21240,1626342270,361921.6667,249190,0,28.25330667,28.25306667,28.25242,776.6922222,0.001,1,1,1
21270,1626344070,359693.3333,253559,0,27.05660667,27.05660667,27.05660667,716.5251759,0.001,1,1,1
21330,1626345870,361690,251041.6667,0,27.00000667,27.00000667,27.00000667,705.2147593,0.001,1,1,1
21360,1626349470,311400.3333,248641,0,0,26.84402333,26.84404333,557.737787,0.001,0.001,1,1
21390,1626351270,320689.3333,251331,0,0,27.81826333,27.81826333,578.5120463,0.001,0.001,1,1
21420,1626353070,317882.6667,250144.6667,0,0,27.04752667,27.04752667,561.6955463,0.001,0.001,1,1
21450,1626354870,314930.3333,250144.3333,0,0,26.08016333,26.08016333,539.0726018,0.001,0.001,1,1
21480,1626356670,313195,249276.3333,0,0,25.51921,25.51921,523.5279167,0.001,0.001,1,1
21510,1626358470,313657.6667,249538,0,0,25.16625,25.16625,511.4397778,0.001,0.001,1,1
21540,1626360270,311169.3333,247426,0,0,25.25222333,25.25222333,513.2281204,0.001,0.001,1,1
21570,1626362070,313224,249392.3333,0,0,25.36800667,25.36800667,517.0486019,0.001,0.001,1,1
21600,1626363870,313860,249450.3333,0,0,25.14816,25.14816,512.2875463,0.001,0.001,1,1
21630,1626365670,315047,250289.3333,0,0,25.17011333,25.17011333,513.5649537,0.001,0.001,1,1
21660,1626367470,315567.6667,250665.6667,0,0,25.28308,25.28308,516.5776852,0.001,0.001,1,1
21690,1626369270,315018,250231.3333,0,0,25.27422,25.27422,511.2955926,0.001,0.001,1,1
21750,1626371070,315510,250636.3333,0,0,25.27086667,25.27136667,515.816463,0.001,0.001,1,1
21810,1626374670,330353.3333,250434,0,0,0,25.00016,241.8700935,0.001,0.001,0.001,1
22080,1626392670,344444.6667,252401.3333,25.49163,25.49163,0,25.49154667,698.4763796,1,1,0.001,1
22110,1626394470,354774.6667,250232,25.00040333,25.00040333,0,25.00040333,650.4071667,1,1,0.001,1
22140,1626396270,364468.3333,252025.6667,25.01174,25.01174,0,25.01174,627.9948148,1,1,0.001,1
22170,1626398070,376186.3333,247280.3333,28.57195,28.57215667,0,28.57195333,736.2649352,1,1,0.001,1
22200,1626399870,379571.3333,249507.3333,29.19690667,29.19658,0,29.19690667,770.5067871,1,1,0.001,1
22230,1626401670,378675.6667,249884.6667,28.95771,28.95771,0,28.95771,763.48825,1,1,0.001,1
22260,1626403470,375839,250173.6667,28.99411,28.99377,0,28.99411,772.4314074,1,1,0.001,1
22290,1626405270,376938.6667,249334.6667,29.18707667,29.18707667,0,29.18707667,780.1688148,1,1,0.001,1
22320,1626407070,381568,252112.6667,28.95021667,28.95014333,0,28.95021667,764.2356481,1,1,0.001,1
22350,1626408870,377027,255382,28.43838667,28.43842667,0,28.43842667,754.7110185,1,1,0.001,1
22380,1626410670,368026.6667,248930,28.79999667,28.79993333,0,28.79999667,777.6118982,1,1,0.001,1
22410,1626412470,370804.6667,253761,28.57066333,28.57112333,0,28.57112333,768.8855185,1,1,0.001,1
22440,1626414270,363918.3333,249884.6667,28.30859,28.30859,0,28.30859,768.9033241,1,1,0.001,1
22470,1626416070,359779.3333,251330.6667,27.87611,27.87611,0,27.87611,764.0490556,1,1,0.001,1
22500,1626417870,355787.3333,250058,27.35489,27.35489,0,27.35489,737.4337037,1,1,0.001,1
22530,1626419670,346528.3333,246875.6667,26.49643667,26.49668,0,26.49643667,723.9333333,1,1,0.001,1
22560,1626421470,348119.3333,251881,25.95644333,25.95633667,0,25.95644333,703.8715,1,1,0.001,1
22590,1626423270,345688.3333,250520.6667,25.61564,25.61564,0,25.61564,692.8613796,1,1,0.001,1
22620,1626425070,341956,247482.6667,25.4317,25.4317,0,25.4317,687.9922963,1,1,0.001,1
22650,1626426870,346874.6667,251649.3333,25.22932333,25.22932333,0,25.22932333,667.1693333,1,1,0.001,1
22680,1626428670,345863.3333,249652,25.00483333,25.00483333,0,25.00483333,661.7948889,1,1,0.001,1
22710,1626430470,345399.6667,249276.6667,25.04607,25.04607,0,25.04607,662.4630833,1,1,0.001,1
22740,1626432270,345949.3333,249075,25.11712333,25.11712333,0,25.11712333,661.2208333,1,1,0.001,1
22770,1626434070,345487,248553.3333,25.24461333,25.24461333,0,25.24461333,672.5951296,1,1,0.001,1
22830,1626435870,345110.3333,248061.6667,25.41974,25.41974,0,25.41974,674.1978333,1,1,0.001,1
22860,1626439470,309808.6667,249711.3333,27.79533333,0,0,27.79533333,589.3058704,1,0.001,0.001,1
22890,1626441270,310705.6667,251129,26.75362,0,0,26.75362,566.3153519,1,0.001,0.001,1
22920,1626443070,306106,248178,25.91728667,0,0,25.91728667,543.1675185,1,0.001,0.001,1
22950,1626444870,304109.3333,247396,25.80166667,0,0,25.80166667,543.1777222,1,0.001,0.001,1
22980,1626446670,308739.3333,251677.6667,25.62491,0,0,25.62491,533.7653889,1,0.001,0.001,1
23010,1626448470,303501.3333,247396.3333,25.3847,0,0,25.3847,528.9735556,1,0.001,0.001,1
23040,1626450270,304196,248264.3333,25.17589667,0,0,25.17589667,521.0568611,1,0.001,0.001,1
23070,1626452070,306742,250868.3333,25.34341667,0,0,25.34341667,527.6740278,1,0.001,0.001,1
23100,1626453870,302257,246268,25.39919333,0,0,25.39919333,529.465713,1,0.001,0.001,1
23130,1626455670,308246.6667,252227.6667,25.31234,0,0,25.31234,528.4440833,1,0.001,0.001,1
23160,1626457470,304832,248813.6667,25.24970667,0,0,25.24970667,525.76225,1,0.001,0.001,1
23250,1626459270,349421.3333,249334.3333,25.00292333,0,0,25.00292333,452.2963333,1,0.001,0.001,1
23520,1626479070,292939.6667,250116.6667,25.00117333,0,25.00117333,0,538.7228519,1,0.001,1,0.001
23550,1626480870,303125.6667,251158.3333,26.61330333,0,26.61330333,0,561.3226111,1,0.001,1,0.001
23580,1626482670,310128.6667,249508.6667,26.90423333,0,26.90450333,0,565.0415,1,0.001,1,0.001
23610,1626484470,309114.3333,250464,26.17161333,0,26.17121333,0,544.1491019,1,0.001,1,0.001
23640,1626486270,308420.3333,250840,25.69292,0,25.69292,0,531.1055833,1,0.001,1,0.001
23670,1626488070,304977.3333,248263,25.59392333,0,25.59392333,0,530.8963611,1,0.001,1,0.001
23700,1626489870,307349.6667,250781.3333,26.07846333,0,26.07846333,0,545.1224074,1,0.001,1,0.001
23730,1626491670,302633.3333,247367.6667,27.38184667,0,27.38168,0,581.456,1,0.001,1,0.001
23760,1626493470,301504.6667,246123,27.83284333,0,27.83284333,0,594.591787,1,0.001,1,0.001
23790,1626495270,309404.6667,254312,27.87184667,0,27.87184667,0,602.3556296,1,0.001,1,0.001
23820,1626497070,300202.3333,247078.3333,27.67363,0,27.67363,0,594.6476389,1,0.001,1,0.001
23850,1626498870,300983,250579.3333,27.04209,0,27.04209,0,586.7801389,1,0.001,1,0.001
23880,1626500670,297859.3333,249392.3333,26.44449667,0,26.44449667,0,563.0592407,1,0.001,1,0.001
23910,1626502470,295631.3333,247859,26.15264667,0,26.15264667,0,561.8395741,1,0.001,1,0.001
23940,1626504270,297569.6667,251215.6667,25.90118,0,25.90118,0,551.580213,1,0.001,1,0.001
23970,1626506070,294502.3333,248264.6667,25.60761333,0,25.60761333,0,546.5193241,1,0.001,1,0.001
24000,1626507870,293345,247685,25.49145667,0,25.49145667,0,544.6986944,1,0.001,1,0.001
24030,1626509670,298639.3333,252257.3333,25.48467,0,25.48467,0,541.2024907,1,0.001,1,0.001
24060,1626511470,294445,248409,25.33747667,0,25.33747667,0,539.6917222,1,0.001,1,0.001
24090,1626513270,294936.3333,248004,25.3142,0,25.3142,0,540.4374352,1,0.001,1,0.001
24120,1626515070,297945.3333,251100.3333,25.15953,0,25.15953,0,532.1561944,1,0.001,1,0.001
24150,1626516870,292679.3333,245776.3333,25.10268333,0,25.10268333,0,531.3220185,1,0.001,1,0.001
24180,1626518670,294704.6667,247252.6667,25.02672,0,25.02672,0,533.2143982,1,0.001,1,0.001
24210,1626520470,301158,254225,25.07630333,0,25.07630333,0,531.4005833,1,0.001,1,0.001
24240,1626522270,293316.3333,245429,25.21474667,0,25.21489333,0,532.932537,1,0.001,1,0.001
24270,1626524070,299942,251591,25.11009667,0,25.11008333,0,531.4760833,1,0.001,1,0.001
24300,1626525870,298408.3333,249537.3333,25.09638667,0,25.0964,0,524.0334908,1,0.001,1,0.001
24330,1626527670,299160.6667,249769,25.01557667,0,25.01557667,0,530.1031111,1,0.001,1,0.001
24360,1626529470,299507.6667,250376.3333,25.0593,0,25.0593,0,530.6634815,1,0.001,1,0.001
24390,1626531270,296760.3333,247570.3333,25.03357333,0,25.03341,0,529.6213148,1,0.001,1,0.001
24420,1626533070,300983.3333,250260.6667,25.00307667,0,25.00307667,0,521.0017963,1,0.001,1,0.001
24480,1626534870,300636,247715,25.00247667,0,25.00233333,0,521.2650463,1,0.001,1,0.001
24510,1626538470,282262.6667,255787,32.13593333,0,0,0,365.3136574,1,0.001,0.001,0.001
24540,1626540270,273726.6667,248697.3333,30.42998,0,0,0,349.1068981,1,0.001,0.001,0.001
24570,1626542070,273379.6667,248437.6667,29.36844667,0,0,0,333.8542315,1,0.001,0.001,0.001
24600,1626543870,270428.6667,245428.6667,28.26851,0,0,0,320.1149352,1,0.001,0.001,0.001
24630,1626545670,312500,249477.6667,25.22824333,0,0,0,256.0395657,1,0.001,0.001,0.001
24690,1626547470,328704,249074,25,0,0,0,239.0905019,1,0.001,0.001,0.001
24960,1626565470,381365.6667,240105,0,0,25.96666667,0,122.5265278,0.001,0.001,1,0.001
25020,1626567270,388744,246093.3333,0,0,26,0,193.5473305,0.001,0.001,1,0.001
25050,1626570870,374450.6667,242187.6667,0,0,25,0,68.46690092,0.001,0.001,1,0.001
25080,1626572670,382319.3333,250319,0,0,25,0,0,0.001,0.001,1,0.001
25110,1626574470,379543.6667,247512.3333,0,0,25,0,139.0117185,0.001,0.001,1,0.001
25140,1626576270,381799.6667,249421.6667,0,0,25,0,183.5612232,0.001,0.001,1,0.001
25170,1626578070,374015.3333,241522.6667,0,0,25,0,186.5179454,0.001,0.001,1,0.001
25200,1626579870,388745,256452.6667,0,0,25,0,181.7504648,0.001,0.001,1,0.001
25230,1626581670,380468.6667,248698,0,0,25,0,182.4282,0.001,0.001,1,0.001
25260,1626583470,379919.6667,246933.3333,0,0,25,0,185.8952963,0.001,0.001,1,0.001
25290,1626585270,383507.6667,250318.3333,0,0,25,0,181.4799722,0.001,0.001,1,0.001
25320,1626587070,385475.6667,252256.6667,0,0,25,0,159.332163,0.001,0.001,1,0.001
25350,1626588870,375926,242824.6667,0,0,25,0,65.74583797,0.001,0.001,1,0.001
25380,1626590670,383073,249943,0,0,25,0,119.2310167,0.001,0.001,1,0.001
25410,1626592470,381917,248640,0,0,25,0,159.3273083,0.001,0.001,1,0.001
25440,1626594270,385358.3333,251649.3333,0,0,25,0,183.5114907,0.001,0.001,1,0.001
25500,1626596070,369097.3333,235823,0,0,25,0,182.943725,0.001,0.001,1,0.001
26400,1626651870,340335,228241.3333,0,25.13333333,0,0,176.0741861,0.001,1,0.001,0.001
26430,1626653670,372830.3333,252113,0,25,0,0,196.5762278,0.001,1,0.001,0.001
26490,1626655470,326447.3333,249624,0,27.33424,0,0,248.1625092,0.001,1,0.001,0.001
26520,1626659070,335735.6667,250376.6667,0,25.00005667,0,25.00005667,463.1236574,0.001,1,0.001,1
26580,1626660870,377026,253154,0,25,0,25,389.6483241,0.001,1,0.001,1
26610,1626664470,334751.3333,301939.3333,0,25.11510333,0,0,268.1962778,0.001,1,0.001,0.001
26640,1626666270,292679.6667,260533.3333,0,25.26841333,0,0,273.9889074,0.001,1,0.001,0.001
26670,1626668070,279138,247106.3333,0,25.42200333,0,0,273.0484898,0.001,1,0.001,0.001
26700,1626669870,281945.6667,248466.3333,0,25.45255333,0,0,273.97595,0.001,1,0.001,0.001
26730,1626671670,279948,246181.3333,0,25.03355,0,0,273.4255176,0.001,1,0.001,0.001
26760,1626673470,282002.3333,247656.3333,0,25.02522667,0,0,271.0615907,0.001,1,0.001,0.001
26790,1626675270,336951,249189.6667,0,25.00098667,0,0,226.5199981,0.001,1,0.001,0.001
26820,1626677070,360012.3333,247744,0,25,0,0,202.8917556,0.001,1,0.001,0.001
26850,1626678870,357147,248640.6667,0,25,0,0,206.4722426,0.001,1,0.001,0.001
26880,1626680670,352749.6667,247136.3333,0,25,0,0,208.4586195,0.001,1,0.001,0.001
26910,1626682470,359779.6667,248611,0,25,0,0,205.9848843,0.001,1,0.001,0.001
26940,1626684270,367246,245717.6667,0,25,0,0,189.5999306,0.001,1,0.001,0.001
26970,1626686070,379601,249681.3333,0,25,0,0,152.1730815,0.001,1,0.001,0.001
27000,1626687870,384230.3333,255845,0,25,0,0,137.4077546,0.001,1,0.001,0.001
27030,1626689670,363398,235562.3333,0,25,0,0,70.14746481,0.001,1,0.001,0.001
27060,1626691470,390567,261805.6667,0,25,0,0,176.2508602,0.001,1,0.001,0.001
27090,1626693270,375955,246904,0,25,0,0,190.3884213,0.001,1,0.001,0.001
27120,1626695070,363484.3333,234838.3333,0,25,0,0,183.8294926,0.001,1,0.001,0.001
27150,1626696870,388860.3333,260011.6667,0,25,0,0,189.6128574,0.001,1,0.001,0.001
27180,1626698670,371875,243085.3333,0,25,0,0,183.727162,0.001,1,0.001,0.001
27210,1626700470,379601.6667,250839.6667,0,25,0,0,188.3757824,0.001,1,0.001,0.001
27240,1626702270,374132,244850,0,25,0,0,181.330862,0.001,1,0.001,0.001
27270,1626704070,381280,252141.6667,0,25,0,0,189.254013,0.001,1,0.001,0.001
27300,1626705870,369676.3333,240596,0,25,0,0,187.0537741,0.001,1,0.001,0.001
27330,1626707670,382118.6667,252777.6667,0,25,0,0,190.9865898,0.001,1,0.001,0.001
27360,1626709470,379195.6667,250057,0,25,0,0,184.0729241,0.001,1,0.001,0.001
27390,1626711270,374566.6667,245689.3333,0,25,0,0,189.8221926,0.001,1,0.001,0.001
27450,1626713070,371151,242100.6667,0,25,0,0,189.4085204,0.001,1,0.001,0.001
27840,1626738270,332204.6667,254109.6667,0,27.32278667,27.3232,27.32212667,806.2036389,0.001,1,1,1
27900,1626740070,330642.3333,252286,0,27.16603667,27.16571,27.16571,797.9762222,0.001,1,1,1
27960,1626743670,370804.3333,250607.6667,26.0187,26.01868333,26.0187,26.0187,850.6524074,1,1,1,1
27990,1626747270,343779.3333,250926.3333,0,29.67762667,29.67762667,29.67762667,871.8085555,0.001,1,1,1
28020,1626749070,359201.3333,253414.6667,0,29.81502,29.81502,29.81502,851.5307315,0.001,1,1,1
28050,1626750870,360994.6667,251996.6667,0,29.43340667,29.43321333,29.43340667,815.2119537,0.001,1,1,1
28080,1626752670,358189,253009.6667,0,28.72294333,28.72294333,28.72294333,807.7735093,0.001,1,1,1
28110,1626754470,355845.3333,251012.3333,0,28.73443,28.73443,28.73443,797.5317963,0.001,1,1,1
28140,1626756270,355180,252460.3333,0,28.55807667,28.55807667,28.55807667,790.3865741,0.001,1,1,1
28170,1626758070,351650.3333,252836,0,28.00462333,28.00462333,28.00462333,776.7123796,0.001,1,1,1
28200,1626759870,349247.6667,251707.3333,0,27.41602667,27.41602667,27.41602667,758.055213,0.001,1,1,1
28230,1626761670,347715,251562.3333,0,27.39281333,27.39281333,27.39281333,762.1820555,0.001,1,1,1
28260,1626763470,345862.3333,251446.6667,0,27.01947667,27.01947667,27.01947667,735.7536019,0.001,1,1,1
28290,1626765270,340566.6667,246557,0,27.00002333,27.00002333,27.00002333,746.2573611,0.001,1,1,1
28320,1626767070,345486.3333,253010.3333,0,26.83025667,26.83025667,26.83025667,738.0806204,0.001,1,1,1
28350,1626768870,344705,252546.6667,0,26.69508667,26.69508667,26.69508667,737.0997315,0.001,1,1,1
28380,1626770670,344385.6667,252170.3333,0,26.5637,26.5637,26.5637,724.5418796,0.001,1,1,1
28440,1626772470,343923.3333,251592,0,26.11534667,26.11534667,26.11534667,711.6616019,0.001,1,1,1
28470,1626776070,326244.3333,267275.3333,0,0,28.92185667,28.92199,623.0929074,0.001,0.001,1,1
28500,1626777870,311314,251447.3333,0,0,29.32541667,29.32541667,635.5218611,0.001,0.001,1,1
28530,1626779670,309057,250000,0,0,29.48645333,29.48645333,638.26275,0.001,0.001,1,1
28560,1626781470,307697.6667,250260.6667,0,0,29.28023333,29.28042,634.2055278,0.001,0.001,1,1
28590,1626783270,304050.6667,249363,0,0,28.55849,28.55788,622.6160926,0.001,0.001,1,1
28620,1626785070,305671.6667,253472,0,0,27.70558667,27.70558667,600.4424352,0.001,0.001,1,1
28650,1626786870,301851,251620.6667,0,0,27.11151333,27.11151333,584.9624074,0.001,0.001,1,1
28680,1626788670,296961.6667,248524,0,0,26.54027333,26.54027333,571.6122778,0.001,0.001,1,1
28710,1626790470,297281.3333,249711,0,0,26.30248333,26.30232,564.9403518,0.001,0.001,1,1
28740,1626792270,298987.6667,251620.3333,0,0,26.04262667,26.04262667,560.3670833,0.001,0.001,1,1
28770,1626794070,298177.6667,251534,0,0,25.79394,25.79426667,555.1851389,0.001,0.001,1,1
28800,1626795870,294039,248235.6667,0,0,25.47888333,25.47888333,545.3751389,0.001,0.001,1,1
28830,1626797670,294242,248119,0,0,25.38872333,25.38872333,543.7556389,0.001,0.001,1,1
28860,1626799470,299247.6667,253009.6667,0,0,25.31453333,25.31464333,541.2993611,0.001,0.001,1,1
28950,1626801270,291464.3333,245660,0,0,25.16199667,25.16194333,540.7406759,0.001,0.001,1,1
29220,1626821070,346556,255382.6667,0,30.26779667,30.26779667,30.26779667,884.7868426,0.001,1,1,1
