,ts,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos
29250,1626822870,345920.6667,252777.3333,0,28.41402667,28.41402667,28.41402667,811.6525833,0.001,1,1,1
29280,1626824670,361430,252720.6667,0,28.00017,28.00017,28.00017,754.6954537,0.001,1,1,1
29310,1626826470,359057.6667,246528.3333,0,28,28,28,741.6826389,0.001,1,1,1
29340,1626828270,322367.6667,262674.6667,0,28.57257667,0,28.57257667,611.2767778,0.001,1,0.001,1
29370,1626830070,312296.6667,252633.6667,0,28.98081333,0,28.98081333,625.7742685,0.001,1,0.001,1
29400,1626831870,303472.3333,246962.3333,0,28.58565,0,28.58565,619.0873889,0.001,1,0.001,1
29430,1626833670,306163.3333,252227.6667,0,28.22161,0,28.22161,601.8414352,0.001,1,0.001,1
29460,1626835470,302576,249479,0,28.01153667,0,28.01153667,599.3705926,0.001,1,0.001,1
29490,1626837270,304079.3333,251792.6667,0,28.00372333,0,28.00372333,597.1008148,0.001,1,0.001,1
29520,1626839070,300664.3333,248118.6667,0,28.00224,0,28.00224,604.6862593,0.001,1,0.001,1
29550,1626840870,305353.3333,250375.6667,0,28.87222333,0,28.87222333,622.5268982,0.001,1,0.001,1
29580,1626842670,307899,251939,0,29.26562667,0,29.26562667,629.2630741,0.001,1,0.001,1
29610,1626844470,304225,248264.3333,0,29.40470333,0,29.40466667,637.538037,0.001,1,0.001,1
29640,1626846270,306625.6667,250636.6667,0,29.4525,0,29.4525,626.1684259,0.001,1,0.001,1
29670,1626848070,305121.6667,252256.6667,0,28.61141333,0,28.61141333,605.2393241,0.001,1,0.001,1
29700,1626849870,307350.3333,251215,0,29.31176333,0,29.31176333,636.3356945,0.001,1,0.001,1
29730,1626851670,306018.6667,250347,0,29.02545,0,29.02545,621.87475,0.001,1,0.001,1
29760,1626853470,306742.3333,250578.6667,0,28.84893667,0,28.84914667,616.8719815,0.001,1,0.001,1
29790,1626855270,307205,250956,0,28.64781,0,28.64720333,610.0071204,0.001,1,0.001,1
29820,1626857070,305295,249537,0,28.16395,0,28.16378667,595.7960092,0.001,1,0.001,1
29850,1626858870,308420.6667,250029.3333,0,28.00096667,0,28.00096667,592.5488333,0.001,1,0.001,1
29880,1626860670,311950,250955,0,28.00101,0,28.00080333,587.9810926,0.001,1,0.001,1
29910,1626862470,314207.3333,250261,0,28.00034667,0,28.00034667,579.7888056,0.001,1,0.001,1
29940,1626864270,315075.3333,250087.3333,0,28.00025667,0,28.00025667,584.1645278,0.001,1,0.001,1
29970,1626866070,314265,249595.3333,0,28,0,28,580.9458426,0.001,1,0.001,1
30000,1626867870,315017.6667,249218.3333,0,28,0,28,571.6581482,0.001,1,0.001,1
30030,1626869670,315423,248525,0,28.00003667,0,28.00003667,578.8009537,0.001,1,0.001,1
30060,1626871470,315683.3333,249942,0,27.80737,0,27.80737,569.6774444,0.001,1,0.001,1
30090,1626873270,314265,251158,0,27,0,27,553.1076852,0.001,1,0.001,1
30120,1626875070,315192,250955,0,27,0,27,557.2803055,0.001,1,0.001,1
30150,1626876870,313657.3333,249884.3333,0,27,0,27,549.4173704,0.001,1,0.001,1
30180,1626878670,315451,250029,0,27,0,27,547.5376667,0.001,1,0.001,1
30210,1626880470,317130,250724,0,27,0,27,541.3409167,0.001,1,0.001,1
30240,1626882270,318982,251215.6667,0,27,0,27,545.0219907,0.001,1,0.001,1
30270,1626884070,323089.6667,252894.3333,0,27,0,27,543.2885,0.001,1,0.001,1
30300,1626885870,323119.3333,250579.3333,0,27,0,27,539.0836111,0.001,1,0.001,1
30330,1626887670,323668.6667,250203,0,27,0,27,536.3764537,0.001,1,0.001,1
30390,1626889470,337269.3333,250752.6667,0,27.06666667,0,27.06666667,529.7141018,0.001,1,0.001,1
30690,1626909270,321615.6667,251621,0,33.74844667,0,33.74844667,719.230213,0.001,1,0.001,1
30750,1626911070,324016.6667,253733,0,34.04737,0,34.04737,721.8169908,0.001,1,0.001,1
30780,1626914670,356047.3333,255410.6667,0,28.53669333,28.53669333,28.53669333,794.3171574,0.001,1,1,1
30810,1626916470,353097.3333,250983.6667,0,27.04667,27.04667,27.04667,722.6143333,0.001,1,1,1
30840,1626918270,353501.3333,250521.3333,0,27.00169667,27.00169667,27.00169667,715.9036204,0.001,1,1,1
30870,1626920070,353934.3333,251418,0,27.00410667,27.00410667,27.00410667,726.5053056,0.001,1,1,1
30900,1626921870,354021.6667,251852,0,27.00362333,27.00362333,27.00362333,719.4690093,0.001,1,1,1
30930,1626923670,355035.6667,252402.3333,0,27.00319333,27.00319333,27.00319333,725.7655093,0.001,1,1,1
30960,1626925470,355006.3333,251996.3333,0,27.00172667,27.00181667,27.00172667,725.5785093,0.001,1,1,1
30990,1626927270,352894.3333,250434,0,27.00254,27.00254,27.00254,726.8711204,0.001,1,1,1
31020,1626929070,353732.6667,250810.6667,0,27.00245,27.00253667,27.00241,718.1338704,0.001,1,1,1
31050,1626930870,353790.6667,251446.6667,0,27.00316333,27.00316333,27.00316333,724.3854722,0.001,1,1,1
31080,1626932670,353009.3333,250694.3333,0,27.0022,27.0022,27.00231333,728.6321019,0.001,1,1,1
31110,1626934470,352373.3333,250231.6667,0,27.00469333,27.00469333,27.00479,727.7986852,0.001,1,1,1
31140,1626936270,353529.6667,250550.3333,0,27.00243333,27.00272,27.00272,721.499213,0.001,1,1,1
31170,1626938070,353762,250290.3333,0,27.00346333,27.00346333,27.00346333,723.4723333,0.001,1,1,1
31200,1626939870,355266,251186,0,27.0011,27.00121667,27.00121667,723.6601852,0.001,1,1,1
31230,1626941670,354831.6667,250522,0,27.00173667,27.00175,27.00153,717.1549352,0.001,1,1,1
31260,1626943470,354397.6667,249276.6667,0,27.00153667,27.00144,27.00144,724.0211759,0.001,1,1,1
31290,1626945270,354890.3333,249855.3333,0,27.00181333,27.00181333,27.00181333,717.1620741,0.001,1,1,1
31320,1626947070,358102.3333,252459.6667,0,27.00164333,27.00164333,27.00164333,716.6202963,0.001,1,1,1
31380,1626948870,356018.6667,249856.6667,0,27.00125,27.00093667,27.00108333,706.6136944,0.001,1,1,1
31410,1626952470,313802.6667,253530.3333,0,0,27.89830333,27.89830333,594.3755741,0.001,0.001,1,1
31440,1626954270,309548.3333,249596,0,0,27.63015333,27.62995333,586.9311389,0.001,0.001,1,1
31470,1626956070,309201,251245,0,0,27.29648333,27.29648333,582.3814815,0.001,0.001,1,1
31500,1626957870,301736.6667,246874.6667,0,0,27.11526667,27.11542,579.2281389,0.001,0.001,1,1
31530,1626959670,305989.3333,251996.6667,0,0,27.00519333,27.00501333,571.8168426,0.001,0.001,1,1
31560,1626961470,306047,251447,0,0,27.00242333,27.00242333,579.807037,0.001,0.001,1,1
31590,1626963270,302112.6667,247889,0,0,27.00176667,27.00176667,575.7461574,0.001,0.001,1,1
31620,1626965070,303182.3333,249392.3333,0,0,27.00094667,27.00094667,578.3249259,0.001,0.001,1,1
31650,1626966870,305497.3333,251446.6667,0,0,27.00171,27.00171,578.8990556,0.001,0.001,1,1
31680,1626968670,305671,251360.3333,0,0,27.00099667,27.00099667,581.5216296,0.001,0.001,1,1
31710,1626970470,304947.6667,250288.3333,0,0,27.00046667,27.00046667,581.5925648,0.001,0.001,1,1
31770,1626972270,304340.3333,249045.6667,0,0,27.00048333,27.00048333,571.5470741,0.001,0.001,1,1
31830,1626975870,292794.3333,253820,0,0,27.00584,0,291.9524259,0.001,0.001,1,0.001
32160,1626997470,350348,249421.6667,0,29.71346333,29.71346333,29.71346333,858.6665093,0.001,1,1,1
32220,1626999270,352315,252171,0,27.76112,27.76081333,27.76094667,768.1562685,0.001,1,1,1
32250,1627002870,326910,247511.3333,0,0,34.31234667,34.31234667,722.7139445,0.001,0.001,1,1
32280,1627004670,333362.6667,252865,0,0,33.47814667,33.47814667,711.4732037,0.001,0.001,1,1
32310,1627006470,325665.3333,250346.6667,0,0,32.63418,32.63418,689.9057037,0.001,0.001,1,1
32340,1627008270,324074.6667,252460.3333,0,0,31.2129,31.2129,666.7675648,0.001,0.001,1,1
32370,1627010070,319474,250897.3333,0,0,28.82921333,28.82921333,607.2253519,0.001,0.001,1,1
32400,1627011870,315798.6667,251071.3333,0,0,27.86084667,27.86084667,588.7503889,0.001,0.001,1,1
32430,1627013670,312066.3333,249711,0,0,27.72303333,27.72303333,578.771787,0.001,0.001,1,1
32460,1627015470,329976,251823,0,0,31.52503333,31.52503333,658.1214907,0.001,0.001,1,1
32490,1627017270,322801,251939.3333,0,0,30.53470333,30.53470333,650.1139259,0.001,0.001,1,1
32520,1627019070,319561.3333,249364.3333,0,0,30.41879,30.41879,649.5528148,0.001,0.001,1,1
32550,1627020870,318576.3333,251244.6667,0,0,30.09325333,30.09325333,648.5353426,0.001,0.001,1,1
32580,1627022670,311862.6667,251678.3333,0,0,28.61199667,28.61199667,617.2867778,0.001,0.001,1,1
32610,1627024470,307234.6667,249451.3333,0,0,27.19074333,27.19074333,577.1758797,0.001,0.001,1,1
32640,1627026270,319444.6667,251736.3333,0,0,27.00035333,27.00035333,561.4628981,0.001,0.001,1,1
32670,1627028070,315335.6667,252054.3333,0,0,26.14992667,26.14992667,540.8513796,0.001,0.001,1,1
32700,1627029870,306974.3333,246557.3333,0,0,26.02317333,26.02317333,547.0744722,0.001,0.001,1,1
32730,1627031670,310939,250085.6667,0,0,25.03643667,25.03643667,514.2705278,0.001,0.001,1,1
32760,1627033470,314149,252951.3333,0,0,25.12831,25.12831,513.4725278,0.001,0.001,1,1
32790,1627035270,312963,249624,0,0,25.22622,25.22622,513.981213,0.001,0.001,1,1
32820,1627037070,318113,248437.6667,0,0,25.0011,25.0011,500.7477037,0.001,0.001,1,1
32850,1627038870,327286,252401,0,0,25.00022333,25.00022333,483.3685093,0.001,0.001,1,1
32880,1627040670,311429.6667,248148.6667,0,0,25.10917,25.10917,509.3971759,0.001,0.001,1,1
32910,1627042470,314584,252373,0,0,25.06957,25.06957,510.0950648,0.001,0.001,1,1
32940,1627044270,310475.6667,248293,0,0,25.2329,25.2329,515.7096296,0.001,0.001,1,1
32970,1627046070,313542,248003.6667,0,0,25.16343667,25.16343667,511.2260278,0.001,0.001,1,1
33000,1627047870,319647,251620.6667,0,0,25.00049,25.00049,502.5150185,0.001,0.001,1,1
33030,1627049670,312963.3333,248813.3333,0,0,25.01138667,25.01138667,509.9331389,0.001,0.001,1,1
33060,1627051470,310416.6667,248553.6667,0,0,25.41326,25.41326,523.2485278,0.001,0.001,1,1
33090,1627053270,312992,251157.3333,0,0,25.50376333,25.50376333,519.2283333,0.001,0.001,1,1
33120,1627055070,312037.6667,249999.6667,0,0,25.61583667,25.61583667,531.3021204,0.001,0.001,1,1
33150,1627056870,311776.6667,250173.3333,0,0,25.58914333,25.58914333,529.84375,0.001,0.001,1,1
33210,1627058670,310185,249682.3333,0,0,25.50557667,25.50557667,529.4914352,0.001,0.001,1,1
33270,1627062270,308594.3333,248092,0,0,27.4499,0,284.3585741,0.001,0.001,1,0.001
33570,1627082070,294359.3333,250288.3333,25.37515667,0,0,25.37504667,548.0568982,1,0.001,0.001,1
33600,1627083870,308131.3333,251156.6667,27.12178,0,0,27.12178,582.2788148,1,0.001,0.001,1
33630,1627085670,308536.3333,251967.3333,25.36507667,0,0,25.36470667,531.529037,1,0.001,0.001,1
33660,1627087470,311285,250926.3333,25.46951,0,0,25.46951,515.3298611,1,0.001,0.001,1
33690,1627089270,314294,251533.6667,26.00154667,0,0,26.00154667,531.1320185,1,0.001,0.001,1
33720,1627091070,313050.3333,250347,26.0013,0,0,26.0013,536.6618704,1,0.001,0.001,1
33750,1627092870,308796.6667,247279.6667,26.00132333,0,0,26.00104333,534.7803704,1,0.001,0.001,1
33780,1627094670,313831.3333,254109,26.00182667,0,0,26.00186667,539.9725741,1,0.001,0.001,1
33810,1627096470,308044,249190,26.00097667,0,0,26.00097667,539.3463611,1,0.001,0.001,1
33840,1627098270,310359.6667,251302.3333,26.00108333,0,0,26.00108333,541.6523519,1,0.001,0.001,1
33870,1627100070,308218,251475.6667,26.00095333,0,0,26.00095333,545.5434259,1,0.001,0.001,1
33930,1627101870,308536,250751.6667,26.00189,0,0,26.00189,545.5256111,1,0.001,0.001,1
34170,1627118070,404427.3333,256278.6667,0,0,27,0,201.9657426,0.001,0.001,1,0.001
34200,1627119870,403559,254918.3333,0,0,27,0,205.6814306,0.001,0.001,1,0.001
34230,1627121670,402604,254109.3333,0,0,27,0,204.4235,0.001,0.001,1,0.001
34260,1627123470,401215.6667,252401.3333,0,0,27,0,205.072838,0.001,0.001,1,0.001
34290,1627125270,386863.6667,249682,0,0,25.73333333,0,130.7617889,0.001,0.001,1,0.001
34320,1627127070,381019.3333,251157.6667,0,0,25,0,0,0.001,0.001,1,0.001
34350,1627128870,376910.6667,247888.3333,0,0,25,0,12.74389259,0.001,0.001,1,0.001
34380,1627130670,380237.6667,250549.3333,0,0,25,0,187.6449509,0.001,0.001,1,0.001
34410,1627132470,379050.3333,249421.3333,0,0,25,0,186.2062009,0.001,0.001,1,0.001
34440,1627134270,377952,248553,0,0,25,0,6.564275,0.001,0.001,1,0.001
34470,1627136070,380093,250608.3333,0,0,25,0,155.8948824,0.001,0.001,1,0.001
34500,1627137870,379167.3333,249711,0,0,25,0,190.0512195,0.001,0.001,1,0.001
34530,1627139670,378211,248495,0,0,25,0,80.68087499,0.001,0.001,1,0.001
34560,1627141470,377690.6667,248554.3333,0,0,25,0,0,0.001,0.001,1,0.001
34590,1627143270,377084.3333,247714.6667,0,0,25,0,173.9871519,0.001,0.001,1,0.001
34650,1627145070,379774.6667,250607.3333,0,0,25,0,190.97135,0.001,0.001,1,0.001
35010,1627168470,411950.6667,254688,0,0,27.93333333,0,170.1517194,0.001,0.001,1,0.001
35040,1627170270,410647.3333,252054,0,0,28,0,213.7348009,0.001,0.001,1,0.001
35070,1627172070,410966.3333,251359.6667,0,0,28,0,213.291812,0.001,0.001,1,0.001
35100,1627173870,409924.3333,250608.6667,0,0,28,0,177.9362824,0.001,0.001,1,0.001
35130,1627175670,378298.6667,248640.3333,0,0,25,0,100.3146389,0.001,0.001,1,0.001
35160,1627177470,372801,243287,0,0,25,0,187.7925917,0.001,0.001,1,0.001
35190,1627179270,387240.3333,257783.6667,0,0,25,0,188.1835,0.001,0.001,1,0.001
35220,1627181070,382985.3333,251041.3333,0,0,25,0,185.1510167,0.001,0.001,1,0.001
35250,1627182870,375579,242969.6667,0,0,25,0,183.9332241,0.001,0.001,1,0.001
35280,1627184670,383854.6667,251186.3333,0,0,25,0,183.9550602,0.001,0.001,1,0.001
35310,1627186470,380179.6667,247743.3333,0,0,25,0,184.2900139,0.001,0.001,1,0.001
35340,1627188270,379658.6667,247281.3333,0,0,25,0,181.3307129,0.001,0.001,1,0.001
35370,1627190070,380411,248032,0,0,25,0,185.4300824,0.001,0.001,1,0.001
35400,1627191870,383595,251013.3333,0,0,25,0,182.8024528,0.001,0.001,1,0.001
35430,1627193670,382813,250463.3333,0,0,25,0,185.7155509,0.001,0.001,1,0.001
35460,1627195470,382146.6667,249798.3333,0,0,25,0,182.815137,0.001,0.001,1,0.001
35490,1627197270,378993.6667,246616,0,0,25,0,186.017987,0.001,0.001,1,0.001
35520,1627199070,380440.6667,247887.3333,0,0,25,0,185.7224583,0.001,0.001,1,0.001
35580,1627200870,382754.3333,249942.6667,0,0,25,0,184.3325444,0.001,0.001,1,0.001
37890,1627341270,353704.6667,254804,0,31.42029,31.42096333,31.42029,930.4113241,0.001,1,1,1
37950,1627343070,355122,253502.6667,0,28.64002333,28.64002333,28.64002333,809.4695,0.001,1,1,1
37980,1627346670,327921.6667,250174,0,0,27.50927333,27.50949667,567.7650278,0.001,0.001,1,1
38010,1627348470,328645,252980,0,0,27.00121333,27.00121333,544.1412963,0.001,0.001,1,1
38040,1627350270,322396.3333,248785.3333,0,0,27.00062333,27.00062333,543.6173426,0.001,0.001,1,1
38070,1627352070,324625.3333,252922.3333,0,0,27.00116333,27.00116333,552.1960278,0.001,0.001,1,1
38100,1627353870,316579.3333,246412.3333,0,0,27.00043667,27.00043667,552.7405833,0.001,0.001,1,1
38130,1627355670,322338.3333,254948.3333,0,0,27.00109,27.00109,553.7972315,0.001,0.001,1,1
38160,1627357470,312933.3333,248611,0,0,27.00133,27.00133,558.7399167,0.001,0.001,1,1
38190,1627359270,313917.6667,250000,0,0,27.00069333,27.00069333,561.7431667,0.001,0.001,1,1
38220,1627361070,315103.6667,253646.3333,0,0,27.00135667,27.00135667,569.6932037,0.001,0.001,1,1
38250,1627362870,311834.6667,251360.6667,0,0,27.00062333,27.00062333,562.2741945,0.001,0.001,1,1
38280,1627364670,308884,249536.6667,0,0,27.00006,27.00006,568.6511296,0.001,0.001,1,1
38310,1627366470,308825,248292.6667,0,0,27.00022667,27.00022667,567.2004722,0.001,0.001,1,1
38340,1627368270,315653.3333,255990,0,0,27.00036,27.00036,570.4642778,0.001,0.001,1,1
38370,1627370070,308303.6667,251852,0,0,27.00035667,27.00035667,575.6795741,0.001,0.001,1,1
38400,1627371870,308073.3333,253240.6667,0,0,27.00048667,27.00048667,574.9536852,0.001,0.001,1,1
38430,1627373670,304630,249652.6667,0,0,27,27,578.2937407,0.001,0.001,1,1
38460,1627375470,304717.6667,248843,0,0,27,27,577.7833241,0.001,0.001,1,1
38490,1627377270,310648.3333,252778.3333,0,0,27.00044667,27.00044667,579.355537,0.001,0.001,1,1
38520,1627379070,308160.3333,249710.6667,0,0,27,27,571.7697222,0.001,0.001,1,1
38550,1627380870,312471.3333,252866,0,0,27,27,566.6786574,0.001,0.001,1,1
38580,1627382670,312732.3333,252835.6667,0,0,27,27,570.308287,0.001,0.001,1,1
38610,1627384470,311747.6667,251418,0,0,27,27,569.2423056,0.001,0.001,1,1
38640,1627386270,312557.6667,251389.6667,0,0,27,27,571.2745185,0.001,0.001,1,1
38670,1627388070,312819.3333,250261.3333,0,0,27,27,568.0104074,0.001,0.001,1,1
38700,1627389870,315335.6667,250840,0,0,27,27,559.3795648,0.001,0.001,1,1
38730,1627391670,316638.3333,250867.6667,0,0,27,27,558.2371389,0.001,0.001,1,1
38760,1627393470,319445,251273.6667,0,0,27,27,559.6356944,0.001,0.001,1,1
38790,1627395270,318547.6667,249509,0,0,27,27,557.2343611,0.001,0.001,1,1
38820,1627397070,320284.6667,251967,0,0,27,27,561.3305556,0.001,0.001,1,1
38850,1627398870,320255,252777,0,0,27,27,556.8987315,0.001,0.001,1,1
38880,1627400670,320168.3333,252373,0,0,27,27,561.6273056,0.001,0.001,1,1
38910,1627402470,321615.3333,251504.3333,0,0,27,27,557.1656019,0.001,0.001,1,1
38970,1627404270,323177.3333,251736.6667,0,0,27,27,550.9717037,0.001,0.001,1,1
39000,1627407870,290683,253356,0,0,27.00039667,0,292.8416204,0.001,0.001,1,0.001
39030,1627409670,285851.3333,247077.3333,0,0,27.00066667,0,298.5594166,0.001,0.001,1,0.001
39090,1627411470,292246,253645,0,0,27.0011,0,285.6107222,0.001,0.001,1,0.001
39300,1627425870,312818.6667,262182.6667,0,0,28.36044667,28.36044667,606.4845185,0.001,0.001,1,1
39330,1627427670,305875,250174,0,0,28.43222667,28.43273333,618.2143704,0.001,0.001,1,1
39360,1627429470,309549.3333,252691.3333,0,0,27.49251667,27.49251667,588.9690371,0.001,0.001,1,1
39390,1627431270,313078.6667,252316,0,0,27.00169667,27.00174333,565.1793704,0.001,0.001,1,1
39420,1627433070,313716.3333,251012.6667,0,0,27.00129333,27.00129333,564.1709815,0.001,0.001,1,1
39450,1627434870,312008.6667,252112,0,0,27.00251667,27.00251667,565.7635278,0.001,0.001,1,1
39480,1627436670,307899.6667,250463.3333,0,0,27.00558667,27.00560333,577.6546204,0.001,0.001,1,1
39510,1627438470,305122,249623.6667,0,0,27.00429667,27.00429667,577.7089537,0.001,0.001,1,1
39540,1627440270,301765,248293.3333,0,0,27.00389667,27.00416667,578.6298333,0.001,0.001,1,1
39570,1627442070,304861.3333,252836,0,0,27.00555,27.00555,580.0629352,0.001,0.001,1,1
39600,1627443870,298582,247773,0,0,27.00702667,27.00702667,585.3597778,0.001,0.001,1,1
39630,1627445670,299161.3333,249248.3333,0,0,27.00352,27.00352,590.3953519,0.001,0.001,1,1
39690,1627447470,296846,247917.3333,0,0,27.00631333,27.00631333,589.2574907,0.001,0.001,1,1
39720,1627451070,348496.3333,255584.6667,0,28.00041,28.00041,28.00041,806.2357593,0.001,1,1,1
39750,1627452870,348380.3333,250001.3333,0,28,28,28,778.840463,0.001,1,1,1
39780,1627454670,358420.3333,254890,0,28,28,28,767.0150926,0.001,1,1,1
39810,1627456470,354195.6667,250636.3333,0,28.00000333,28.00000333,28.00000333,772.6082685,0.001,1,1,1
39840,1627458270,358304.6667,252257.6667,0,28,28,28,755.6825278,0.001,1,1,1
39870,1627460070,356511,251476,0,28,28,28,770.7270185,0.001,1,1,1
39900,1627461870,359230,253645.3333,0,28,28,28,762.5427315,0.001,1,1,1
39930,1627463670,360793.6667,251649.3333,0,28,28,28,752.8347222,0.001,1,1,1
39960,1627465470,365567.3333,252952.3333,0,28,28,28,754.2451667,0.001,1,1,1
40020,1627467270,369443.6667,252952,0,28,28,28,728.7994907,0.001,1,1,1
40050,1627470870,316118.3333,253009.6667,0,0,28.55879,28.55879,605.1555,0.001,0.001,1,1
40080,1627472670,316956.3333,253877.3333,0,0,28.08241333,28.08241333,600.8452407,0.001,0.001,1,1
40110,1627474470,311314.6667,247483.3333,0,0,28.00222667,28.00222667,591.2653704,0.001,0.001,1,1
40140,1627476270,316725.6667,253067.6667,0,0,28.00150667,28.00150667,592.7860185,0.001,0.001,1,1
40170,1627478070,315799,251996,0,0,28.00171,28.00171,590.9080463,0.001,0.001,1,1
40200,1627479870,315597,250579,0,0,28.00011,28.00011,589.9861389,0.001,0.001,1,1
40230,1627481670,317621.3333,251041.6667,0,0,28,28,595.6042963,0.001,0.001,1,1
40260,1627483470,318837.6667,251129,0,0,28.00045333,28.00045333,595.0433704,0.001,0.001,1,1
40290,1627485270,319212.3333,250232,0,0,28,28,585.3385278,0.001,0.001,1,1
40320,1627487070,321759.3333,251360.6667,0,0,28.00003,28.00003,576.4692037,0.001,0.001,1,1
40350,1627488870,323756.6667,251504.6667,0,0,28,28,580.4509722,0.001,0.001,1,1
40410,1627490670,323669,249797.6667,0,0,28,28,573.4725555,0.001,0.001,1,1
40440,1627494270,289323.3333,248524.6667,0,0,28.34499,0,308.9933796,0.001,0.001,1,0.001
40470,1627496070,292130.3333,252344,0,0,28.17155667,0,311.1011482,0.001,0.001,1,0.001
40530,1627497870,287067,247743.6667,0,0,28.00755667,0,305.24875,0.001,0.001,1,0.001
40740,1627512270,316695.6667,266204,0,0,28.10125667,28.10134,614.1460926,0.001,0.001,1,1
40770,1627514070,304544.3333,253587.3333,0,0,28.02107667,28.02107667,615.1710741,0.001,0.001,1,1
40800,1627515870,300809.6667,248119.3333,0,0,28.00254333,28.00254333,615.419287,0.001,0.001,1,1
40830,1627517670,306741.6667,251968,0,0,28.46128,28.46128,623.2061574,0.001,0.001,1,1
40860,1627519470,304919.3333,249739.6667,0,0,28.52769333,28.52769333,624.0616389,0.001,0.001,1,1
40890,1627521270,305266.6667,251823.3333,0,0,28.00164,28.00164,607.5226574,0.001,0.001,1,1
40950,1627523070,303008.3333,249161.3333,0,0,28.00108,28.00108,608.4690463,0.001,0.001,1,1
40980,1627526670,353298.6667,252604.3333,0,28.00107,28.00107,28.00107,777.9856204,0.001,1,1,1
41010,1627528470,361747.3333,252980.3333,0,28,28,28,753.4820556,0.001,1,1,1
41040,1627530270,366667,254948.3333,0,28.00005,28.00005,28.00005,750.141537,0.001,1,1,1
41070,1627532070,362066.3333,253241,0,28,28,28,756.2168519,0.001,1,1,1
41100,1627533870,348235,244243.3333,0,28,28,28,766.1768796,0.001,1,1,1
41130,1627535670,350636.6667,252604.6667,0,28.00016667,28.00016667,28.00016667,779.1381482,0.001,1,1,1
41160,1627537470,348408.3333,250145,0,28.00032,28.00032,28.00032,777.4552222,0.001,1,1,1
41190,1627539270,351070.3333,251910,0,28,28,28,787.3088241,0.001,1,1,1
41220,1627541070,354630,250984.6667,0,28.00024667,28.00024667,28.00024667,764.4319444,0.001,1,1,1
41250,1627542870,353415.6667,251707.3333,0,27.37763667,27.37763667,27.37763667,743.7093889,0.001,1,1,1
41280,1627544670,348726.6667,253616.6667,0,27.01295,27.01295,27.01295,753.5549352,0.001,1,1,1
41340,1627546470,350810.3333,249595.6667,0,27.00033333,27.00033333,27.00033333,728.9635648,0.001,1,1,1
41370,1627550070,323235.6667,264178.6667,0,28.86228333,0,28.86228333,610.2742963,0.001,1,0.001,1
41400,1627551870,311053,251359.3333,0,29.3628,0,29.3628,630.4776204,0.001,1,0.001,1
41430,1627553670,306366.6667,249045.3333,0,28.69562,0,28.69534667,606.378463,0.001,1,0.001,1
41460,1627555470,307697.3333,252894,0,28.07855,0,28.07855,598.572963,0.001,1,0.001,1
41490,1627557270,302575.3333,250608.3333,0,27.11759333,0,27.11799,578.9514352,0.001,1,0.001,1
41520,1627559070,301013.3333,249074.3333,0,27.00385,0,27.00311333,572.9933148,0.001,1,0.001,1
41550,1627560870,302604.3333,249450.6667,0,27.00113333,0,27.0012,565.4533333,0.001,1,0.001,1
41580,1627562670,306568.3333,252605,0,27.00062667,0,27.00062667,569.1031944,0.001,1,0.001,1
41610,1627564470,306538.6667,252199,0,27.00067,0,27.00067,567.2041759,0.001,1,0.001,1
41640,1627566270,301214.6667,248525,0,27.00103333,0,27.00127333,572.8039907,0.001,1,0.001,1
41670,1627568070,303270,251129.6667,0,27.00052,0,27.00061333,573.6522778,0.001,1,0.001,1
41700,1627569870,301909.6667,249971,0,27.00135,0,27.00135,575.9340833,0.001,1,0.001,1
41730,1627571670,301187,249045.6667,0,27.00002667,0,27.00004,578.1894074,0.001,1,0.001,1
41760,1627573470,300897.3333,248814,0,27.00044333,0,27.00044333,573.822463,0.001,1,0.001,1
41790,1627575270,305932.6667,254137.6667,0,27.00011333,0,27.00011333,571.3510741,0.001,1,0.001,1
41850,1627577070,301705.6667,250058.6667,0,27.00007667,0,27.00007667,572.5267685,0.001,1,0.001,1
42210,1627600470,331221,256974,0,28.73034,0,28.73034,563.3668889,0.001,1,0.001,1
42270,1627602270,318924,248698,0,35.17618,0,35.17618,754.9849444,0.001,1,0.001,1
42330,1627605870,351533.3333,250115.6667,0,28.17172333,28.17172333,28.17172333,796.8368148,0.001,1,1,1
42360,1627609470,315017,254571.6667,0,28.72361667,0,28.72361667,614.4198796,0.001,1,0.001,1
42390,1627611270,311197.6667,250927.3333,0,27.19583333,0,27.19583333,570.3330278,0.001,1,0.001,1
42420,1627613070,311603,252430,0,27.01276333,0,27.01317,565.9456852,0.001,1,0.001,1
42450,1627614870,304832,249595.3333,0,27.08631,0,27.08631,566.7753148,0.001,1,0.001,1
42480,1627616670,308044.3333,251388.6667,0,27.02574333,0,27.02574333,575.8203148,0.001,1,0.001,1
42510,1627618470,307407,250926.6667,0,27.00315667,0,27.00319,559.2710463,0.001,1,0.001,1
42540,1627620270,302980.6667,247540.6667,0,27.00221,0,27.00234667,567.6354167,0.001,1,0.001,1
42570,1627622070,308275.6667,253444,0,27.00114333,0,27.00114333,567.1500926,0.001,1,0.001,1
