,ts,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos
23580,1594946670,406966.6667,328963.6667,26.00075667,0,26.00075667,0,505.2642933,1,0.001,1,0.001
23610,1594948470,417233.3333,352459.3333,26.00177333,0,26.00177333,0,536.4789733,1,0.001,1,0.001
23640,1594950270,423000,357755.6667,27.57595667,0,27.57595667,0,564.2037333,1,0.001,1,0.001
23670,1594952070,416066.6667,346556,32.33947,0,32.33947,0,677.2048267,1,0.001,1,0.001
23700,1594953870,414633.3333,344241.6667,32.19918,0,32.19918,0,678.4568933,1,0.001,1,0.001
23730,1594955670,420633.3333,350462.3333,31.61114667,0,31.61114667,0,665.2226933,1,0.001,1,0.001
23760,1594957470,428333.3333,358565,31.62508333,0,31.62508333,0,663.94664,1,0.001,1,0.001
23790,1594959270,439900,370168.3333,32.09722,0,32.09722,0,673.5735067,1,0.001,1,0.001
23820,1594961070,449100,379167,32.62571333,0,32.62571333,0,690.7460933,1,0.001,1,0.001
23850,1594962870,458400,388802.3333,33.09023,0,33.09023,0,703.67248,1,0.001,1,0.001
23910,1594964670,470100,400637.3333,33.46129667,0,33.46129667,0,713.0242,1,0.001,1,0.001
23940,1594968270,427400,327227.6667,29.53124667,0,29.53124667,29.53124667,866.5463333,1,0.001,1,1
23970,1594970070,414100,313686,28.01146667,0,28.01146667,28.01146667,793.8580533,1,0.001,1,1
24000,1594971870,430233.3333,330613.6667,27.74287333,0,27.74287333,27.74287333,774.4547067,1,0.001,1,1
24030,1594973670,433200,333825.6667,28.73592333,0,28.73592333,28.73592333,824.2510267,1,0.001,1,1
24060,1594975470,434900,334692.6667,28.94909333,0,28.94909333,28.94909333,837.7813733,1,0.001,1,1
24090,1594977270,451333.3333,351127.6667,28.80549667,0,28.80549667,28.80549667,826.62496,1,0.001,1,1
24120,1594979070,471066.6667,371268.3333,28.78057333,0,28.78057333,28.78057333,830.5569067,1,0.001,1,1
24150,1594980870,477766.6667,377690,28.76176333,0,28.76176333,28.76176333,828.3632,1,0.001,1,1
24180,1594982670,452666.6667,352516.6667,28.69275667,0,28.69275667,28.69275667,824.0273067,1,0.001,1,1
24210,1594984470,443100,343171.3333,28.72877667,0,28.72877667,28.72877667,829.9367067,1,0.001,1,1
24240,1594986270,440300,340654,28.69366667,0,28.69366667,28.69366667,824.8576,1,0.001,1,1
24270,1594988070,436166.6667,335851,28.74124,0,28.74124,28.74124,831.1160667,1,0.001,1,1
24300,1594989870,433133.3333,332929,28.70565,0,28.70565,28.70565,825.70936,1,0.001,1,1
24330,1594991670,416700,317043,28.62649667,0,28.62649667,28.62649667,823.32152,1,0.001,1,1
24360,1594993470,434166.6667,333826.3333,28.58508333,0,28.58508333,28.58508333,819.4486533,1,0.001,1,1
24390,1594995270,443500,343460.6667,28.55418333,0,28.55418333,28.55418333,820.1968133,1,0.001,1,1
24420,1594997070,454633.3333,354773.6667,28.62685333,0,28.62685333,28.62685333,819.02492,1,0.001,1,1
24450,1594998870,485700,385735,28.78355333,0,28.78355333,28.78355333,831.1575067,1,0.001,1,1
24480,1595000670,511633.3333,411516,28.87946,0,28.87946,28.87946,836.4679867,1,0.001,1,1
24510,1595002470,519666.6667,419878.6667,28.90768,0,28.90768,28.90768,834.1976533,1,0.001,1,1
24540,1595004270,529833.3333,429919,28.90065,0,28.90065,28.90065,834.7353467,1,0.001,1,1
24570,1595006070,534000,434174.3333,28.93170667,0,28.93170667,28.93170667,838.9736133,1,0.001,1,1
24600,1595007870,533166.6667,433102,28.88294667,0,28.88294667,28.88294667,839.06676,1,0.001,1,1
24660,1595009670,532800,432754.3333,28.86905,0,28.86905,28.86905,833.64932,1,0.001,1,1
24690,1595013270,544233.3333,470081.3333,0,0,25.9,0,201.0249733,0.001,0.001,1,0.001
24720,1595015070,536633.3333,462645.6667,0,0,26,0,132.10316,0.001,0.001,1,0.001
24750,1595016870,532333.3333,458912,0,0,26,0,194.4432933,0.001,0.001,1,0.001
24780,1595018670,530866.6667,457669.3333,0,0,26,0,259.2109333,0.001,0.001,1,0.001
24810,1595020470,529666.6667,455585,0,0,26,0,260.1083333,0.001,0.001,1,0.001
24870,1595022270,526933.3333,452981.6667,0,0,26,0,259.2180267,0.001,0.001,1,0.001
24900,1595025870,387466.6667,329427.3333,31.10602667,0,31.10602667,0,657.6209733,1,0.001,1,0.001
24930,1595027670,376600,316435,31.96190667,0,31.96190667,0,690.49288,1,0.001,1,0.001
24960,1595029470,391500,331742,31.82468667,0,31.82468667,0,685.8052133,1,0.001,1,0.001
24990,1595031270,410000,350115,32.01749667,0,32.01749667,0,689.38716,1,0.001,1,0.001
25050,1595033070,427566.6667,367420.6667,32.06886333,0,32.06886333,0,689.4239333,1,0.001,1,0.001
25080,1595036670,413333.3333,323437.6667,29.41156,0,29.41156,29.41156,882.6080667,1,0.001,1,1
25110,1595038470,419600,329570.6667,29.21014333,0,29.21014333,29.21014333,867.7644267,1,0.001,1,1
25140,1595040270,419266.6667,329196.3333,28.95736667,0,28.95736667,28.95736667,857.2391333,1,0.001,1,1
25170,1595042070,433700,343461,28.92831333,0,28.92831333,28.92831333,861.4259733,1,0.001,1,1
25200,1595043870,441366.6667,351301.6667,28.88385,0,28.88385,28.88385,861.0987467,1,0.001,1,1
25230,1595045670,442100,352256,28.85908667,0,28.85908667,28.85908667,857.33032,1,0.001,1,1
25260,1595047470,449766.6667,359896,28.95946,0,28.95946,28.95946,859.8113067,1,0.001,1,1
25290,1595049270,444466.6667,354223.3333,28.95382,0,28.95382,28.95382,860.2884267,1,0.001,1,1
25320,1595051070,449700,359867.6667,28.96731333,0,28.96731333,28.96731333,862.02368,1,0.001,1,1
25350,1595052870,446433.3333,356248.6667,28.99509333,0,28.99509333,28.99509333,861.9957733,1,0.001,1,1
25380,1595054670,445633.3333,356045,28.92702667,0,28.92702667,28.92702667,858.45508,1,0.001,1,1
25410,1595056470,446633.3333,356800,28.87213,0,28.87213,28.87213,855.6408933,1,0.001,1,1
25440,1595058270,456066.6667,366233,28.84032333,0,28.84032333,28.84032333,855.3995333,1,0.001,1,1
25500,1595060070,457133.3333,366985.6667,28.83604667,0,28.83604667,28.83604667,855.07128,1,0.001,1,1
25530,1595063670,419100,379774.6667,0,0,26.00131667,0,285.8114,0.001,0.001,1,0.001
25560,1595065470,410933.3333,374912.6667,0,0,26.00139667,0,285.0950667,0.001,0.001,1,0.001
25590,1595067270,440700,404745,0,0,26.00216667,0,288.6334267,0.001,0.001,1,0.001
25620,1595069070,469633.3333,433015.3333,0,0,26.00173333,0,285.54092,0.001,0.001,1,0.001
25650,1595070870,490066.6667,452661.6667,0,0,26.00203667,0,287.0840933,0.001,0.001,1,0.001
25680,1595072670,540100,502748.3333,0,0,26.00122,0,287.1322533,0.001,0.001,1,0.001
25710,1595074470,472900,435359,0,0,26.00114,0,292.3512667,0.001,0.001,1,0.001
25740,1595076270,545866.6667,508536.3333,0,0,26.00209333,0,289.8763467,0.001,0.001,1,0.001
25770,1595078070,519066.6667,481829.3333,0,0,26.00230667,0,289.8010267,0.001,0.001,1,0.001
25800,1595079870,482766.6667,445891.3333,0,0,26.00205,0,287.5068,0.001,0.001,1,0.001
25830,1595081670,519033.3333,482119.3333,0,0,26.00236667,0,290.3268667,0.001,0.001,1,0.001
25860,1595083470,525833.3333,489178.6667,0,0,26.00196333,0,285.0807867,0.001,0.001,1,0.001
25890,1595085270,525600,488918.3333,0,0,26.00104667,0,288.66936,0.001,0.001,1,0.001
25920,1595087070,478333.3333,441376.6667,0,0,26.00241333,0,288.2305067,0.001,0.001,1,0.001
25950,1595088870,396200,359837.6667,0,0,26.00084,0,286.31736,0.001,0.001,1,0.001
25980,1595090670,365600,328790.6667,0,0,26.00108667,0,286.8012933,0.001,0.001,1,0.001
26010,1595092470,367266.6667,330208,0,0,26.00139,0,290.1136933,0.001,0.001,1,0.001
26040,1595094270,364900,327980,0,0,26.00097667,0,285.0885333,0.001,0.001,1,0.001
26070,1595096070,349766.6667,313079.3333,0,0,26.00199333,0,288.3222533,0.001,0.001,1,0.001
26100,1595097870,364800,327691,0,0,26.00161333,0,287.5777333,0.001,0.001,1,0.001
26130,1595099670,415900,378964.6667,0,0,26.00146667,0,286.6374,0.001,0.001,1,0.001
26160,1595101470,454566.6667,417564.3333,0,0,26.00109,0,286.49712,0.001,0.001,1,0.001
26190,1595103270,465400,428415,0,0,26.00104667,0,281.24348,0.001,0.001,1,0.001
26220,1595105070,467500,430498.3333,0,0,26.00209,0,284.6251333,0.001,0.001,1,0.001
26250,1595106870,468166.6667,431104.6667,0,0,26.00174,0,287.2561067,0.001,0.001,1,0.001
26280,1595108670,467600,430817.3333,0,0,26.00074,0,283.34628,0.001,0.001,1,0.001
26310,1595110470,465466.6667,428733.3333,0,0,26.00233667,0,284.43464,0.001,0.001,1,0.001
26340,1595112270,464966.6667,428067,0,0,26.00105333,0,287.4683467,0.001,0.001,1,0.001
26370,1595114070,464833.3333,427951.6667,0,0,26.00181667,0,287.9605867,0.001,0.001,1,0.001
26400,1595115870,449500,412760.3333,0,0,26.00232333,0,288.5820933,0.001,0.001,1,0.001
26430,1595117670,399933.3333,363049.6667,0,0,26.00127333,0,283.4068533,0.001,0.001,1,0.001
26460,1595119470,390333.3333,353182.3333,0,0,26.00160667,0,289.1476933,0.001,0.001,1,0.001
26490,1595121270,391466.6667,354948.3333,0,0,26.00259,0,289.29432,0.001,0.001,1,0.001
26520,1595123070,398833.3333,362789.3333,0,0,26.00663333,0,289.10084,0.001,0.001,1,0.001
26550,1595124870,361633.3333,331857,0,0,26.53119667,0,296.42676,0.001,0.001,1,0.001
26580,1595126670,354966.6667,325347.6667,0,0,26.85971333,0,304.07664,0.001,0.001,1,0.001
26610,1595128470,359733.3333,329428.3333,0,0,26.88342,0,302.1455733,0.001,0.001,1,0.001
26640,1595130270,378566.6667,348178.3333,0,0,26.71219333,0,298.6220533,0.001,0.001,1,0.001
26670,1595132070,403166.6667,373235.3333,0,0,26.69503,0,296.5660133,0.001,0.001,1,0.001
26700,1595133870,419366.6667,389236,0,0,26.63555,0,303.80616,0.001,0.001,1,0.001
26730,1595135670,428966.6667,398929.3333,0,0,26.53373,0,295.0037067,0.001,0.001,1,0.001
26760,1595137470,439800,409839.3333,0,0,26.58717667,0,298.7371333,0.001,0.001,1,0.001
26790,1595139270,472766.6667,442970.3333,0,0,26.49856667,0,297.8294667,0.001,0.001,1,0.001
26820,1595141070,521900,492275.3333,0,0,26.79156667,0,300.6136,0.001,0.001,1,0.001
26850,1595142870,573066.6667,542939.6667,0,0,27.01074333,0,296.5914933,0.001,0.001,1,0.001
26880,1595144670,608366.6667,578762,0,0,27.06180333,0,303.4093067,0.001,0.001,1,0.001
26910,1595146470,513966.6667,486458.6667,0,0,25.35809,0,288.1417467,0.001,0.001,1,0.001
26940,1595148270,515466.6667,488108,0,0,25,0,282.38196,0.001,0.001,1,0.001
26970,1595150070,553333.3333,526071,0,0,25,0,283.4523067,0.001,0.001,1,0.001
27000,1595151870,575800,548554,0,0,25,0,281.20652,0.001,0.001,1,0.001
27030,1595153670,564533.3333,537269,0,0,25,0,280.7914667,0.001,0.001,1,0.001
27060,1595155470,477600,449797.3333,0,0,25,0,283.9719867,0.001,0.001,1,0.001
27090,1595157270,414500,386574,0,0,25,0,279.0436133,0.001,0.001,1,0.001
27120,1595159070,394233.3333,367043.6667,0,0,25,0,283.3276133,0.001,0.001,1,0.001
27150,1595160870,393433.3333,366494.3333,0,0,25,0,283.70132,0.001,0.001,1,0.001
27180,1595162670,400466.6667,373177,0,0,25,0,278.9346,0.001,0.001,1,0.001
27210,1595164470,432900,405671.3333,0,0,25,0,284.02612,0.001,0.001,1,0.001
27240,1595166270,460633.3333,433014.3333,0,0,25,0,280.39956,0.001,0.001,1,0.001
27270,1595168070,477466.6667,449826.6667,0,0,25,0,283.7972667,0.001,0.001,1,0.001
27300,1595169870,499266.6667,471556.6667,0,0,25,0,284.3760267,0.001,0.001,1,0.001
27330,1595171670,507666.6667,480729.3333,0,0,25,0,285.69856,0.001,0.001,1,0.001
27360,1595173470,441400,414467.3333,0,0,25,0,277.5801467,0.001,0.001,1,0.001
27390,1595175270,355000,328501.3333,0,0,25,0,279.9975733,0.001,0.001,1,0.001
27450,1595177070,382200,355354,0,0,25,0,282.99992,0.001,0.001,1,0.001
27840,1595202270,413300,328675,0,28.66666667,28.66666667,29.04678,852.97744,0.001,1,1,1
27870,1595204070,420400,329889.6667,0,29.5,29.5,29.84630333,877.13192,0.001,1,1,1
27900,1595205870,419600,329166.6667,0,29.5,29.5,29.08562,856.2176933,0.001,1,1,1
27930,1595207670,431933.3333,341608.6667,0,29.5,29.5,29.08524333,868.2737467,0.001,1,1,1
27960,1595209470,432066.6667,342390,0,29.5,29.5,29.22329,865.0438533,0.001,1,1,1
27990,1595211270,415766.6667,325782,0,29.5,29.5,29.50791667,863.8298667,0.001,1,1,1
28020,1595213070,405400,315161,0,29.5,29.5,29.14373333,864.2027333,0.001,1,1,1
28050,1595214870,406533.3333,314726.6667,0,29.68333333,29.68333333,28.88399,853.6164933,0.001,1,1,1
28080,1595216670,419666.6667,319270.6667,0,30.6,30.6,30.6,881.5715067,0.001,1,1,1
28110,1595218470,427600,326823,0,30.6,30.6,30.6,892.8954533,0.001,1,1,1
28140,1595220270,422733.3333,321903.3333,0,30.6,30.6,30.6,898.0211333,0.001,1,1,1
28170,1595222070,428800,327635,0,30.6,30.6,30.6,890.76596,0.001,1,1,1
28200,1595223870,429400,328185.3333,0,30.6,30.6,30.6,891.8855867,0.001,1,1,1
28230,1595225670,433733.3333,332959.6667,0,30.6,30.6,30.6,897.30004,0.001,1,1,1
28260,1595227470,437100,335765.3333,0,30.6,30.6,30.6,897.1204667,0.001,1,1,1
28290,1595229270,440166.6667,344473.3333,0,29.85333333,29.85333333,29.85333333,873.6952,0.001,1,1,1
28320,1595231070,439700,343982,0,29.8,29.8,29.8,869.1763733,0.001,1,1,1
28350,1595232870,437433.3333,341550.3333,0,29.77333333,29.74666667,29.74666667,870.16972,0.001,1,1,1
28380,1595234670,434333.3333,343373.3333,0,29,29,29,846.1096933,0.001,1,1,1
28410,1595236470,435733.3333,344386.3333,0,29,29,29,838.46588,0.001,1,1,1
28440,1595238270,438500,346730,0,29,29,29,840.6125467,0.001,1,1,1
28470,1595240070,435933.3333,343661.6667,0,29,29,29,841.4475067,0.001,1,1,1
28500,1595241870,445533.3333,352950.6667,0,29,29,29,838.71312,0.001,1,1,1
28530,1595243670,449400,357031,0,29,29,29,841.4853067,0.001,1,1,1
28560,1595245470,442100,349913.6667,0,29,29,29,844.40048,0.001,1,1,1
28590,1595247270,431033.3333,339265.3333,0,29,29,29,842.4916267,0.001,1,1,1
28620,1595249070,423400,331945,0,29,29,29,843.9276533,0.001,1,1,1
28680,1595250870,431333.3333,339641.3333,0,29,29,29,841.8648933,0.001,1,1,1
28710,1595254470,470100,410561.6667,0,29,0,29,634.8186133,0.001,1,0.001,1
28740,1595256270,497033.3333,436893.3333,0,29.351,0,29.351,628.09376,0.001,1,0.001,1
28770,1595258070,515933.3333,452893.6667,0,30.17,0,30.17,636.5506,0.001,1,0.001,1
28800,1595259870,525000,461981.3333,0,30.17,0,30.17,638.4236133,0.001,1,0.001,1
28830,1595261670,528566.6667,462732,0,30.949,0,30.949,650.1727867,0.001,1,0.001,1
28860,1595263470,532666.6667,465597,0,31.4,0,31.4,653.8418133,0.001,1,0.001,1
28890,1595265270,529233.3333,461777.3333,0,31.4,0,31.4,659.9416133,0.001,1,0.001,1
28920,1595267070,524833.3333,457697.6667,0,31.4,0,31.4,662.07344,0.001,1,0.001,1
28980,1595268870,521533.3333,454602,0,31.4,0,31.4,657.7615333,0.001,1,0.001,1
29010,1595272470,583600,557003.3333,0,0,0,29.4,284.8038667,0.001,0.001,0.001,1
29070,1595274270,604200,577257.3333,0,0,0,29.4,343.7252,0.001,0.001,0.001,1
29100,1595277870,480400,454832.3333,28.3903,0,0,0,320.0645467,1,0.001,0.001,0.001
29130,1595279670,416166.6667,391233,28.18947,0,0,0,314.1590667,1,0.001,0.001,0.001
29250,1595281470,351000,325868.6667,28.07986333,0,0,0,316.8693733,1,0.001,0.001,0.001
29280,1595288670,420166.6667,330093,0,29.60681333,29.60687333,29.60676333,878.33984,0.001,1,1,1
29310,1595290470,417833.3333,327719.6667,0,29.32990333,29.32947,29.33054333,861.4044133,0.001,1,1,1
29340,1595292270,432700,342593,0,29.38611667,29.38597667,29.38592333,864.8500933,0.001,1,1,1
29370,1595294070,444633.3333,354744.6667,0,29.50114,29.50106333,29.50123,863.5078667,0.001,1,1,1
29400,1595295870,448000,357987.6667,0,29.58547667,29.58569667,29.58687667,880.8421067,0.001,1,1,1
29430,1595297670,454933.3333,360707,0,30.46156667,30.46113,30.46133333,892.32416,0.001,1,1,1
29460,1595299470,451133.3333,352979.3333,0,31.11333333,31.11333333,31.11333333,918.2397467,0.001,1,1,1
29490,1595301270,448000,352718.6667,0,30.6,30.6,30.6,896.4298,0.001,1,1,1
29520,1595303070,443666.6667,348061,0,30.6,30.6,30.6,905.1930533,0.001,1,1,1
29550,1595304870,445500,350201.6667,0,30.6,30.6,30.6,906.5956667,0.001,1,1,1
29580,1595306670,443400,348148,0,30.6,30.6,30.6,909.6783733,0.001,1,1,1
29610,1595308470,442400,347192.3333,0,30.6,30.6,30.6,909.84348,0.001,1,1,1
29640,1595310270,442033.3333,346989.6667,0,30.6,30.6,30.6,910.8242267,0.001,1,1,1
29670,1595312070,442600,349133.3333,0,30.43,30.32,30.33,901.5178667,0.001,1,1,1
29700,1595313870,442433.3333,349365,0,30.3,30.3,30.3,902.6131333,0.001,1,1,1
29730,1595315670,442366.6667,349595,0,30.3,30.3,30.3,900.78016,0.001,1,1,1
29760,1595317470,444533.3333,350752.6667,0,30.3,30.3,30.3,893.5929333,0.001,1,1,1
29790,1595319270,442866.6667,349247.6667,0,30.3,30.3,30.3,895.5016933,0.001,1,1,1
29820,1595321070,432733.3333,339177.3333,0,30.3,30.3,30.3,887.4757733,0.001,1,1,1
29850,1595322870,425433.3333,331742.3333,0,30.3,30.3,30.3,897.4997733,0.001,1,1,1
29880,1595324670,433000,338687.3333,0,30.3,30.3,30.3,898.48332,0.001,1,1,1
29910,1595326470,418566.6667,323756,0,30.3,30.3,30.3,893.60908,0.001,1,1,1
29940,1595328270,415666.6667,321267.3333,0,30.3,30.3,30.3,899.24744,0.001,1,1,1
29970,1595330070,425700,331365.6667,0,30.3,30.3,30.3,888.75248,0.001,1,1,1
30000,1595331870,436366.6667,342130.3333,0,30.3,30.3,30.3,897.6389333,0.001,1,1,1
30030,1595333670,447866.6667,353530.3333,0,30.3,30.3,30.3,902.29412,0.001,1,1,1
30060,1595335470,471566.6667,377431.3333,0,30.3,30.3,30.3,891.5462267,0.001,1,1,1
30090,1595337270,501766.6667,407870.6667,0,30.3,30.3,30.3,884.6408667,0.001,1,1,1
30120,1595339070,477033.3333,380700.3333,0,30.3,30.3,30.3,883.1186,0.001,1,1,1
30150,1595340870,487800,388108.3333,0,30.3,30.3,30.3,890.2908,0.001,1,1,1
30180,1595342670,515133.3333,415104,0,30.3,30.3,30.3,892.6564267,0.001,1,1,1
30210,1595344470,540533.3333,481539.6667,0,0,31.08277333,31.08503333,699.5991333,0.001,0.001,1,1
30240,1595346270,499500,438425.6667,0,0,30.09434333,30.09278,660.282,0.001,0.001,1,1
30270,1595348070,429033.3333,369213,0,0,29.22494,29.22351,630.73528,0.001,0.001,1,1
30300,1595349870,383000,323003,0,0,29.21549667,29.21711333,638.4206267,0.001,0.001,1,1
30330,1595351670,379333.3333,319530,0,0,29.23030667,29.23070333,638.5883467,0.001,0.001,1,1
30360,1595353470,386400,326389,0,0,29.20132333,29.20138333,635.1927867,0.001,0.001,1,1
30420,1595355270,409366.6667,349218.6667,0,0,29.16906667,29.17046333,634.0711067,0.001,0.001,1,1
30450,1595358870,486733.3333,455498,0,0,0,26.76225333,237.2916933,0.001,0.001,0.001,1
30480,1595360670,523966.6667,494068,0,0,0,26.32330333,261.7286933,0.001,0.001,0.001,1
30510,1595362470,563100,532582,0,0,0,26.04552333,294.4248533,0.001,0.001,0.001,1
30540,1595364270,586566.6667,555585.3333,0,0,0,26.00585,293.68528,0.001,0.001,0.001,1
30570,1595366070,590866.6667,560272.3333,0,0,0,26.0084,295.7557867,0.001,0.001,0.001,1
30660,1595367870,588266.6667,557755.3333,0,0,0,26.00779,293.75696,0.001,0.001,0.001,1
30690,1595373270,421300,330873.6667,0,29.76385667,29.76261333,29.76311667,893.95656,0.001,1,1,1
30720,1595375070,417633.3333,327632.3333,0,29.56224667,29.56378333,29.56445333,881.2152533,0.001,1,1,1
30750,1595376870,413933.3333,324190.3333,0,29.51030667,29.50996333,29.51139667,876.7739867,0.001,1,1,1
30780,1595378670,405333.3333,315248.6667,0,29.44302333,29.44418667,29.44397,878.2228,0.001,1,1,1
30810,1595380470,411166.6667,321180,0,29.49749667,29.49736333,29.49683667,872.9423733,0.001,1,1,1
30840,1595382270,420233.3333,330153,0,29.44443333,29.4438,29.44418333,868.7650533,0.001,1,1,1
30870,1595384070,449100,359027.3333,0,29.4706,29.46997667,29.47195333,882.78204,0.001,1,1,1
30900,1595385870,453566.6667,363571.6667,0,29.49528333,29.49556,29.49544667,874.4799467,0.001,1,1,1
30930,1595387670,454266.6667,364179.6667,0,29.50434333,29.50533333,29.51643333,879.44444,0.001,1,1,1
30960,1595389470,446500,325810.3333,28.92598333,28.92823,28.92887667,28.93150667,1028.794107,1,1,1,1
30990,1595391270,443600,323582.6667,28.83407,28.83507,28.83473,28.83478333,1027.930027,1,1,1,1
31020,1595393070,436500,316174,28.83267,28.83212667,28.83157667,28.83122333,1029.4606,1,1,1,1
31050,1595394870,443233.3333,323466.3333,28.81484,28.81557333,28.81675,28.81661667,1022.249293,1,1,1,1
31080,1595396670,435933.3333,309836.6667,29.50795333,29.54557,29.55171,29.61053,1041.11588,1,1,1,1
31110,1595398470,463633.3333,328587.6667,30.69862333,30.69294667,30.69924,30.70330667,1094.062107,1,1,1,1
31140,1595400270,455200,326157.3333,30,30,30,30,1078.533773,1,1,1,1
31170,1595402070,453733.3333,324421.6667,30,30,30,30,1077.140027,1,1,1,1
31200,1595403870,450400,320833.6667,30,30,30,30,1070.73596,1,1,1,1
31230,1595405670,446833.3333,317533,30,30,30,30,1065.1242,1,1,1,1
31260,1595407470,456266.6667,326446.6667,30,30,30,30,1067.490387,1,1,1,1
31290,1595409270,457100,327663,30,30,30,30,1074.40228,1,1,1,1
31320,1595411070,459100,329804,30,30,30,30,1063.930933,1,1,1,1
31350,1595412870,460766.6667,333132.3333,29.66666667,29.7,29.7,29.7,1060.3068,1,1,1,1
31380,1595414670,476633.3333,355121.6667,29,29,29,29,1028.766293,1,1,1,1
31410,1595416470,464233.3333,343113.3333,29,29,29,29,1041.92872,1,1,1,1
31440,1595418270,463866.6667,343374.3333,28.90333333,28.90333333,28.9,29,1040.09612,1,1,1,1
31470,1595420070,458766.6667,337964,28.9,28.9,28.9,29,1038.151613,1,1,1,1
31500,1595421870,457400,336951.3333,28.9,28.9,28.9,29,1041.340533,1,1,1,1
31560,1595423670,463733.3333,341840.6667,28.9,28.9,28.9,29,1036.48636,1,1,1,1
31590,1595427270,508466.6667,417564,28.9,0,28.9,29,866.27352,1,0.001,1,1
31620,1595429070,525000,434230.3333,28.9,0,28.9,29,862.5583867,1,0.001,1,1
31680,1595430870,533366.6667,442651.3333,28.9,0,28.9,29,860.3063467,1,0.001,1,1
31710,1595434470,516100,463397.3333,28.9,0,0,29,633.4982267,1,0.001,0.001,1
31740,1595436270,509600,456308.6667,28.9,0,0,29,629.42628,1,0.001,0.001,1
31770,1595438070,513966.6667,459983.3333,28.9,0,0,29,630.72884,1,0.001,0.001,1
31800,1595439870,516366.6667,463686,28.9,0,0,29,628.4576667,1,0.001,0.001,1
31830,1595441670,519466.6667,466666.6667,28.9,0,0,29,630.71064,1,0.001,0.001,1
31890,1595443470,512766.6667,458708.6667,28.9,0,0,29,631.2936933,1,0.001,0.001,1
31920,1595447070,402533.3333,372569,27.46996,0,0,0,309.3873067,1,0.001,0.001,0.001
31950,1595448870,387566.6667,357320.6667,27.42381667,0,0,0,306.6952933,1,0.001,0.001,0.001
31980,1595450670,393533.3333,363484,27.26004667,0,0,0,309.30032,1,0.001,0.001,0.001
32010,1595452470,401666.6667,371354.6667,27.34137333,0,0,0,307.2444667,1,0.001,0.001,0.001
32100,1595454270,407400,377603.6667,27.20980667,0,0,0,305.17564,1,0.001,0.001,0.001
32130,1595459670,433033.3333,332870.6667,31.81475,0,31.81595333,31.81614667,956.95236,1,0.001,1,1
32160,1595461470,420966.6667,323090.6667,31.21346,0,31.21018667,31.21014,944.552,1,0.001,1,1
32190,1595463270,434766.6667,344849.6667,29.5709,0,29.56975667,29.56976333,888.9377467,1,0.001,1,1
32220,1595465070,446766.6667,356655.6667,29.59431333,0,29.59244333,29.59168,892.7857867,1,0.001,1,1
32280,1595466870,437333.3333,347511.3333,29.54053,0,29.54131667,29.54144,885.4590267,1,0.001,1,1
32310,1595470470,419500,309605,27.88388,26.4,27.88152,27.88191333,984.28792,1,1,1,1
32340,1595472270,429700,315626.3333,28.61781333,26.4,28.62306333,28.62329333,1006.833147,1,1,1,1
32370,1595474070,446200,325897,29.51673333,26.4,29.51729333,29.51903,1029.80752,1,1,1,1
32400,1595475870,443833.3333,323553,28.73472,28.0952,28.74015333,28.73558667,1006.672333,1,1,1,1
32430,1595477670,433333.3333,313514.3333,28.45554333,28.45536667,28.45555,28.45592667,1001.798,1,1,1,1
32460,1595479470,436766.6667,316754.3333,28.452,28.45129667,28.45144,28.45112,1003.520373,1,1,1,1
32490,1595481270,441833.3333,321209,28.37171333,28.37173333,28.37176,28.36295667,1001.0056,1,1,1,1
32520,1595483070,450900,327199.6667,28.00181667,28.00207333,28.00194,28.00226,966.72016,1,1,1,1
32550,1595484870,450533.3333,326448,28.00333667,28.00355667,28.00286,28.00295,963.48784,1,1,1,1
32580,1595486670,444066.6667,321498,28.00264667,28.00264667,28.00229667,28.00223,966.14588,1,1,1,1
32610,1595488470,436066.6667,312384.6667,28.00343,28.00312667,28.00342333,28.00365,972.41144,1,1,1,1
32640,1595490270,434666.6667,310213.6667,28.00197333,28.00225333,28.00272333,28.00288667,964.4869733,1,1,1,1
32670,1595492070,445600,324856.6667,28.00573,28.00580667,28.00483,28.00454,981.6050533,1,1,1,1
32700,1595493870,448300,328214.6667,28.08619333,28.08560667,28.08548,28.08486,987.9197067,1,1,1,1
32730,1595495670,445900,325578.6667,28.17138,28.17213333,28.17197333,28.17268333,987.7894133,1,1,1,1
32760,1595497470,452966.6667,332958,28.24388,28.24529,28.24578,28.24383,993.96864,1,1,1,1
32790,1595499270,447966.6667,328241,28.53526333,28.53586333,28.53599,28.53610333,1011.873987,1,1,1,1
32820,1595501070,460900,340335.6667,28.45797,28.45766,28.45914333,28.45827333,1001.71344,1,1,1,1
32850,1595502870,460666.6667,340711,28.41287333,28.41360333,28.41188333,28.41241,1007.261267,1,1,1,1
32880,1595504670,449466.6667,329457.6667,28.28581,28.28613667,28.28661,28.28544667,1007.58672,1,1,1,1
32910,1595506470,449066.6667,328820,28.25096667,28.25093667,28.24975333,28.24931,987.29456,1,1,1,1
