5.175761871143560029e+02,4.430001474372256198e+05,6.625000016859314833e-01
5.183888252913474162e+02,4.464926054400288267e+05,6.624999948954635176e-01
5.201514078461109420e+02,4.500919574744579149e+05,6.625000017344758740e-01
5.245775801409059795e+02,4.541837459670167300e+05,6.625000001608215561e-01
5.227435405864575841e+02,4.518094842142933048e+05,6.624999993938917031e-01
5.196870234165863849e+02,4.476959489133664756e+05,6.625000003503924706e-01
5.157886888425435927e+02,4.451546737723816768e+05,6.624999996100207067e-01
5.134322979012872565e+02,4.575088307536790380e+05,6.624999993038820367e-01
5.135626275202247371e+02,4.707643234347503167e+05,6.624999992263214121e-01
5.151835172536690379e+02,4.735725363791927230e+05,6.624999975843733901e-01
5.083107112042657150e+02,4.739380158839844516e+05,6.624999999952351226e-01
5.094133812205723189e+02,4.909190073599100579e+05,6.624999997383417272e-01
5.093357257324943248e+02,5.055996511706223246e+05,6.624999999786072014e-01
5.125935149229280796e+02,4.889964359247796237e+05,6.625000000033829384e-01
5.181458547714983069e+02,4.506588961247970583e+05,6.625000013140318611e-01
5.129011031548100163e+02,4.298102958905231208e+05,6.625000000786713805e-01
5.166082352160501614e+02,4.313454284740295843e+05,6.624999977774426174e-01
5.198129604601997471e+02,4.362377749075206229e+05,6.624999881678850233e-01
5.095198912516686391e+02,4.311633981976411305e+05,6.624999994477063225e-01
5.164347205298259951e+02,4.390582596334486734e+05,6.624999976233042487e-01
5.128555298012562389e+02,4.363979795450972160e+05,6.625000000675305145e-01
5.049672619326597101e+02,4.343075447876781691e+05,6.624999991922487785e-01
5.036082580954402488e+02,4.353246201017784188e+05,6.625000016629808419e-01
5.058649811897863060e+02,4.398069412836413831e+05,6.625000006528177776e-01
5.196989010389347641e+02,4.466870946972892853e+05,6.625000003602239396e-01
5.555141627277441785e+02,4.518034410603275755e+05,7.187499993361211592e-01
5.795086387794713119e+02,4.518885541075224755e+05,7.749999996795345902e-01
5.824572326727044356e+02,4.487559542969906470e+05,7.750000001451518017e-01
5.791361961723232525e+02,4.476790461293688859e+05,7.749999923180611594e-01
5.560617212016887834e+02,4.496922505599152646e+05,7.187499986958784115e-01
5.533675206025793614e+02,4.567253687510343734e+05,7.187499982355819439e-01
5.590928046512009360e+02,4.644378330468588974e+05,7.187499997507446059e-01
5.780026963176092067e+02,4.548676822458201787e+05,7.750000009469828477e-01
5.832667605885665125e+02,4.511993959790049703e+05,7.749999998070706830e-01
5.829171310649304587e+02,4.459218490693260683e+05,7.749999962305775814e-01
5.781254891461004490e+02,4.426216504293662729e+05,7.749999997730253609e-01
5.491924279258583965e+02,4.378933666476128856e+05,7.187499994692706506e-01
5.245166435756599412e+02,4.420738488106860896e+05,6.625000001488215995e-01
5.118350337685507156e+02,4.375760874882666976e+05,6.624999998900636955e-01
4.878703986840813513e+02,4.365973783214627765e+05,6.062500029873092444e-01
4.878703360187831777e+02,4.437723616872939165e+05,6.062500029872158747e-01
5.036042882699797474e+02,4.407910424888447160e+05,6.625000016671179770e-01
5.036364027055267343e+02,4.386610783472834737e+05,6.625000016326988428e-01
5.048646894491988064e+02,4.407919473698383081e+05,6.624999993522431296e-01
5.046195861507682139e+02,4.409382467974532628e+05,6.624999951403444109e-01
5.035805654755130831e+02,4.355515992250634590e+05,6.625000016932542923e-01
4.879043579831811144e+02,4.408913929779828177e+05,6.062500029089770148e-01
4.878648308969333698e+02,4.424402348477601190e+05,6.062499975600792457e-01
5.035873433896242091e+02,4.373461544107812806e+05,6.625000016864022179e-01
5.038659480036038190e+02,4.364540980759907980e+05,6.625000014192837794e-01
