time,chw_sup_P.p
0.0,261000.0
2.510353052542731e-09,261000.0
2.5106040878479854e-05,261000.00000003423
0.000276141346132753,261000.000093129
0.0008405031695104168,261000.0019511611
0.0019235979935423343,261000.01355233227
0.0038718581136769612,261000.0614343037
0.007305991117127278,261000.22973393396
0.013410671680299042,261000.7913958081
0.02554963688074957,261002.95203769518
0.04389764113578101,261009.76591876848
0.062245645390812454,261021.49046040993
0.0805936496458439,261035.8799632292
0.09894165390087534,261051.5993137795
0.12037099535933686,261072.18151498024
0.14180033681779838,261095.7438452693
0.1632296782762599,261123.00836168896
0.19817974982151815,261177.48806089113
0.2331298213667764,261244.1748901938
0.26807989291203466,261321.37866537934
0.3030299644572929,261408.86182235298
0.3591494937780454,261569.04704226434
0.4152690230987979,261752.16582693192
0.47138855241955036,261956.98470051642
0.562582398336867,262333.18001833436
0.6537762442541837,262758.79780085123
0.7449700901715004,263229.49128924333
0.8361639360888171,263741.63302070636
0.9273577820061338,264292.0173600525
1.0185516279234506,264877.78960277163
1.1097454738407673,265496.36079675937
1.200939319758084,266145.3404741776
1.3377735335103873,267171.2816640456
1.5470989499115035,268847.9534830032
1.7564243663126198,270635.47885364114
1.965749782713736,272514.6587332127
2.1750751991148523,274467.9179446069
2.3844006155159683,276478.83672860195
2.5937260319170843,278532.6456696506
2.8030514483182003,280616.21918693045
3.0123768647193163,282717.9687543404
3.3286004790765267,285905.31348668615
3.555292215702988,288184.9356788348
3.7819839523294494,290449.7568435147
4.00867568895591,292692.1333756112
4.235367425582371,294905.64075046126
4.462059162208832,297084.93112925533
4.688750898835293,299225.6099341457
4.915442635461754,301324.1251033248
5.142134372088215,303377.6645175334
5.368826108714676,305384.06233813614
5.595517845341137,307341.716087312
6.086205792686824,311407.52846181445
6.576893740032512,315235.4044511012
7.067581687378199,318827.45833622187
7.422878721418517,321285.01169797685
7.778175755458834,323626.2341831308
8.315026477536598,326952.88112913526
8.851877199614362,330040.6649734394
9.388727921692126,332907.5151609711
9.92557864376989,335571.7522234716
10.462429365847655,338051.4993769786
10.999280087925419,340364.2952404613
11.536130810003183,342526.85798484756
12.072981532080947,344554.945453441
12.609832254158711,346463.2769356314
13.146682976236475,348265.5034802023
13.683533698314239,349974.2179547193
14.220384420392003,351600.99182168784
14.757235142469767,353156.4257397511
15.294085864547531,354650.2066458949
15.830936586625295,356091.1686125071
16.36778730870306,357487.35554368445
16.904638030780827,358846.0830011046
17.441488752858593,360173.99677204795
17.97833947493636,361477.1271281138
18.515190197014125,362760.93868710316
19.05204091909189,364030.3759056764
19.588891641169656,365289.90407863585
20.125742363247422,366543.54582442157
20.662593085325188,367794.91332119144
21.199443807402954,369047.23673025455
21.73629452948072,370303.9888715844
22.273145251558486,371568.23910746514
22.80999597363625,372841.8919868842
