6.067985213058623231e+02,4.617333362669512280e+05,2.931287407192534888e-01
5.916166426870221358e+02,4.474333384641105076e+05,3.596617609686252881e-01
5.905191277014232583e+02,4.642666668301533209e+05,2.924379016772263862e-01
5.878901169185465960e+02,4.662000018138656160e+05,3.446399386102624862e-01
1.804046579655610287e+02,5.047666521869044518e+05,9.186816537608580302e-02
6.807298697500159506e+02,4.356333356445917743e+05,3.533993610794934903e-01
5.935315627902203914e+02,4.276999971131067723e+05,2.955742045555990183e-01
5.343142803817577260e+02,3.956333362966470304e+05,3.231258394711623017e-01
6.830048354246321196e+02,4.759333347262145253e+05,2.842710013758573129e-01
7.067547771475556146e+02,4.575666669218055904e+05,3.398334775203598057e-01
4.706917951635774102e+02,4.497333326611037483e+05,2.841162703286068125e-01
5.368663155511254672e+02,4.085666683200679836e+05,3.270173041318609752e-01
7.264637863024128137e+02,4.587999972821431002e+05,3.620439193634107933e-01
7.668735667350528047e+02,4.325000035922509851e+05,3.592548132906138725e-01
2.303031393162707161e+02,4.261000037808781490e+05,1.346448132234762118e-01
6.358552395915952502e+02,4.112333370953649282e+05,3.266896895817507085e-01
6.395974133628561731e+02,4.332999992489275755e+05,3.185467181501291933e-01
8.063897384326843394e+02,4.611666659391756984e+05,3.486490364747407145e-01
6.668815116991943341e+02,4.961000049792387290e+05,3.303650606062700223e-01
7.168113069933380075e+02,4.658000046749004978e+05,3.409140329196252983e-01
4.509062075553845261e+02,4.578000002197841532e+05,1.914494395919477954e-01
7.110987058704005221e+02,4.506666691381374840e+05,3.433923546311061226e-01
6.600823141643699046e+02,4.445666651151787373e+05,2.748204338720134920e-01
7.246113960048651279e+02,4.424333330338295200e+05,3.103970887265855017e-01
7.097424807364062644e+02,4.611000049365527229e+05,3.349171090307764276e-01
7.476823298771034843e+02,4.167333316236453829e+05,3.632105014944612131e-01
7.178862474145237229e+02,4.347666660012447974e+05,3.568208294302169237e-01
6.452840210229534250e+02,4.561666684884673450e+05,3.313694412925652921e-01
4.154158192440588664e+02,4.951000013407358201e+05,2.101896910181114964e-01
2.649321762925137591e+02,3.875666702556610689e+05,2.270108397928373989e-01
7.372863213905192197e+02,4.534000057969800546e+05,3.313663953432351983e-01
6.693708821688441049e+02,4.274000047317123972e+05,3.165805020654445245e-01
2.388923117397750673e+02,4.992666708870962029e+05,2.138543061949010060e-01
7.656903420285993889e+02,4.575000030790679739e+05,3.387536475647964229e-01
